hostname,http_status,mx
accesculture.com,301,none
acls-aatc.ca,403,none
adb.org,302,none
administrationportuairedetoronto.com,301,none
admtl.com,301,none
adsb.on.ca,ConnectException,none
advancededucation.alberta.ca,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching advancededucation.alberta.ca found.,none
aecl.ca,301,none
aer.ca,308,10 aer-ca.mail.protection.outlook.com.
aeroportdequebec.com,308,none
afdb.org,301,none
affta.ab.ca,200,none
afghanemb-canada.net,HttpConnectTimeoutException: HTTP connect timed out,none
ag.gov.bc.ca,ConnectException,5 portal.ag.gov.bc.ca.; 20 jarvis2.ag.gov.bc.ca.; 20 jarvis1.ag.gov.bc.ca.
agric.gov.ab.ca,ConnectException,10 agric-gov-ab-ca.mail.protection.outlook.com.
ags.aer.ca,200,none
aibc.ca,200,none
aiib.org,301,none
alberta.ca,301,0 alberta-ca.mail.protection.outlook.com.; 10 mail1.alberta.ca.; 10 mail2.alberta.ca.
albertacourts.ca,200,10 albertacourts-ca.mail.protection.outlook.com.
albertainnovates.ca,200,none
albertaparks.ca,200,none
alcdsb.on.ca,301,none
ambabf-ca.org,HttpConnectTimeoutException: HTTP connect timed out,none
ambaguinee-ca.com,ConnectException,none
ambalgott.com,HttpConnectTimeoutException: HTTP connect timed out,none
ambamali.ca,403,none
ambardcongocanada.ca,503,none
ambasadabih.ca,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
ambasadat.net,HttpConnectTimeoutException: HTTP connect timed out,none
ambassade-haiti.ca,200,none
ambassadecongocanada.org,301,none
ambassadegabon.ca,200,0 ambassadegabon.ca.
ambatogocanada.com,HttpConnectTimeoutException: HTTP connect timed out,0 ambatogocanada-com.mail.protection.outlook.com.
ambe.ca,ConnectException,10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.
ambsencanada.org,308,none
amdsb.ca,301,none
amherstburg.ca,308,0 amherstburg-ca.mail.protection.outlook.com.
amii.ca,307,none
anduhyaun.org,200,5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.
apscops.org,403,none
archives.gov.on.ca,302,0 archives-gov-on-ca.mail.protection.outlook.com.
arcticathabaskancouncil.com,ConnectException,none
arts.on.ca,301,none
artscouncil.mb.ca,200,none
artsmontreal.org,301,none
artsnb.ca,302,none
artsns.ca,200,none
asc.ca,301,none
asiapacific.ca,301,none
aspenview.org,301,none
assembly.ab.ca,302,0 assembly-ab-ca.mail.protection.outlook.com.
assembly.nl.ca,200,0 assembly-nl-ca.mail.protection.outlook.com.
assembly.nu.ca,200,0 assembly-nu-ca.mail.protection.outlook.com.
assembly.pe.ca,302,5 assembly-pe-ca.mail.protection.outlook.com.
assnat.qc.ca,301,0 assnat-qc-ca.mail.protection.outlook.com.
atlanticfishfarmers.com,200,none
atlanticpilotage.com,301,none
attorneygeneral.jus.gov.on.ca,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,none
auditor.on.ca,200,0 auditor-on-ca.mail.protection.outlook.com.
autochtones.gouv.qc.ca,HttpConnectTimeoutException: HTTP connect timed out,none
autorites-valeurs-mobilieres.ca,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching autorites-valeurs-mobilieres.ca found.,none
bahighco.ca,301,0 smtp.secureserver.net.; 10 mailstore1.secureserver.net.
bankofcanada.ca,301,10 mx1.hc861-47.ca.iphmx.com.; 95 inmail06.bank-banque-canada.ca.; 95 inmail03.bank-banque-canada.ca.; 95 inmail04.bank-banque-canada.ca.; 10 mx2.hc861-47.ca.iphmx.com.; 95 inmail05.bank-banque-canada.ca.
banq-saint-sulpice.business.site,404,none
banq.qc.ca,301,5 banq-qc-ca.mail.protection.outlook.com.
banqueducanada.ca,301,95 inmail03.bank-banque-canada.ca.; 95 inmail06.bank-banque-canada.ca.; 10 mx1.hc861-47.ca.iphmx.com.; 10 mx2.hc861-47.ca.iphmx.com.; 95 inmail04.bank-banque-canada.ca.; 95 inmail05.bank-banque-canada.ca.
bape.gouv.qc.ca,301,10 bapegouvqcca.mail.protection.outlook.com.; 99 bape-gouv-qc-ca.mail.protection.outlook.com.
bcblueberry.com,301,none
bcbudget.gov.bc.ca,302,none
bccancer.bc.ca,302,none
bccdc.ca,302,none
bccourts.ca,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
bcic.ca,301,0 bcic-ca.mail.protection.outlook.com.
bcparks.ca,200,none
bcrenal.ca,302,none
bcsc.bc.ca,301,none
bctreaty.ca,200,none
bcwildfire.ca,301,none
bdc.ca,301,10 bdc-ca.mail.protection.outlook.com.
bdhcottawa.ca,301,none
bei.gouv.qc.ca,301,none
beta.novascotia.ca,301,none
bgcdsb.org,301,10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
bhncdsb.ca,301,none
bmo.com,302,4 mxa-00277d01.gslb.pphosted.com.; 4 mxb-00277d01.gslb.pphosted.com.
bolivianembassy.ca,200,none
bot.com,302,none
brampton.ca,302,none
bramptonbot.com,200,0 bramptonbot-com.mail.protection.outlook.com.
bwdsb.on.ca,HttpConnectTimeoutException: HTTP connect timed out,none
ca.ambafrance.org,301,none
