field,text
country_name,"Principality of Monaco"
government_type,"constitutional monarchy"
capital,"Monaco"
chief_of_state,"Prince ALBERT II (since 6 April 2005)"
head_of_government,"Minister of State Christophe MIRMAND (since 21 July 2025)"
judicial_highest_courts,"Supreme Court (consists of 5 permanent members and 2 substitutes)"
constitution_history,"previous 1911 (suspended 1959); latest adopted 17 December 1962"
