field,text
country_name,"Republic of Botswana"
government_type,"parliamentary republic"
capital,"Gaborone"
chief_of_state,"President Duma BOKO (since 1 November 2024)"
head_of_government,"President Duma BOKO (since 1 November 2024)"
judicial_highest_courts,"Court of Appeal, High Court (each consists of a chief justice and a number of other judges as prescribed by the Parliament)"
constitution_history,"previous 1960 (pre-independence); latest adopted March 1965, effective 30 September 1966"
