hostname,score,sources,label,level
gouvernement.fr,9,un_desa;wikidata,Council of Ministers | UN/DESA national portal,
parlement.fr,8,wikidata;wikidata,French Parliament,
assemblee-nationale.fr,7,wikidata;wikidata;wikidata,Franco-German Parliamentary Assembly | National Assembly,
ctguyane.fr,7,wikidata;wikidata,Assembly of French Guiana,
assemblee-afe.fr,4,wikidata,Assembly of French Citizens Abroad,
conseil-etat.fr,4,wikidata,Conseil d'État,
corse.fr,4,wikidata,Executive Council of Corsica,
ihemi.fr,4,wikidata,Institut des hautes études du ministère de l'Intérieur,
escolapiesinstitutions.org,3,wikidata,Piarist province of West Africa,
jesuites.com,3,wikidata,Jesuit Province of Francophone Western Europe,
