hostname,score,sources,label,level
caicyt-conicet.gov.ar,8,wikidata;wikidata,"Consejo Nacional de Investigaciones Científicas y Técnicas, Centro Argentino de Información Científica y Tecnológica",
casarosada.gov.ar,8,wikidata;wikidata,Poder Ejecutivo Nacional,
diputadosmisiones.gov.ar,8,wikidata;wikidata,Chamber of Deputies of Misiones,central-1
diputadossantafe.gov.ar,8,wikidata;wikidata,Chamber of Deputies of Santa Fe,central-1
hcdcorrientes.gov.ar,8,wikidata;wikidata;wikidata;wikidata,Chamber of Deputies of Corrientes | Q56316686,central-1
hcder.gov.ar,8,wikidata;wikidata,Chamber of Deputies of Entre Ríos,central-1
hcdiputados-ba.gov.ar,8,wikidata;wikidata,Buenos Aires Province Chamber of Deputies,central-1
hcdmza.gov.ar,8,wikidata;wikidata,Chamber of Deputies of Mendoza,central-1
legislaturaformosa.gov.ar,8,wikidata;wikidata,Formosa Chamber of Deputies,central-1
legislaturajujuy.gov.ar,8,wikidata;wikidata,Chamber of Deputies of Jujuy,central-1
legislaturamendoza.gov.ar,8,wikidata;wikidata,legislature of Mendoza,central-1
mp.gba.gov.ar,8,wikidata;wikidata,"Ministry of Production, Science and Technology",central
ms.gba.gov.ar,8,wikidata;wikidata,Ministry of Health of the Province of Buenos Aires | Dr. Tomás Perón Biological Institute,
mseg.gba.gov.ar,8,wikidata;wikidata,Buenos Aires Province Ministry of Security,central-1
santafe.gov.ar,8,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,"Santa Fe Provincial Police | Ministry of Security of the Province of Santa Fe | Q68720757 | Agencia Santafesina de Ciencia, Tecnología e Innovación | Archivo Provincial de la Memoria de Santa Fe",central-1
senado-ba.gov.ar,8,wikidata;wikidata,Senate of Buenos Aires Province,central-1
senado.sanluis.gov.ar,8,wikidata;wikidata,Senate of San Luis,central-1
senadoctes.gov.ar,8,wikidata;wikidata,Senate of Corrientes,central-1
web.legisrn.gov.ar,8,wikidata;wikidata,Legislature of Río Negro,central-1
csjn.gov.ar,7,wikidata,Supreme Court of Argentina,central
embajadadeluruguay.com.ar,7,wikidata;wikidata,embassy of Uruguay in Argentina,central
fuerzas-armadas.mil.ar,7,wikidata;wikidata,Joint Staff of the Armed Forces | Jefatura de Inteligencia del Estado Mayor Conjunto de las Fuerzas Armadas,
scba.gov.ar,7,wikidata,Supreme Court of Justice of Buenos Aires,
jesuitasaru.org,6,wikidata;wikidata,Argentine-Uruguayan Jesuit Province,
agn.gov.ar,5,wikidata,Auditoría General de la Nación,
bn.gov.ar,5,wikidata,Mariano Moreno National Library,
cba.gov.ar,5,wikidata,Ministerio de Ciencia y Tecnología,
cnv.gov.ar,5,wikidata,National Securities Commission,
conicet.gov.ar,5,wikidata,National Scientific and Technical Research Council,
consejomagistratura.gov.ar,5,wikidata,Council of Magistracy of Argentina,
dnrpa.gov.ar,5,wikidata,Q47011743,
hidro.gov.ar,5,wikidata,Argentine Hydrographic Naval Service,
iapv.gov.ar,5,wikidata,Autarchic Planning and Housing Institute,
inbias.conicet.gov.ar,5,wikidata,Instituto de Biotecnología Ambiental y Salud,
inpa-uba.conicet.gov.ar,5,wikidata,Instituto de Investigación en Producción Animal,
ipsibat.conicet.gov.ar,5,wikidata,"Instituto de Psicología Básica, Aplicada y Tecnología",
loteria.gba.gov.ar,5,wikidata,Q120637684,
mininterior.gov.ar,5,wikidata,Renaper,central
ovd.gov.ar,5,wikidata,Domestic Violence Bureau,
penitenciaria.mendoza.gov.ar,5,wikidata,Mendoza Prison Service,
policia.chaco.gov.ar,5,wikidata,Chaco Police,central-1
policia.rionegro.gov.ar,5,wikidata,Río Negro Provincial Police,central-1
policiadejujuy.gov.ar,5,wikidata,Jujuy Police,
policiadetucuman.gov.ar,5,wikidata,Tucumán Police,
renar.gov.ar,5,wikidata,Q6104068,
rionegro.gov.ar,5,wikidata,Institute for the Development of the Lower Valley of the Negro River,
salud.rionegro.gov.ar,5,wikidata,Ministerio de Salud,
segemar.gov.ar,5,wikidata,Servicio Geológico Minero,
aal.edu.ar,4,wikidata,Academia Argentina de Letras,
bomberosra.org.ar,4,wikidata,National Fire Service of the Argentine Republic,
buenosaires.mfa.gov.hu,4,wikidata,embassy of Hungary in Argentina,central
cac.com.ar,4,wikidata,Q5795680,
caip.org.ar,4,wikidata,Argentine Chamber of the Plastic Industry,
ellibano.com.ar,4,wikidata,embassy of Lebanon in Argentina,central
embajadadekuwait.com.ar,4,wikidata,embassy of Kuwait in Argentina,central
embajadahonduras.com.ar,4,wikidata,embassy of Honduras in Argentina,central
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Buenos Aires",central
palestina.int.ar,4,wikidata,"Embassy of the State of Palestine, Buenos Aires",central
pami.org.ar,4,wikidata,Comprehensive Medical Attention Program of Argentina,
rta-se.com.ar,4,wikidata,Radio y Televisión Argentina Sociedad del Estado,
