field,text
country_name,"Republic of the Congo"
government_type,"presidential republic"
capital,"Brazzaville"
chief_of_state,"President Denis SASSOU-Nguesso (since 1997)"
head_of_government,"Prime Minister Anatole Collinet MAKOSSO (since 12 May 2021)"
judicial_highest_courts,"Supreme Court or Cour Supreme (consists of NA judges); Constitutional Court (consists of 9 members)"
constitution_history,"several previous; latest approved by referendum 25 October 2015"
