field,text
country_name,"Republic of Tajikistan"
government_type,"presidential republic"
capital,"Dushanbe"
chief_of_state,"President Emomali RAHMON (since 16 November 1994; head of state and Supreme Assembly Chairman since 20 November 1992)"
head_of_government,"Prime Minister Qohir RASULZODA (since 23 November 2013)"
judicial_highest_courts,"Supreme Court (consists of the chairman, deputy chairmen, and 34 judges organized into civil, family, criminal, administrative offense, and military chambers); Constitutional Court (consists of the court chairman, deputy chairman, and 5 judges); High Economic Court (consists of 16 judicial positions)"
constitution_history,"several previous; latest adopted 6 November 1994"
