field,text
country_name,"Republic of Equatorial Guinea"
government_type,"presidential republic"
capital,"Malabo; note - Malabo is on the island of Bioko; some months of the year, the government operates out of Bata on the mainland region."
chief_of_state,"President OBIANG Nguema Mbasogo (since 3 August 1979)"
head_of_government,"Prime Minister Manuel Osa Nsue Nsua (since 17 August 2024)"
judicial_highest_courts,"Supreme Court of Justice (consists of the President of the Supreme Court and nine judges organized into civil, criminal, commercial, labor, administrative, and customary sections); Constitutional Court (consists of the court president and 4 members)"
constitution_history,"previous 1968, 1973, 1982; approved by referendum 17 November 1991"
