field,text
country_name,"Oriental Republic of Uruguay"
government_type,"presidential republic"
capital,"Montevideo"
chief_of_state,"President Yamandú ORSI Martínez (since 1 March 2025)"
head_of_government,"President Yamandú ORSI Martínez (since 1 March 2025)"
judicial_highest_courts,"Supreme Court of Justice (consists of 5 judges)"
constitution_history,"several previous; latest approved by plebiscite 27 November 1966, effective 15 February 1967, reinstated in 1985 at the conclusion of military rule"
