hostname,http_status,mx
centroamericaribeschp.com,400,none
cvjp.org.ni,ConnectException,none
eaai.com.ni,200,0 ns1.eaai.com.ni.; 100 correo1.eaai.com.ni.
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
jesuitascam.org,200,50 mx3.zoho.com.; 10 mx.zoho.com.; 20 mx2.zoho.com.
managua.diplo.de,200,10 mx1.bund.de.; 10 mx2.bund.de.
managua.mae.lu,ConnectException,none
ni.ambafrance.org,301,none
nicaragua.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
taiwanembassy.org,302,none
tecnacional.edu.ni,200,0 tecnacional-edu-ni.mail.protection.outlook.com.
web.archive.org,200,none
