field,text
country_name,"Republic of San Marino"
government_type,"parliamentary republic"
capital,"San Marino (city)"
chief_of_state,"co-chiefs of state Captains Regent Matteo ROSSI and Lorenzo BUGLI (for the period 1 October 2025 - 31 March 2026)"
head_of_government,"Secretary of State for Foreign and Political Affairs Luca BECCARI (since 8 January 2020)"
judicial_highest_courts,"Council of Twelve or Consiglio dei XII (consists of 12 members)"
constitution_history,"San Marino’s principal legislative instruments consist of old customs (antiche consuetudini), the Statutory Laws of San Marino (Leges Statutae Sancti Marini), old statutes (antichi statute) from the1600s, Brief Notes on the Constitutional Order and Institutional Organs of the Republic of San Marino (Brevi Cenni sull’Ordinamento Costituzionale e gli Organi Istituzionali della Repubblica di San Marino) and successive legislation, chief among them is the Declaration of the Rights of Citizens and Fundamental Principles of the San Marino Legal Order (Dichiarazione dei Diritti dei Cittadini e dei Principi Fondamentali dell’Ordinamento Sammarinese), approved 8 July 1974"
