type,label,website,hostname
ministry,"Ministry of Emergency Situations of Kyrgyzstan","http://en.mes.kg/",en.mes.kg
ministry,"Ministry of the Interior","http://www.mvd.kg/",mvd.kg
ministry,"Ministry of Justice (Kyrgyzstan)","http://minjust.gov.kg/en/",minjust.gov.kg
ministry,"Ministry of Health of Kyrgyzstan","http://med.kg/index.php/ru/",med.kg
ministry,"Ministry of Defense of the Kyrgyz Republic","https://mil.gov.kg",mil.gov.kg
ministry,"Ministry of Foreign Affairs","https://mfa.gov.kg/",mfa.gov.kg
ministry,"Ministry of Digital Development of Kyrgyzstan","https://digital.gov.kg",digital.gov.kg
ministry,"Ministry of Education and Science of the Kyrgyz Republic","http://edu.gov.kg/ru/",edu.gov.kg
ministry,"Ministry of Education and Science of the Kyrgyz Republic","https://edu.gov.kg/",edu.gov.kg
ministry,"Ministry of Agriculture, Food Industry and Melioration","http://www.agroprod.kg",agroprod.kg
ministry,"Ministry of Culture, Information and Tourism","http://www.minculture.gov.kg",minculture.gov.kg
parliament,"Supreme Council","http://www.kenesh.kg/",kenesh.kg
supreme_court,"Supreme Council","http://www.kenesh.kg/",kenesh.kg
