subdomain,parent_domain,http_status,mx
ab.gov.kn,gov.kn,307,none
acc.traffic.gov.kn,gov.kn,200,none
admin.aspire.gov.kn,gov.kn,200,none
admin.futures.dev.gov.kn,gov.kn,200,none
agotest.gov.kn,gov.kn,Failed to connect to agotest.gov.kn port 443 after 102 ms: Could not connect to server,none
agriculture.gov.kn,gov.kn,307,none
agriculturecensus.gov.kn,gov.kn,302,none
agrostore.gov.kn,gov.kn,Could not resolve host: agrostore.gov.kn,none
amis.gov.kn,gov.kn,Could not resolve host: amis.gov.kn,10 mx1.emailsrvr.com.; 20 mx2.emailsrvr.com.
api.gov.kn,gov.kn,405,none
aspire.gov.kn,gov.kn,200,none
backtoschool.gov.kn,gov.kn,200,none
census.gov.kn,gov.kn,302,none
ciims.gov.kn,gov.kn,Could not resolve host: ciims.gov.kn,none
citizenconnect.gov.kn,gov.kn,Could not resolve host: citizenconnect.gov.kn,none
ciu.gov.kn,gov.kn,200,none
coop.gov.kn,gov.kn,307,10 mx1.emailsrvr.com.; 20 mx2.emailsrvr.com.
courses.digitaltraining.gov.kn,gov.kn,Connection timed out after 3002 milliseconds,none
covid19.gov.kn,gov.kn,Could not resolve host: covid19.gov.kn,none
covid19stimulus.gov.kn,gov.kn,Could not resolve host: covid19stimulus.gov.kn,none
covidvax.gov.kn,gov.kn,Connection timed out after 3002 milliseconds,none
creativearena.gov.kn,gov.kn,Could not resolve host: creativearena.gov.kn,none
cubaembassy.gov.kn,gov.kn,Could not resolve host: cubaembassy.gov.kn,none
culture.gov.kn,gov.kn,307,0 culture-gov-kn.mail.protection.outlook.com.
cybersecurity.gov.kn,gov.kn,Connection timed out after 3002 milliseconds,none
dev.traffic.gov.kn,gov.kn,Connection timed out after 3002 milliseconds,none
diaspora.gov.kn,gov.kn,307,none
digitaltraining.gov.kn,gov.kn,200,none
dubaiconsulate.gov.kn,gov.kn,Could not resolve host: dubaiconsulate.gov.kn,none
ecbs.gov.kn,gov.kn,Could not resolve host: ecbs.gov.kn,0 ecbs-gov-kn.mail.protection.outlook.com.
education.gov.kn,gov.kn,307,none
elevate.gov.kn,gov.kn,307,none
embassydc.gov.kn,gov.kn,307,none
energyunit.gov.kn,gov.kn,Could not resolve host: energyunit.gov.kn,none
environment.gov.kn,gov.kn,Could not resolve host: environment.gov.kn,none
epay.gov.kn,gov.kn,Could not resolve host: epay.gov.kn,none
events.covidvax.gov.kn,gov.kn,Could not resolve host: events.covidvax.gov.kn,none
events.skncovidvax.gov.kn,gov.kn,Connection timed out after 3002 milliseconds,none
evisa.gov.kn,gov.kn,301,none
exmapphealth.gov.kn,gov.kn,Connection timed out after 3000 milliseconds,0 exmapphealth-gov-kn.mail.protection.outlook.com.
foreign.gov.kn,gov.kn,Could not resolve host: foreign.gov.kn,none
futures.dev.gov.kn,gov.kn,200,none
gazette.gov.kn,gov.kn,307,0 gazette-gov-kn.mail.protection.outlook.com.
gg.gov.kn,gov.kn,Could not resolve host: gg.gov.kn,none
git.gov.kn,gov.kn,SSL certificate problem: certificate has expired,none
gov-mclb.gov.kn,gov.kn,Could not resolve host: gov-mclb.gov.kn,none
gov.kn,gov.kn,SSL: no alternative certificate subject name matches target hostname 'gov.kn',10 mx1.emailsrvr.com.; 0 gov-kn.mail.protection.outlook.com.; 20 mx2.emailsrvr.com.
health.gov.kn,gov.kn,Could not resolve host: health.gov.kn,none
inspection.traffic.gov.kn,gov.kn,200,none
insurance.traffic.gov.kn,gov.kn,200,none
ipo.gov.kn,gov.kn,Could not resolve host: ipo.gov.kn,none
ird.traffic.gov.kn,gov.kn,Could not resolve host: ird.traffic.gov.kn,none
irdacc.traffic.gov.kn,gov.kn,200,none
ithelpdesk.gov.kn,gov.kn,Could not resolve host: ithelpdesk.gov.kn,none
jnf.gov.kn,gov.kn,Could not resolve host: jnf.gov.kn,none
knevisatest.gov.kn,gov.kn,200,none
landapp.gov.kn,gov.kn,Could not resolve host: landapp.gov.kn,none
landregistry.gov.kn,gov.kn,Could not resolve host: landregistry.gov.kn,0 landregistry-gov-kn.mail.protection.outlook.com.
lawcommission.gov.kn,gov.kn,200,none
learn.ecbs.gov.kn,gov.kn,Could not resolve host: learn.ecbs.gov.kn,none
legal.gov.kn,gov.kn,307,none
lift.gov.kn,gov.kn,Could not resolve host: lift.gov.kn,none
lms.gov.kn,gov.kn,Could not resolve host: lms.gov.kn,none
