subdomain,parent_domain,http_status
a.ypane.gov.py,gov.py,"Could not resolve host: a.ypane.gov.py"
acahay.gov.py,gov.py,"Could not resolve host: acahay.gov.py"
acceso.itaipu.gov.py,gov.py,"SSL certificate problem: unable to get local issuer certificate"
acraiz.gov.py,gov.py,"SSL certificate problem: unable to get local issuer certificate"
aduana.gov.py,gov.py,"Connection timed out after 3001 milliseconds"
aep.gov.py,gov.py,"200"
afd.gov.py,gov.py,"403"
afiliados.cajaande.gov.py,gov.py,"SSL certificate problem: unable to get local issuer certificate"
agendapublica.ip.gov.py,gov.py,"Could not resolve host: agendapublica.ip.gov.py"
agpe.gov.py,gov.py,"526"
altovera.gov.py,gov.py,"301"
amambay.gov.py,gov.py,"200"
antiguo.consejodelamagistratura.gov.py,gov.py,"SSL: no alternative certificate subject name matches target hostname 'antiguo.consejodelamagistratura.gov.py'"
app.gov.py,gov.py,"Connection timed out after 3001 milliseconds"
apps.bcp.gov.py,gov.py,"403"
apps.itaipu.gov.py,gov.py,"405"
aravo.intn.gov.py,gov.py,"200"
autodiscover.acahay.gov.py,gov.py,"Could not resolve host: autodiscover.acahay.gov.py"
autodiscover.amambay.gov.py,gov.py,"400"
autodiscover.azotey.gov.py,gov.py,"400"
autodiscover.caacupe.gov.py,gov.py,"400"
autodiscover.canindeyu.gov.py,gov.py,"400"
autodiscover.ceciliobaez.gov.py,gov.py,"400"
autodiscover.cjconcepcion.gov.py,gov.py,"Could not resolve host: autodiscover.cjconcepcion.gov.py"
autodiscover.consejodelamagistratura.gov.py,gov.py,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.consejodelamagistratura.gov.py'"
autodiscover.erssan.gov.py,gov.py,"400"
autodiscover.filadelfia.gov.py,gov.py,"400"
autodiscover.hernandarias.gov.py,gov.py,"400"
autodiscover.itacurubidelrosario.gov.py,gov.py,"400"
autodiscover.itakyry.gov.py,gov.py,"400"
autodiscover.itapuapoty.gov.py,gov.py,"400"
autodiscover.lambare.gov.py,gov.py,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.lambare.gov.py'"
autodiscover.lapastora.gov.py,gov.py,"Could not resolve host: autodiscover.lapastora.gov.py"
autodiscover.mifuturo.gov.py,gov.py,"Could not resolve host: autodiscover.mifuturo.gov.py"
autodiscover.mingapora.gov.py,gov.py,"Could not resolve host: autodiscover.mingapora.gov.py"
autodiscover.mre.gov.py,gov.py,"302"
autodiscover.municipalidadbelen.gov.py,gov.py,"400"
autodiscover.municipalidaddecarapegua.gov.py,gov.py,"Could not resolve host: autodiscover.municipalidaddecarapegua.gov.py"
autodiscover.municipalidaddekatuete.gov.py,gov.py,"400"
autodiscover.municipalidaddepiribebuy.gov.py,gov.py,"Could not resolve host: autodiscover.municipalidaddepiribebuy.gov.py"
autodiscover.municipalidaddeybyrarobana.gov.py,gov.py,"400"
autodiscover.municipalidadloreto.gov.py,gov.py,"400"
autodiscover.municipalidadmaciel.gov.py,gov.py,"400"
autodiscover.municipalidadraulpenha.gov.py,gov.py,"400"
autodiscover.municipalidadsancarlosdelapa.gov.py,gov.py,"Could not resolve host: autodiscover.municipalidadsancarlosdelapa.gov.py"
autodiscover.municipalidadsanvicentepancholo.gov.py,gov.py,"Could not resolve host: autodiscover.municipalidadsanvicentepancholo.gov.py"
autodiscover.munifalcon.gov.py,gov.py,"400"
autodiscover.munifranco.gov.py,gov.py,"Could not resolve host: autodiscover.munifranco.gov.py"
autodiscover.munimingaguazu.gov.py,gov.py,"400"
autodiscover.muninuevaesperanza.gov.py,gov.py,"400"
autodiscover.muniraul.gov.py,gov.py,"400"
autodiscover.munitrp.gov.py,gov.py,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.munitrp.gov.py'"
autodiscover.muniyguazu.gov.py,gov.py,"400"
autodiscover.nuevalondres.gov.py,gov.py,"Could not resolve host: autodiscover.nuevalondres.gov.py"
autodiscover.saltodelguaira.gov.py,gov.py,"400"
autodiscover.sanalberto.gov.py,gov.py,"400"
autodiscover.santafedelparana.gov.py,gov.py,"400"
autodiscover.santarosa.gov.py,gov.py,"Could not resolve host: autodiscover.santarosa.gov.py"
autodiscover.union.gov.py,gov.py,"Could not resolve host: autodiscover.union.gov.py"
autodiscover.yabebyry.gov.py,gov.py,"400"
autodiscover.ypane.gov.py,gov.py,"Could not resolve host: autodiscover.ypane.gov.py"
azotey.gov.py,gov.py,"Could not resolve host: azotey.gov.py"
bacn.gov.py,gov.py,"Operation timed out after 3001 milliseconds with 0 bytes received"
bcp.gov.py,gov.py,"Could not resolve host: bcp.gov.py"
bcp003.bcp.gov.py,gov.py,"Could not resolve host: bcp003.bcp.gov.py"
bellezaparaguay.guarambare.gov.py,gov.py,"Could not resolve host: bellezaparaguay.guarambare.gov.py"
bnf.gov.py,gov.py,"200"
bogado.gov.py,gov.py,"403"
bpm.defensoriadelpueblo.gov.py,gov.py,"Connection timed out after 3000 milliseconds"
caacupe.gov.py,gov.py,"302"
caballeroalvarez.gov.py,gov.py,"200"
cabildoccr.gov.py,gov.py,"Operation timed out after 3001 milliseconds with 0 bytes received"
cah.gov.py,gov.py,"200"
cajaande.gov.py,gov.py,"SSL certificate problem: unable to get local issuer certificate"
cajabancaria.gov.py,gov.py,"301"
candidatos.tsje.gov.py,gov.py,"307"
canindeyu.gov.py,gov.py,"200"
capitanmeza.gov.py,gov.py,"403"
carvanal.guarambare.gov.py,gov.py,"Could not resolve host: carvanal.guarambare.gov.py"
ceciliobaez.gov.py,gov.py,"Could not resolve host: ceciliobaez.gov.py"
centralderiesgos.incoop.gov.py,gov.py,"Could not resolve host: centralderiesgos.incoop.gov.py"
cerrito.gov.py,gov.py,"200"
cert.gov.py,gov.py,"301"
cije.tsje.gov.py,gov.py,"Could not resolve host: cije.tsje.gov.py"
citrix.aduana.gov.py,gov.py,"Could not resolve host: citrix.aduana.gov.py"
citrix.itaipu.gov.py,gov.py,"Could not resolve host: citrix.itaipu.gov.py"
cjconcepcion.gov.py,gov.py,"200"
clasificados.ypane.gov.py,gov.py,"Could not resolve host: clasificados.ypane.gov.py"
compras.itaipu.gov.py,gov.py,"302"
computadoras-com-py.guarambare.gov.py,gov.py,"Could not resolve host: computadoras-com-py.guarambare.gov.py"
conatel.gov.py,gov.py,"301"
concepcion.gov.py,gov.py,"301"
contraloria.gov.py,gov.py,"SSL: no alternative certificate subject name matches target hostname 'contraloria.gov.py'"
contrataciones.gov.py,gov.py,"200"
corpuschristi.gov.py,gov.py,"Could not resolve host: corpuschristi.gov.py"
correo.aneaes.gov.py,gov.py,"Connection timed out after 3001 milliseconds"
correo.cert.gov.py,gov.py,"Connection timed out after 3002 milliseconds"
correo.conacom.gov.py,gov.py,"307"
correo.gobernacionaltoparaguay.gov.py,gov.py,"500"
correo.intn.gov.py,gov.py,"200"
correo.mre.gov.py,gov.py,"302"
correo.mtess.gov.py,gov.py,"307"
correo.presidencia.gov.py,gov.py,"Could not resolve host: correo.presidencia.gov.py"
cpanel.acahay.gov.py,gov.py,"Could not resolve host: cpanel.acahay.gov.py"
cpanel.amambay.gov.py,gov.py,"200"
cpanel.app.gov.py,gov.py,"Could not resolve host: cpanel.app.gov.py"
cpanel.azotey.gov.py,gov.py,"500"
cpanel.bogado.gov.py,gov.py,"Could not resolve host: cpanel.bogado.gov.py"
cpanel.caacupe.gov.py,gov.py,"200"
cpanel.canindeyu.gov.py,gov.py,"500"
cpanel.ceciliobaez.gov.py,gov.py,"Could not resolve host: cpanel.ceciliobaez.gov.py"
cpanel.cjconcepcion.gov.py,gov.py,"Could not resolve host: cpanel.cjconcepcion.gov.py"
cpanel.concepcion.gov.py,gov.py,"200"
cpanel.consejodelamagistratura.gov.py,gov.py,"SSL: no alternative certificate subject name matches target hostname 'cpanel.consejodelamagistratura.gov.py'"
cpanel.erssan.gov.py,gov.py,"200"
cpanel.filadelfia.gov.py,gov.py,"Could not resolve host: cpanel.filadelfia.gov.py"
cpanel.hallate.gov.py,gov.py,"Could not resolve host: cpanel.hallate.gov.py"
cpanel.hernandarias.gov.py,gov.py,"200"
cpanel.irala.gov.py,gov.py,"Could not resolve host: cpanel.irala.gov.py"
cpanel.itacurubidelrosario.gov.py,gov.py,"200"
cpanel.itakyry.gov.py,gov.py,"Could not resolve host: cpanel.itakyry.gov.py"
cpanel.itapuapoty.gov.py,gov.py,"200"
cpanel.jma.gov.py,gov.py,"Could not resolve host: cpanel.jma.gov.py"
cpanel.lambare.gov.py,gov.py,"Connection timed out after 3001 milliseconds"
cpanel.lapastora.gov.py,gov.py,"Could not resolve host: cpanel.lapastora.gov.py"
cpanel.mfsl.gov.py,gov.py,"200"
cpanel.mifuturo.gov.py,gov.py,"Could not resolve host: cpanel.mifuturo.gov.py"
cpanel.mingapora.gov.py,gov.py,"200"
cpanel.mnl.gov.py,gov.py,"Could not resolve host: cpanel.mnl.gov.py"
cpanel.mra.gov.py,gov.py,"Could not resolve host: cpanel.mra.gov.py"
cpanel.municaraguatay.gov.py,gov.py,"Could not resolve host: cpanel.municaraguatay.gov.py"
cpanel.municipalidadayolas.gov.py,gov.py,"OpenSSL SSL_read: OpenSSL/3.5.3: error:0A000126:SSL routines::unexpected eof while reading, errno 0"
cpanel.municipalidadbelen.gov.py,gov.py,"Could not resolve host: cpanel.municipalidadbelen.gov.py"
cpanel.municipalidaddecarapegua.gov.py,gov.py,"Could not resolve host: cpanel.municipalidaddecarapegua.gov.py"
cpanel.municipalidaddekatuete.gov.py,gov.py,"Could not resolve host: cpanel.municipalidaddekatuete.gov.py"
cpanel.municipalidaddepiribebuy.gov.py,gov.py,"Could not resolve host: cpanel.municipalidaddepiribebuy.gov.py"
cpanel.municipalidaddeybyrarobana.gov.py,gov.py,"500"
