subdomain,http_status
2fa.lekhwiya.gov.qa,Could not resolve host: 2fa.lekhwiya.gov.qa
abcd.moph.gov.qa,Could not resolve host: abcd.moph.gov.qa
ac.isf.gov.qa,Could not resolve host: ac.isf.gov.qa
ac.mofa.gov.qa,200
access.abq.gov.qa,Could not resolve host: access.abq.gov.qa
access.mofa.gov.qa,Connection timed out after 3000 milliseconds
access.pp.gov.qa,Connection timed out after 3002 milliseconds
act.lekhwiya.gov.qa,Could not resolve host: act.lekhwiya.gov.qa
acta.gov.qa,Connection timed out after 3000 milliseconds
actmv1xpe01.acta.gov.qa,Connection timed out after 3002 milliseconds
ad.gov.qa,Could not resolve host: ad.gov.qa
adfs.motc.gov.qa,Could not resolve host: adfs.motc.gov.qa
adfs.psa.gov.qa,Connection timed out after 3001 milliseconds
adlsa.gov.qa,Could not resolve host: adlsa.gov.qa
admin.cb.gov.qa,Could not resolve host: admin.cb.gov.qa
admin.mcs.gov.qa,Could not resolve host: admin.mcs.gov.qa
admin.mofa.gov.qa,Could not resolve host: admin.mofa.gov.qa
admin.peo.gov.qa,Could not resolve host: admin.peo.gov.qa
admin.qrec.gov.qa,Connection timed out after 3001 milliseconds
adselfservice.customs.gov.qa,200
aeoiportal.mof.gov.qa,Connection timed out after 3002 milliseconds
ag.qag.gov.qa,Could not resolve host: ag.qag.gov.qa
ag1.qag.gov.qa,Could not resolve host: ag1.qag.gov.qa
aim.gov.qa,302
airwatch.amiriflight.gov.qa,Resolving timed out after 3000 milliseconds
almahakem.gov.qa,Connection timed out after 3002 milliseconds
amiriflight.gov.qa,Connection timed out after 3002 milliseconds
amod.gov.qa,Could not resolve host: amod.gov.qa
android.isf.gov.qa,Could not resolve host: android.isf.gov.qa
android.mofa.gov.qa,Resolving timed out after 3000 milliseconds
anywhere.isf.gov.qa,Could not resolve host: anywhere.isf.gov.qa
api.psa.gov.qa,Could not resolve host: api.psa.gov.qa
applications.qag.gov.qa,Could not resolve host: applications.qag.gov.qa
appointment.moj.gov.qa,Connection timed out after 3002 milliseconds
apps.mofa.gov.qa,Could not resolve host: apps.mofa.gov.qa
apps.peo.gov.qa,Could not resolve host: apps.peo.gov.qa
apps.qag.gov.qa,Could not resolve host: apps.qag.gov.qa
apps.sec.gov.qa,SSL certificate problem: unable to get local issuer certificate
ar.fza.gov.qa,Could not resolve host: ar.fza.gov.qa
ar.qfz.gov.qa,Could not resolve host: ar.qfz.gov.qa
aras-carriers.gov.qa,Connection timed out after 3002 milliseconds
archive.mei.gov.qa,Could not resolve host: archive.mei.gov.qa
as.im.abq.gov.qa,Could not resolve host: as.im.abq.gov.qa
ashghal.gov.qa,Could not resolve host: ashghal.gov.qa
att.lekhwiya.gov.qa,Could not resolve host: att.lekhwiya.gov.qa
attendance.abq.gov.qa,Could not resolve host: attendance.abq.gov.qa
audit.abq.gov.qa,Could not resolve host: audit.abq.gov.qa
audit.telecom.moi.gov.qa,Could not resolve host: audit.telecom.moi.gov.qa
auth.lekhwiya.gov.qa,Could not resolve host: auth.lekhwiya.gov.qa
auth.qatartourism.gov.qa,Could not resolve host: auth.qatartourism.gov.qa
autism.moph.gov.qa,Connection timed out after 3001 milliseconds
autodiscover.abq.gov.qa,Could not resolve host: autodiscover.abq.gov.qa
autodiscover.acta.gov.qa,Failed to connect to autodiscover.acta.gov.qa port 443 after 1791 ms: Could not connect to server
autodiscover.ad.gov.qa,Could not resolve host: autodiscover.ad.gov.qa
autodiscover.amiriflight.gov.qa,302
autodiscover.amiriyachts.gov.qa,Could not resolve host: autodiscover.amiriyachts.gov.qa
autodiscover.amod.gov.qa,Could not resolve host: autodiscover.amod.gov.qa
autodiscover.baladiya.gov.qa,Could not resolve host: autodiscover.baladiya.gov.qa
autodiscover.caa.gov.qa,SSL certificate problem: certificate has expired
autodiscover.cb.gov.qa,Resolving timed out after 3000 milliseconds
autodiscover.cm.gov.qa,Failed to connect to autodiscover.cm.gov.qa port 443 after 1659 ms: Could not connect to server
autodiscover.contactcenter.gov.qa,SSL certificate problem: self-signed certificate in certificate chain
autodiscover.cra.gov.qa,302
autodiscover.customs.gov.qa,Connection timed out after 3000 milliseconds
autodiscover.daam.gov.qa,Failed to connect to autodiscover.daam.gov.qa port 443 after 420 ms: Could not connect to server
autodiscover.eq.gov.qa,Could not resolve host: autodiscover.eq.gov.qa
autodiscover.fcc.gov.qa,Could not resolve host: autodiscover.fcc.gov.qa
autodiscover.fza.gov.qa,Failed to connect to autodiscover.fza.gov.qa port 443 after 183 ms: Could not connect to server
autodiscover.gco.gov.qa,Failed to connect to autodiscover.gco.gov.qa port 443 after 277 ms: Could not connect to server
autodiscover.goc.gov.qa,Failed to connect to autodiscover.goc.gov.qa port 443 after 320 ms: Could not connect to server
autodiscover.govmail.gov.qa,Could not resolve host: autodiscover.govmail.gov.qa
autodiscover.hiaproject.gov.qa,Failed to connect to autodiscover.hiaproject.gov.qa port 443 after 282 ms: Could not connect to server
autodiscover.ict.gov.qa,Failed to connect to autodiscover.ict.gov.qa port 443 after 406 ms: Could not connect to server
autodiscover.isf.gov.qa,Could not resolve host: autodiscover.isf.gov.qa
autodiscover.jqc.gov.qa,Could not resolve host: autodiscover.jqc.gov.qa
autodiscover.lekhwiya.gov.qa,Could not resolve host: autodiscover.lekhwiya.gov.qa
autodiscover.maliya.gov.qa,Could not resolve host: autodiscover.maliya.gov.qa
autodiscover.mbt.gov.qa,Resolving timed out after 3000 milliseconds
autodiscover.mcs.gov.qa,Could not resolve host: autodiscover.mcs.gov.qa
autodiscover.mdps.gov.qa,Could not resolve host: autodiscover.mdps.gov.qa
autodiscover.mec.gov.qa,Connection timed out after 3001 milliseconds
autodiscover.mei.gov.qa,Could not resolve host: autodiscover.mei.gov.qa
autodiscover.mlsa.gov.qa,Could not resolve host: autodiscover.mlsa.gov.qa
autodiscover.mmaa.gov.qa,302
autodiscover.mme.gov.qa,302
autodiscover.moc.gov.qa,Failed to connect to autodiscover.moc.gov.qa port 443 after 177 ms: Could not connect to server
autodiscover.moci.gov.qa,Connection timed out after 3002 milliseconds
autodiscover.mocs.gov.qa,Could not resolve host: autodiscover.mocs.gov.qa
autodiscover.mod.gov.qa,Resolving timed out after 3000 milliseconds
autodiscover.mofa.gov.qa,Could not resolve host: autodiscover.mofa.gov.qa
autodiscover.moi.gov.qa,Connection timed out after 3000 milliseconds
autodiscover.moj.gov.qa,Could not resolve host: autodiscover.moj.gov.qa
autodiscover.mol.gov.qa,Could not resolve host: autodiscover.mol.gov.qa
autodiscover.mosa.gov.qa,Could not resolve host: autodiscover.mosa.gov.qa
autodiscover.mot.gov.qa,Failed to connect to autodiscover.mot.gov.qa port 443 after 1661 ms: Could not connect to server
autodiscover.motc.gov.qa,Failed to connect to autodiscover.motc.gov.qa port 443 after 148 ms: Could not connect to server
