type,label,website,hostname
ministry,Ministry of Telecommunications,https://moct.gov.so/,moct.gov.so
ministry,Ministry of Foreign Affairs and International Cooperation of the Federal Republic of Somalia,http://www.mfa.somaligov.net,mfa.somaligov.net
ministry,Ministry of Ports,https://mpmt.gov.so/en/,mpmt.gov.so
ministry,Ministry of Religious Affairs of Somalia,https://mera.gov.so/,mera.gov.so
ministry,Ministry of Constitutional Affairs,https://www.moca.gov.so/,moca.gov.so
ministry,Ministry of Aviation of Somalia,https://motca.gov.so/en/,motca.gov.so
ministry,Ministry of Marine Resources,https://mfmr.gov.so/en/,mfmr.gov.so
ministry,Ministry of Finance and Planning (Somalia),http://www.mof.gov.so,mof.gov.so
ministry,"Ministry of Information, Posts and Telecommunication (Somalia)",http://moi.gov.so,moi.gov.so
ministry,Ministry of Interior and Security (Somalia),https://moifar.gov.so/en/,moifar.gov.so
ministry,Ministry of Education (Somalia),http://moesomalia.net/english/,moesomalia.net
ministry,Ministry of Human Rights,https://mfhrd.gov.so/en/,mfhrd.gov.so
ministry,Ministry of Agriculture of Federal Republic of Somalia,https://moa.gov.so/,moa.gov.so
ministry,Ministry of Planning and International Cooperation (Somalia),http://www.mopic.gov.so,mopic.gov.so
ministry,Ministry of Youth and Sports,http://moys.gov.so/,moys.gov.so
ministry,Ministry of Internal Security,https://www.mois.gov.so/,mois.gov.so
ministry,Ministry of Health,https://moh.gov.so,moh.gov.so
ministry,"Ministry of Education, Culture and Higher Education",http://www.moesomalia.net,moesomalia.net
ministry,Ministry of Defence,http://mod.gov.so,mod.gov.so
ministry,Ministry of Justice,https://moj.gov.so/,moj.gov.so
ministry,Ministry of Industry and Trade,https://moci.gov.so/,moci.gov.so
parliament,Federal Parliament of Somalia,http://www.parliament.gov.so/,parliament.gov.so
parliament,Upper House of Somalia,http://senate.parliament.gov.so/,senate.parliament.gov.so
supreme_court,Federal Parliament of Somalia,http://www.parliament.gov.so/,parliament.gov.so
