subdomain,parent_domain,http_status,mx
10letie.edu.gov.ru,gov.ru,Connection timed out after 3001 milliseconds,none
15years.fas.gov.ru,gov.ru,Could not resolve host: 15years.fas.gov.ru,none
20.fskn.gov.ru,gov.ru,Could not resolve host: 20.fskn.gov.ru,none
30.fskn.gov.ru,gov.ru,Could not resolve host: 30.fskn.gov.ru,none
31.fskn.gov.ru,gov.ru,Could not resolve host: 31.fskn.gov.ru,none
34.mchs.gov.ru,gov.ru,Resolving timed out after 3000 milliseconds,10 mxs.armgs.team.
92.gov.ru,gov.ru,Failed to connect to 92.gov.ru port 443 after 343 ms: Could not connect to server,10 mail.sev.gov.ru.
a.rgis.rk.gov.ru,gov.ru,200,none
a.rgistest.rk.gov.ru,gov.ru,Connection timed out after 3000 milliseconds,none
a2nta.khv.gov.ru,gov.ru,Connection timed out after 3000 milliseconds,none
abh.rs.gov.ru,gov.ru,Could not resolve host: abh.rs.gov.ru,10 vmail.rs.gov.ru.
ac.gov.ru,gov.ru,Connection timed out after 3001 milliseconds,10 mail.ac.gov.ru.
ach.gov.ru,gov.ru,Connection timed out after 3000 milliseconds,10 ms.ach.gov.ru.; 20 press.ach.gov.ru.
admin.bp.minpromtorg.gov.ru,gov.ru,Could not resolve host: admin.bp.minpromtorg.gov.ru,none
admin.budget.minpromtorg.gov.ru,gov.ru,Could not resolve host: admin.budget.minpromtorg.gov.ru,none
admin.economy.gov.ru,gov.ru,Connection timed out after 3002 milliseconds,none
admin.kids.minpromtorg.gov.ru,gov.ru,Could not resolve host: admin.kids.minpromtorg.gov.ru,none
admin.madeinrussia.gov.ru,gov.ru,SSL: no alternative certificate subject name matches target hostname 'admin.madeinrussia.gov.ru',none
adminmail.urfo.gov.ru,gov.ru,Connection timed out after 3000 milliseconds,none
ag.rgis.rk.gov.ru,gov.ru,SSL certificate problem: self-signed certificate,none
ag.rgistest.rk.gov.ru,gov.ru,Connection timed out after 3001 milliseconds,none
agip.sakha.gov.ru,gov.ru,Connection timed out after 3002 milliseconds,10 mx.yandex.net.
ais.fadm.gov.ru,gov.ru,Connection timed out after 3001 milliseconds,none
