subdomain,mx
110ans.sgdsn.gouv.fr,none
123-mad.pprod-consult.etalab.gouv.fr,none
125896349.pprod-consult.etalab.gouv.fr,none
2.consultation.etalab.gouv.fr,none
a-ldsd-app.sigp.aviation-civile.gouv.fr,none
aai.dgfip.finances.gouv.fr,none
ac000501.ac.intranet.sante.gouv.fr,none
ac000502.ac.intranet.sante.gouv.fr,none
ac000503.ac.intranet.sante.gouv.fr,none
ac000506.ac.intranet.sante.gouv.fr,none
ac000507.ac.intranet.sante.gouv.fr,none
ac000601.ac.intranet.sante.gouv.fr,none
ac000602.ac.intranet.sante.gouv.fr,none
ac000701.ac.intranet.sante.gouv.fr,none
acc.sprint.interarmees.defense.gouv.fr,10 mail.sprint.interarmees.defense.gouv.fr.
acces-nomade.developpement-durable.gouv.fr,none
acces-nomade.melanie.equipement.gouv.fr,none
acces-web.melanie.equipement.gouv.fr,none
acces.agriculture.gouv.fr,none
accueil.contacts-demarches.interieur.gouv.fr,none
activitepartielle.emploi.gouv.fr,none
ad-saisie.data.gouv.fr,none
admin.decouvrirlemonde.jeunes.gouv.fr,none
admin.pensions.bercy.gouv.fr,none
admin.ppd.ants.gouv.fr,none
admin.retraitesdeletat.gouv.fr,none
admin.test.itrf.education.gouv.fr,none
administration-centrale.safire.fonction-publique.gouv.fr,none
adminmessagerie.eridan.social.gouv.fr,none
admportail.dmp.gouv.fr,none
adresse.data.gouv.fr,none
afet.education.gouv.fr,none
again-a-madison.pprod-consult.etalab.gouv.fr,none
agata.aviation-civile.gouv.fr,none
agata.dsna.aviation-civile.gouv.fr,none
agd.data.gouv.fr,none
agencedunumerique.gouv.fr,none
agenda.sigp.aviation-civile.gouv.fr,none
agenor.equipement.gouv.fr,none
agent.sirhen.in.phm.education.gouv.fr,none
agent.sirhen.phm.education.gouv.fr,none
agit.ants.gouv.fr,none
agorha-pprd.agriculture.gouv.fr,none
agorha.acces.agriculture.gouv.fr,none
agorha.agriculture.gouv.fr,none
agrelab.sante.gouv.fr,none
agricoll-pprd.agriculture.gouv.fr,none
agricoll.agriculture.gouv.fr,none
agrispip-pprd.agriculture.gouv.fr,none
agrispip.agriculture.gouv.fr,none
aides-pprd.agriculture.gouv.fr,none
aides.agriculture.gouv.fr,none
air.defense.gouv.fr,none
air.stac.aviation-civile.gouv.fr,dig error
aladin.sigp.aviation-civile.gouv.fr,none
alexi.aviation-civile.gouv.fr,none
alfresco-disic.developpement-durable.gouv.fr,none
alim-pprd.agriculture.gouv.fr,none
alim.agriculture.gouv.fr,none
alize.dgtresor.gouv.fr,none
alsace.safire.fonction-publique.gouv.fr,none
amelia.aviation-civile.gouv.fr,none
amendes.gouv.fr,none
amia.phm.education.gouv.fr,none
amiagest.in.phm.education.gouv.fr,none
ampere.industrie.gouv.fr,none
anah-demo.beta.gouv.fr,none
anah-staging.beta.gouv.fr,none
anah.beta.gouv.fr,none
animjdc.sga.defense.gouv.fr,none
annuaire-igf.finances.gouv.fr,none
annuaire-pprd.agricoll.agriculture.gouv.fr,none
annuaire.agricoll.agriculture.gouv.fr,none
antai.gouv.fr,none
antilles-guyane.safire.fonction-publique.gouv.fr,none
ants.gouv.fr,none
ape.franceconnect.gouv.fr,none
apex.dgfip.finances.gouv.fr,none
apex.dgi.minefi.gouv.fr,none
api-adresse.data.gouv.fr,none
api-sandbox.fps.antai.gouv.fr,none
