type,label,website,hostname
ministry,Ministry of Health,https://moh.am,moh.am
ministry,Ministry of Economy of the Republic of Armenia,https://mineconomy.am,mineconomy.am
ministry,Ministry of Justice (Armenia),https://moj.am,moj.am
ministry,Ministry of High-Tech Industry,https://hightech.gov.am,hightech.gov.am
ministry,Ministry of Internal Affairs,https://mia.gov.am,mia.gov.am
ministry,Ministry of Youth and Sports,http://msy.am/,msy.am
ministry,Ministry of Territorial Administration and Infrastructure,http://www.mtad.am,mtad.am
ministry,Ministry of Education and Science,http://www.edu.am/,edu.am
ministry,Ministry of Environment of Armenia,https://environment.gov.am,environment.gov.am
ministry,Ministry of Defence of Armenia,https://mil.am,mil.am
ministry,Ministry of Finance,https://minfin.am,minfin.am
ministry,"Ministry of Education, Science, Culture and Sports of Armenia",https://escs.am,escs.am
ministry,Ministry of Labor and Social Affairs,https://mlsa.am,mlsa.am
ministry,Ministry of Foreign Affairs of Armenia,https://mfa.am,mfa.am
parliament,National Assembly of Armenia,http://parliament.am,parliament.am
parliament,"Council of the Elders, Yerevan",https://www.yerevan.am/am/avagani/,yerevan.am
constitutional_court,Ministry of Environment of Armenia,https://environment.gov.am,environment.gov.am
supreme_court,National Assembly of Armenia,http://parliament.am,parliament.am
