subdomain,mx
2016.presidentofnepal.gov.np,none
abpp.gov.np,none
adbl.gov.np,10 mx1.adbl.gov.np.; 30 mail.adbl.gov.np.; 20 mx2.adbl.gov.np.
admin.mof.gov.np,none
admincourt.gov.np,10 mx.nitc.gov.np.
aepc.gov.np,none
aet.aepc.gov.np,none
ag.gov.np,20 mx2.nepal.gov.np.; 10 mx1.nepal.gov.np.
agriextension.gov.np,none
aicc.gov.np,none
aitc.gov.np,none
ampcnaktajhij.gov.np,none
apf.gov.np,0 apf-gov-np.mail.protection.outlook.com.
apps.doind.gov.np,10 mx.nitc.gov.np.
aqojnk.gov.np,none
archive.old.tourism.gov.np,none
asha.gov.np,10 mail.asha.gov.np.
attorneygeneral.gov.np,none
autodiscover.aqojnk.gov.np,none
autodiscover.bhairahawa.aqo.gov.np,none
autodiscover.brch.dhm.gov.np,none
autodiscover.caanepal.gov.np,none
autodiscover.cftec.gov.np,none
autodiscover.chitwannationalpark.gov.np,none
autodiscover.cjcc.gov.np,none
autodiscover.ddcmakwanpurbids.gov.np,none
autodiscover.dfogorkha.gov.np,none
autodiscover.dhanusha.dos.gov.np,none
autodiscover.dlsomustang.gov.np,none
autodiscover.dofdocs.gov.np,none
autodiscover.dolidar.gov.np,none
autodiscover.dsco-rasuwa.gov.np,none
autodiscover.dscwm.gov.np,none
autodiscover.dwd.gov.np,none
autodiscover.fszdhanusha.gov.np,none
autodiscover.gwrdb.gov.np,none
autodiscover.hemajavdc.gov.np,none
autodiscover.hydrology.gov.np,none
autodiscover.iponepal.gov.np,none
autodiscover.kalaiyamunicipality.gov.np,none
autodiscover.klib.gov.np,none
autodiscover.man.gov.np,none
autodiscover.moen.gov.np,none
autodiscover.mof.gov.np,none
autodiscover.moir.gov.np,none
autodiscover.munbiratnagar.gov.np,none
autodiscover.mundamakbids.gov.np,none
autodiscover.mundhankuta.gov.np,none
autodiscover.mundharanbids.gov.np,none
autodiscover.munghorahi.gov.np,none
autodiscover.munhetaudabids.gov.np,none
autodiscover.munilambids.gov.np,none
autodiscover.munkhandbari.gov.np,none
autodiscover.munpokharabids.gov.np,none
autodiscover.munwaling.gov.np,none
autodiscover.nddb.gov.np,none
autodiscover.nwsc.gov.np,none
autodiscover.plantpatho-narc.gov.np,none
autodiscover.rarslumle.gov.np,none
autodiscover.rhizobium.gov.np,none
autodiscover.tourismbirgunj.gov.np,none
autodiscover.vftc.gov.np,none
bagmati.gov.np,none
bank.dofe.gov.np,none
bankenationalpark.gov.np,none
bardianationalpark.gov.np,none
bbdmp.doi.gov.np,none
bbdmp.gov.np,none
beg.dpr.gov.np,none
belahia.nepalimmigration.gov.np,none
beta.cyic.gov.np,none
beta.dolia.gov.np,none
beta.dpr.gov.np,none
beta.etbregister.nepalntp.gov.np,none
beta.nepalntp.gov.np,none
bghep.gov.np,none
bhairahawa.aqo.gov.np,none
bhairahawaportal.seznepal.gov.np,none
bharna.apf.gov.np,none
bhp.gov.np,none
bijaynagar.gov.np,none
bipsarlahi.gov.np,10 mx9.nitc.gov.np.
birganj.nepalimmigration.gov.np,none
birgunj.aqo.gov.np,none
bkp.snrtp.gov.np,none
blog.chureboard.gov.np,none
bode8.madhyapurthimimun.gov.np,none
bolpatra.gov.np,10 mx2.nepal.gov.np.; 5 mx1.nepal.gov.np.
boxoffice.gov.np,none
brbip.gov.np,none
brch.dhm.gov.np,none
btsc.nphl.gov.np,none
cao.p2.gov.np,none
caqo.gov.np,none
cbapi.ird.gov.np,none
cbms.ird.gov.np,none
cbps.gov.np,none
cbs.gov.np,none
cca.gov.np,dig error
cddnepal.gov.np,none
centralaglab.gov.np,none
cfgorrp.dhm.gov.np,none
cflab.gov.np,none
cftec.gov.np,none
chckirtipur.gov.np,none
chitwandistrictcourt.gov.np,none
chitwannationalpark.gov.np,dig error
chureboard.gov.np,5 mx1.nepal.gov.np.; 10 mx2.nepal.gov.np.
ciaa.gov.np,5 mail.ciaa.gov.np.
ciedp.gov.np,none
cip.gov.np,none
cjcc.gov.np,none
cmo.gov.np,none
cms.film.gov.np,none
copomis.gov.np,10 mx2.nepal.gov.np.; 5 mx1.nepal.gov.np.
cpanel.abpp.gov.np,none
cpanel.admincourt.gov.np,none
cpanel.ag.gov.np,none
cpanel.agriextension.gov.np,none
cpanel.aicc.gov.np,none
cpanel.aitc.gov.np,none
cpanel.aqojnk.gov.np,none
cpanel.attorneygeneral.gov.np,none
cpanel.bagmati.gov.np,none
cpanel.bbdmp.gov.np,none
cpanel.beg.dpr.gov.np,none
cpanel.bghep.gov.np,none
cpanel.bhairahawa.aqo.gov.np,none
cpanel.bipsarlahi.gov.np,none
cpanel.birgunj.aqo.gov.np,none
cpanel.bode8.madhyapurthimimun.gov.np,none
cpanel.brbip.gov.np,none
cpanel.brch.dhm.gov.np,none
cpanel.cao.p2.gov.np,none
cpanel.caqo.gov.np,none
cpanel.cbps.gov.np,none
cpanel.cddnepal.gov.np,none
cpanel.centralaglab.gov.np,none
cpanel.cftec.gov.np,none
cpanel.chckirtipur.gov.np,none
cpanel.chitwandistrictcourt.gov.np,none
cpanel.chitwannationalpark.gov.np,none
cpanel.chureboard.gov.np,none
cpanel.ciedp.gov.np,none
cpanel.cip.gov.np,none
cpanel.cjcc.gov.np,none
cpanel.copomis.gov.np,none
cpanel.crad.gov.np,none
cpanel.crfd.gov.np,none
cpanel.csidb.gov.np,dig error
cpanel.csidbilam.gov.np,none
cpanel.ctdob.gov.np,none
cpanel.cyic.gov.np,none
cpanel.dadoarghakhanchi.gov.np,none
cpanel.dadobajhang.gov.np,none
cpanel.dadodailekh.gov.np,none
cpanel.dadodang.gov.np,none
cpanel.dadodhading.gov.np,none
cpanel.dadodhankuta.gov.np,none
cpanel.dadohumla.gov.np,none
cpanel.dadoilam.gov.np,none
cpanel.dadojhapa.gov.np,none
cpanel.dadojumla.gov.np,none
cpanel.dadomorang.gov.np,none
cpanel.dadorukum.gov.np,none
cpanel.dadotanahun.gov.np,none
cpanel.dcokavre.gov.np,none
cpanel.ddcmakwanpurbids.gov.np,none
cpanel.ddl.pmamp.gov.np,none
cpanel.deodhanusa.gov.np,none
