hostname,score,sources,label,level
parlament.al,7,wikidata;wikidata,Parliament of Albania,central
bankofalbania.org,6,wikidata;wikidata,Bank of Albania,
gesuiti.it,6,wikidata;wikidata,Euromediterranean Province of the Jesuits,
tirana.embassy.si,6,wikidata;wikidata,"Embassy of Slovenia, Tirana | General Consulate of the Republic of Slovenia in Tirana",central
e-albania.al ,5,un_desa,UN/DESA national portal,
aaf.mil.al,4,wikidata,Military Police,
akep.al,4,wikidata,Autoriteti i Komunikimeve Elektronike dhe Postare,
al.usembassy.gov,4,wikidata,"Embassy of the United States, Tirana",central
bksh.al,4,wikidata,National Library of Albania,
idp.al,4,wikidata,Information and Data Protection Commissioner,central
kryeministria.al,4,wikidata,Prime Minister's Office,
tirana.mfa.gov.hu,4,wikidata,"Hungarian embassy, Tirana",central
al.ambafrance.org,3,wikidata,"Embassy of France, Tirana",central
albania.mid.ru,3,wikidata,Russian Embassy in Tirana,central
albaniaembassy.orderofmalta.int,3,wikidata,"Embassy of the Sovereign Military Order of Malta, Tirana",central
ambasadat.net,3,wikidata,"Embassy of Kosovo, Tirana",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Albania,
mfa.bg,3,wikidata,Embassy of Bulgaria in Albania,central
mfa.gr,3,wikidata,embassy of Greece in Albania,central
mzv.cz,3,wikidata,Embassy of the Czech republic in Albania,central
mzv.sk,3,wikidata,Embassy of Slovakia in Albania,central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Tirana",central
tirana.diplo.de,3,wikidata,"Embassy of Germany, Tirana",central
tirana.embassy.qa,3,wikidata,Embassy of Qatar in Albania,central
tirana.mae.ro,3,wikidata,"Embassy of Romania, Tirana",central
