hostname,score,sources,label,level
imt.tirana.al,4,wikidata,Territorial Protection Inspectorate of Tirana Municipality,local
policiabashkiake.al,4,wikidata,Tirana Municipal Police,local
tirana.al,4,wikidata,City Council of Tirana,local
