hostname,score,sources,label,level
univ-masuku.ga,4,wikidata,Université des Sciences et Techniques de Masuku,university
univ-masuku.org,3,wikidata,Université des Sciences et Techniques de Masuku,university
beac.int,3,wikidata,Bank of Central African States,local
