field,text
country_name,"Republic of The Gambia"
government_type,"presidential republic"
capital,"Banjul"
chief_of_state,"President Adama BARROW (since 19 January 2022)"
head_of_government,"Vice President Mohammed JALLOW (since 23 February 2024)"
judicial_highest_courts,"Supreme Court of The Gambia (consists of the chief justice and 6 justices; court sessions held with 5 justices)"
constitution_history,"previous 1965 (Independence Act), 1970; latest adopted 8 April 1996, approved by referendum 8 August 1996, effective 16 January 1997"
