subdomain,http_status
asanlogin.my.gov.az,"Could not resolve host: asanlogin.my.gov.az"
alfa.e-taxes.gov.az,"Could not resolve host: alfa.e-taxes.gov.az"
asanmuraciet.gov.az,"Could not resolve host: asanmuraciet.gov.az"
alpha.e-taxes.gov.az,"Could not resolve host: alpha.e-taxes.gov.az"
alpha.taxes.gov.az,"Could not resolve host: alpha.taxes.gov.az"
arxkom.gov.az,"Could not resolve host: arxkom.gov.az"
alert.e-kassa.gov.az,"Could not resolve host: alert.e-kassa.gov.az"
ani.edu.gov.az,"Could not resolve host: ani.edu.gov.az"
api.e-kassa.gov.az,"Could not resolve host: api.e-kassa.gov.az"
agrotrade.gov.az,"SSL certificate problem: self-signed certificate"
aef.gov.az,"SSL certificate problem: unable to get local issuer certificate"
avismon.e-taxes.gov.az,"Could not resolve host: avismon.e-taxes.gov.az"
applications.mlspp.gov.az,"Could not resolve host: applications.mlspp.gov.az"
aim.gov.az,"SSL certificate problem: self-signed certificate"
avistest2.taxes.gov.az,"Could not resolve host: avistest2.taxes.gov.az"
avis-gateway.e-kassa.gov.az,"Could not resolve host: avis-gateway.e-kassa.gov.az"
avis.taxes.gov.az,"Could not resolve host: avis.taxes.gov.az"
abad.gov.az,"302"
ardda.gov.az,"SSL certificate problem: certificate has expired"
accreditation.gov.az,"302"
api.eservice.e-health.gov.az,"Could not resolve host: api.eservice.e-health.gov.az"
adif.gov.az,"200"
arpii.gov.az,"SSL certificate problem: self-signed certificate"
anama.gov.az,"200"
aghdam.azerenerji.gov.az,"Could not resolve host: aghdam.azerenerji.gov.az"
api.snqis.gov.az,"SSL certificate problem: self-signed certificate"
avisarge.taxes.gov.az,"Could not resolve host: avisarge.taxes.gov.az"
avis64.taxes.gov.az,"Could not resolve host: avis64.taxes.gov.az"
allowance.mlspp.gov.az,"Could not resolve host: allowance.mlspp.gov.az"
agro.gov.az,"302"
afsi.gov.az,"302"
aak.gov.az,"200"
apitest.snqis.gov.az,"SSL certificate problem: self-signed certificate"
api.blacklist.gov.az,"Could not resolve host: api.blacklist.gov.az"
asf.gov.az,"200"
bi.mlspp.gov.az,"Could not resolve host: bi.mlspp.gov.az"
avis.e-taxes.gov.az,"Could not resolve host: avis.e-taxes.gov.az"
admin.anama.gov.az,"403"
aviscache.taxes.gov.az,"Could not resolve host: aviscache.taxes.gov.az"
avchat.taxes.gov.az,"Could not resolve host: avchat.taxes.gov.az"
apostille.justice.gov.az,"TLS connect error: error:0A000102:SSL routines::unsupported protocol"
backend.smb.gov.az,"Could not resolve host: backend.smb.gov.az"
bmi.gov.az,"Could not resolve host: bmi.gov.az"
bitest.taxes.gov.az,"Could not resolve host: bitest.taxes.gov.az"
area.gov.az,"302"
beta.e-taxes.gov.az,"Could not resolve host: beta.e-taxes.gov.az"
blacklist.gov.az,"Could not resolve host: blacklist.gov.az"
bi.e-taxes.gov.az,"Could not resolve host: bi.e-taxes.gov.az"
4sim.gov.az,"302"
bmis.gov.az,"Could not resolve host: bmis.gov.az"
apply.asxm.gov.az,"Could not resolve host: apply.asxm.gov.az"
cert.dxa.gov.az,"Could not resolve host: cert.dxa.gov.az"
atm.gov.az,"200"
antikorrupsiya.gov.az,"302"
belediyye.gov.az,"Could not resolve host: belediyye.gov.az"
att.gov.az,"302"
asanfinance.gov.az,"SSL certificate problem: self-signed certificate"
autodiscover.edu.gov.az,"Failed to connect to autodiscover.edu.gov.az port 443 after 402 ms: Could not connect to server"
azertag.gov.az,"SSL certificate problem: self-signed certificate"
audit.gov.az,"200"
autodiscover.kalbajar.edu.gov.az,"Could not resolve host: autodiscover.kalbajar.edu.gov.az"
bi.taxes.gov.az,"Could not resolve host: bi.taxes.gov.az"
api.anama.gov.az,"404"
cpcalendars.sahibkar.economy.gov.az,"Could not resolve host: cpcalendars.sahibkar.economy.gov.az"
avisbeta.taxes.gov.az,"Could not resolve host: avisbeta.taxes.gov.az"
ayna.gov.az,"302"
adra.gov.az,"200"
asan.gov.az,"200"
ask.gov.az,"200"
avistest.taxes.gov.az,"Could not resolve host: avistest.taxes.gov.az"
birpencere.arxkom.gov.az,"Could not resolve host: birpencere.arxkom.gov.az"
cabmin.gov.az,"Could not resolve host: cabmin.gov.az"
azerenerji.gov.az,"200"
api.e-health.gov.az,"200"
autodiscover.shamkir.edu.gov.az,"Failed to connect to autodiscover.shamkir.edu.gov.az port 443 after 471 ms: Could not connect to server"
autodiscover.guba.edu.gov.az,"Failed to connect to autodiscover.guba.edu.gov.az port 443 after 484 ms: Could not connect to server"
applications.mlspp.gov.az.mlspp.gov.az,"Could not resolve host: applications.mlspp.gov.az.mlspp.gov.az"
autodiscover.ganja.edu.gov.az,"Failed to connect to autodiscover.ganja.edu.gov.az port 443 after 487 ms: Could not connect to server"
autodiscover.lankaran.edu.gov.az,"Failed to connect to autodiscover.lankaran.edu.gov.az port 443 after 484 ms: Could not connect to server"
autodiscover.shamakhi.edu.gov.az,"Failed to connect to autodiscover.shamakhi.edu.gov.az port 443 after 487 ms: Could not connect to server"
autodiscover.barda.edu.gov.az,"Failed to connect to autodiscover.barda.edu.gov.az port 443 after 497 ms: Could not connect to server"
autodiscover.shaki.edu.gov.az,"Failed to connect to autodiscover.shaki.edu.gov.az port 443 after 486 ms: Could not connect to server"
admin.dtf.gov.az,"404"
bulvar.gov.az,"Could not resolve host: bulvar.gov.az"
cidc.gov.az,"Could not resolve host: cidc.gov.az"
bakupolice.gov.az,"301"
autodiscover.sabirabad.edu.gov.az,"Failed to connect to autodiscover.sabirabad.edu.gov.az port 443 after 505 ms: Could not connect to server"
autodiscover.salyan.edu.gov.az,"Failed to connect to autodiscover.salyan.edu.gov.az port 443 after 505 ms: Could not connect to server"
copyright.gov.az.netdigital.az,"Could not resolve host: copyright.gov.az.netdigital.az"
digital.gov.az,"Could not resolve host: digital.gov.az"
competition.gov.az,"Could not resolve host: competition.gov.az"
crs.gov.az,"Could not resolve host: crs.gov.az"
autodiscover.yevlakh.edu.gov.az,"Failed to connect to autodiscover.yevlakh.edu.gov.az port 443 after 526 ms: Could not connect to server"
bvip.taxes.gov.az,"Could not resolve host: bvip.taxes.gov.az"
dtf.gov.az,"Could not resolve host: dtf.gov.az"
aih.gov.az,"200"
dc1.taxes.gov.az,"Could not resolve host: dc1.taxes.gov.az"
dc2.taxes.gov.az,"Could not resolve host: dc2.taxes.gov.az"
baku-ih.gov.az,"302"
cashback.taxes.gov.az,"Could not resolve host: cashback.taxes.gov.az"
debugavis.taxes.gov.az,"Could not resolve host: debugavis.taxes.gov.az"
c4ir.gov.az,"SSL certificate problem: self-signed certificate"
dc2-vcenter.e-taxes.gov.az,"Could not resolve host: dc2-vcenter.e-taxes.gov.az"
dc1-vcenter.e-taxes.gov.az,"Could not resolve host: dc1-vcenter.e-taxes.gov.az"
cmdb.taxes.gov.az,"Could not resolve host: cmdb.taxes.gov.az"
copyright.gov.az,"Could not resolve host: copyright.gov.az"
covid.economy.gov.az,"Could not resolve host: covid.economy.gov.az"
docker.e-kassa.gov.az,"Could not resolve host: docker.e-kassa.gov.az"
documents-ta9.taxes.gov.az,"Could not resolve host: documents-ta9.taxes.gov.az"
corporate.metro.gov.az,"Could not resolve host: corporate.metro.gov.az"
bineqedi.azerenerji.gov.az,"Could not resolve host: bineqedi.azerenerji.gov.az"
dfs.e-taxes.gov.az,"Could not resolve host: dfs.e-taxes.gov.az"
dc1-vcenter.taxes.gov.az,"Could not resolve host: dc1-vcenter.taxes.gov.az"
dth.taxes.gov.az,"Could not resolve host: dth.taxes.gov.az"
ca.e-taxes.gov.az,"Could not resolve host: ca.e-taxes.gov.az"
bpqmi.gov.az,"500"
cyberhygiene.gov.az,"SSL certificate problem: self-signed certificate"
babek-ih.gov.az,"200"
baku.edu.gov.az,"200"
dnis.gov.az,"Could not resolve host: dnis.gov.az"
autodiscover.sumgayit.edu.gov.az,"Failed to connect to autodiscover.sumgayit.edu.gov.az port 443 after 739 ms: Could not connect to server"
dost.gov.az,"Could not resolve host: dost.gov.az"
caa.gov.az,"200"
e-emdk.gov.az,"Could not resolve host: e-emdk.gov.az"
digitaltrade.gov.az,"SSL certificate problem: self-signed certificate"
dthtest.taxes.gov.az,"Could not resolve host: dthtest.taxes.gov.az"
e-edf.gov.az,"Could not resolve host: e-edf.gov.az"
callcenter.eco.gov.az,"Could not resolve host: callcenter.eco.gov.az"
dc2-vcenter.taxes.gov.az,"Could not resolve host: dc2-vcenter.taxes.gov.az"
copat.gov.az,"302"
constcourt.gov.az,"SSL certificate problem: unable to get local issuer certificate"
certificate.its.gov.az,"Could not resolve host: certificate.its.gov.az"
consul.e-kassa.gov.az,"Could not resolve host: consul.e-kassa.gov.az"
cert.gov.az,"200"
docker-priv.e-kassa.gov.az,"Could not resolve host: docker-priv.e-kassa.gov.az"
ddla.gov.az,"200"
dim.gov.az,"302"
dth.e-taxes.gov.az,"Could not resolve host: dth.e-taxes.gov.az"
e-taxes.gov.az,"Could not resolve host: e-taxes.gov.az"
customs.gov.az,"200"
culture.gov.az,"200"
dedkr.gov.az,"302"
dxa.gov.az,"SSL certificate problem: self-signed certificate"
dtx.gov.az,"SSL certificate problem: unable to get local issuer certificate"
e-health.gov.az,"Could not resolve host: e-health.gov.az"
e-afsa.gov.az,"SSL certificate problem: unable to get local issuer certificate"
e-belediyye.gov.az,"SSL certificate problem: self-signed certificate"
deqkis1.e-emdk.gov.az,"Could not resolve host: deqkis1.e-emdk.gov.az"
courts.gov.az,"200"
dokcentra.mlspp.gov.az,"Could not resolve host: dokcentra.mlspp.gov.az"
e-kitabxana.taxes.gov.az,"Could not resolve host: e-kitabxana.taxes.gov.az"
dea.gov.az,"302"
e-sspf.mlspp.gov.az,"Could not resolve host: e-sspf.mlspp.gov.az"
cvpn.e-taxes.gov.az,"404"
c2b.customs.gov.az,"200"
dtx.courts.gov.az,"Could not resolve host: dtx.courts.gov.az"
dxa.courts.gov.az,"Could not resolve host: dxa.courts.gov.az"
dyp.gov.az,"200"
e-fhn.gov.az,"200"
economy.gov.az,"Could not resolve host: economy.gov.az"
acra.gov.az,"200"
e-imza.gov.az,"200"
edf.gov.az,"Could not resolve host: edf.gov.az"
demx.gov.az,"302"
cpcontacts.sahibkar.economy.gov.az,"Could not resolve host: cpcontacts.sahibkar.economy.gov.az"
cpanel.sahibkar.economy.gov.az,"Could not resolve host: cpanel.sahibkar.economy.gov.az"
edv.taxes.gov.az,"Could not resolve host: edv.taxes.gov.az"
e-tikinti.gov.az,"Could not resolve host: e-tikinti.gov.az"
edvgerial.taxes.gov.az,"Could not resolve host: edvgerial.taxes.gov.az"
e-xidmet.eco.gov.az,"Could not resolve host: e-xidmet.eco.gov.az"
e-xidmet.mia.gov.az,"Could not resolve host: e-xidmet.mia.gov.az"
edvgerialtest.taxes.gov.az,"Could not resolve host: edvgerialtest.taxes.gov.az"
e-audit.gov.az,"SSL: no alternative certificate subject name matches target hostname 'e-audit.gov.az'"
cv.dma.gov.az,"200"
edoc.e-health.gov.az,"Could not resolve host: edoc.e-health.gov.az"
e-mdm.gov.az,"200"
elastic.taxes.gov.az,"Could not resolve host: elastic.taxes.gov.az"
elasticsearch.taxes.gov.az,"Could not resolve host: elasticsearch.taxes.gov.az"
edvgerial.test.taxes.gov.az,"Could not resolve host: edvgerial.test.taxes.gov.az"
e-enq.danx.gov.az,"Could not resolve host: e-enq.danx.gov.az"
e-payment.mia.gov.az,"Could not resolve host: e-payment.mia.gov.az"
e-services.mdi.gov.az,"SSL certificate problem: certificate has expired"
e-visa.gov.az,"301"
edvtest.taxes.gov.az,"Could not resolve host: edvtest.taxes.gov.az"
evisa.gov.az,"403"
e-services.economy.gov.az,"200"
e-kassa.gov.az,"200"
elastic.e-kassa.gov.az,"Could not resolve host: elastic.e-kassa.gov.az"
edu.gov.az,"200"
eco.gov.az,"200"
esign.e-taxes.gov.az,"Could not resolve host: esign.e-taxes.gov.az"
eimzaservice.customs.gov.az,"Could not resolve host: eimzaservice.customs.gov.az"
erp.gov.az,"Could not resolve host: erp.gov.az"
e-gov.economy.gov.az,"307"
e-service.migration.gov.az,"403"
e-xidmet.agro.gov.az,"Could not resolve host: e-xidmet.agro.gov.az"
e-viza.gov.az,"301"
enterpriseazerbaijan.gov.az,"SSL certificate problem: unable to get local issuer certificate"
e-xidmet.azstand.gov.az,"Could not resolve host: e-xidmet.azstand.gov.az"
eooms.azerenerji.gov.az,"Could not resolve host: eooms.azerenerji.gov.az"
eob.e-taxes.gov.az,"Could not resolve host: eob.e-taxes.gov.az"
erize.genprosecutor.gov.az,"Could not resolve host: erize.genprosecutor.gov.az"
expe.agro.gov.az,"Could not resolve host: expe.agro.gov.az"
esdsui.milliarxiv.gov.az,"Could not resolve host: esdsui.milliarxiv.gov.az"
e.copag.gov.az,"302"
etcd.taxes.gov.az,"Could not resolve host: etcd.taxes.gov.az"
fatcareport.taxes.gov.az,"Could not resolve host: fatcareport.taxes.gov.az"
expressway-c.azerenerji.gov.az,"Could not resolve host: expressway-c.azerenerji.gov.az"
cpanel.icazeler.gov.az,"Could not resolve host: cpanel.icazeler.gov.az"
ems.gov.az,"SSL certificate problem: self-signed certificate"
e-xidmet.minenergy.gov.az,"SSL certificate problem: self-signed certificate"
ewc.conference.gov.az,"Could not resolve host: ewc.conference.gov.az"
danx.gov.az,"Could not resolve host: danx.gov.az"
files.mlspp.gov.az,"Could not resolve host: files.mlspp.gov.az"
ehs.milliarxiv.gov.az,"302"
esabail.gov.az,"200"
ereforms.gov.az,"307"
emlak.gov.az,"302"
expe2.agro.gov.az,"Could not resolve host: expe2.agro.gov.az"
fatcatest.taxes.gov.az,"Could not resolve host: fatcatest.taxes.gov.az"
fluentd.taxes.gov.az,"Could not resolve host: fluentd.taxes.gov.az"
e-fn.danx.gov.az,"Could not resolve host: e-fn.danx.gov.az"
expe1.agro.gov.az,"Could not resolve host: expe1.agro.gov.az"
eviza.gov.az,"301"
e-xidmetler.economy.gov.az,"404"
files.taxes.gov.az,"Could not resolve host: files.taxes.gov.az"
health.gov.az,"Could not resolve host: health.gov.az"
grafana.taxes.gov.az,"Could not resolve host: grafana.taxes.gov.az"
ewc-cluster.conference.gov.az,"Could not resolve host: ewc-cluster.conference.gov.az"
gitlab.e-taxes.gov.az,"Could not resolve host: gitlab.e-taxes.gov.az"
exidmet.csc.gov.az,"Could not resolve host: exidmet.csc.gov.az"
forms.asan.gov.az,"Could not resolve host: forms.asan.gov.az"
ewc2.conference.gov.az,"Could not resolve host: ewc2.conference.gov.az"
aztc.gov.az,"Could not resolve host: aztc.gov.az"
gps.mst.gov.az,"Could not resolve host: gps.mst.gov.az"
graylog-ta9.taxes.gov.az,"Could not resolve host: graylog-ta9.taxes.gov.az"
expressway-e.azerenerji.gov.az,"Could not resolve host: expressway-e.azerenerji.gov.az"
faq.cert.gov.az,"Could not resolve host: faq.cert.gov.az"
expert.gov.az,"200"
fhn.gov.az,"302"
ingress.taxes.gov.az,"Could not resolve host: ingress.taxes.gov.az"
hesabat.taxes.gov.az,"Could not resolve host: hesabat.taxes.gov.az"
exidmet.justice.gov.az,"TLS connect error: error:0A000126:SSL routines::unexpected eof while reading"
hesk.taxes.gov.az,"Could not resolve host: hesk.taxes.gov.az"
graf.e-kassa.gov.az,"Could not resolve host: graf.e-kassa.gov.az"
