subdomain,mx
autodiscover.gov.tv,none
cabinet.gov.tv,none
climatechange.gov.tv,none
cnmaestro.gov.tv,none
cpmo.gov.tv,none
crvs.gov.tv,none
csdb.gov.tv,none
culture.gov.tv,none
dfa.gov.tv,none
drm.gov.tv,none
election.gov.tv,none
environment.gov.tv,none
ferry.tuvalu.gov.tv,none
finance.gov.tv,none
gender.gov.tv,none
gov.tv,1 ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.
homeaffairs.gov.tv,none
iakobaitaleli.gov.tv,none
ict.gov.tv,5 ALT2.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.
italeliiakoba.gov.tv,none
link.gov.tv,25 track.smtp2go.net.
mail.gov.tv,none
mail.mfin.gov.tv,none
marine.gov.tv,none
met.gov.tv,none
meys.gov.tv,none
mfed.gov.tv,none
mfin.gov.tv,none
mhacce.gov.tv,none
mlga.gov.tv,none
mteci.gov.tv,none
nto.kaupule.gov.tv,none
opl.gov.tv,none
parliament.gov.tv,none
portal.gov.tv,none
psc.gov.tv,none
pwd.gov.tv,none
qa.crvs.gov.tv,none
rt.gov.tv,none
siritaleli.gov.tv,none
stats.gov.tv,none
temis.gov.tv,none
testingdomain.gov.tv,none
tourism.gov.tv,none
tpccbooking.gov.tv,none
trade.gov.tv,none
tuv-ex13-01.gov.tv,none
tuv-fmis.gov.tv,none
tuvaluclimatechange.gov.tv,none
vpn.gov.tv,none
webdisk.mfin.gov.tv,none
www.cnmaestro.gov.tv,none
www.gov.tv,none
www.mail.gov.tv,none
www.mfed.gov.tv,none
www.opl.gov.tv,none
www.temis.gov.tv,none
www.tuv-fmis.gov.tv,none
www.tuvaluclimatechange.gov.tv,none
www.vpn.gov.tv,none
