domain,label,level,name
gov.uk,abertawe,local,Swansea Council (Welsh name)
gov.uk,abingdon,local,Abingdon Town Council
gov.uk,agma,local,Association of Greater Manchester Authorities
gov.uk,alg,local,Association of London Government
gov.uk,alvechurch,local,Alvechurch Parish Council
gov.uk,amble,local,Amble Town Council
gov.uk,angliarevenues,local,Anglia Revenues Partnership (district councils)
gov.uk,anston,local,Anston Parish Council
gov.uk,antrim,local,Antrim and Newtownabbey Borough Council
gov.uk,applebytown,local,Appleby Town Council
gov.uk,ashpcsurrey,local,Ash Parish Council (Surrey)
gov.uk,ashwell,local,Ashwell Parish Council
gov.uk,aylesbury,local,Aylesbury Town Council
gov.uk,baberghmidsuffolk,local,Babergh and Mid Suffolk District Councils
gov.uk,barking-dagenham,local,London Borough of Barking and Dagenham
gov.uk,bedfordborough,local,Bedford Borough Council
gov.uk,bickleigh,local,Bickleigh Parish Council
gov.uk,biddenden,local,Biddenden Parish Council
gov.uk,blackwoodtown,local,Blackwood Town Council
gov.uk,blythe,local,Blyth Town Council
gov.uk,boroughgreen,local,Borough Green Parish Council
gov.uk,brockenhurst,local,Brockenhurst Parish Council
gov.uk,bromorgannwg,local,Vale of Glamorgan Council (Welsh name)
gov.uk,bromsgroveandredditch,local,Bromsgrove and Redditch councils shared services
gov.uk,broadwindsorgroup,local,Broadwindsor Group Parish Council
gov.uk,bucksandsurreytradingstandards,local,Bucks and Surrey Trading Standards
gov.uk,bude-stratton,local,Bude-Stratton Town Council
gov.uk,buildingcontrolpartnershiphants,local,Hampshire building control partnership
gov.uk,burtonlatimertown,local,Burton Latimer Town Council
gov.uk,buywithconfidence,local,Buy With Confidence (trading standards partnership)
gov.uk,caerffili,local,Caerphilly County Borough Council (Welsh name)
gov.uk,caiapark,local,Caia Park Community Council
gov.uk,cardiffcapitalregion,local,Cardiff Capital Region city deal
gov.uk,casnewydd,local,Newport City Council (Welsh name)
gov.uk,castle-cary,local,Castle Cary Town Council
gov.uk,causeway,local,Causeway Coast and Glens Borough Council
gov.uk,centrallondonforward,local,Central London Forward (boroughs partnership)
gov.uk,chalford-glos,local,Chalford Parish Council (Gloucestershire)
gov.uk,cherwellandsouthnorthants,local,Cherwell and South Northamptonshire councils
gov.uk,cheshiresharedservices,local,Cheshire councils shared services
gov.uk,cheshirewest,local,Cheshire West and Chester Council
gov.uk,chineham,local,Chineham Parish Council
gov.uk,chorleysouthribble,local,Chorley and South Ribble councils
gov.uk,christchurchandeastdorset,local,Christchurch and East Dorset councils
gov.uk,cityofworcester,local,Worcester City Council
gov.uk,clydeplan-sdpa,local,Glasgow and Clyde Valley Strategic Development Planning Authority
gov.uk,comfortcentreleicester,local,Leicester City Council service
gov.uk,corpoflondon,local,City of London Corporation
gov.uk,corporationoflondon,local,City of London Corporation
gov.uk,cosla,local,Convention of Scottish Local Authorities
gov.uk,coxgreen,local,Cox Green Parish Council
gov.uk,cwmbran,local,Cwmbran (Torfaen County Borough)
gov.uk,cyngortrefcaerfyrddin,local,Carmarthen Town Council (Welsh name)
gov.uk,cyngortrefybarri,local,Barry Town Council (Welsh name)
gov.uk,devonassurance,local,Devon Audit Partnership
gov.uk,devonbuildingcontrol,local,Devon building control partnership
gov.uk,devonjobs,local,Devon County Council jobs
gov.uk,devonsomersettradingstandards,local,Devon and Somerset Trading Standards
gov.uk,droitwichspa,local,Droitwich Spa Town Council
gov.uk,dumfriesandgalloway,local,Dumfries and Galloway Council
gov.uk,e-chorley,local,Chorley Borough Council
gov.uk,east-leake,local,East Leake Parish Council
gov.uk,eastbourne,local,Eastbourne Borough Council
gov.uk,eastkent,local,East Kent councils shared services
gov.uk,eastsurrey,local,East Surrey councils partnership
gov.uk,ellisfield,local,Ellisfield Parish Council
gov.uk,elycity,local,City of Ely Council
gov.uk,exeterandeastdevon,local,Exeter and East Devon growth point
gov.uk,ferndown,local,Ferndown Town Council
gov.uk,framlinghamtown,local,Framlingham Town Council
gov.uk,gcvgreennetwork,local,Glasgow and Clyde Valley Green Network
gov.uk,gla,local,Greater London Authority
gov.uk,glamarchives,local,Glamorgan Archives
gov.uk,glamro,local,Glamorgan Record Office
gov.uk,gmtu,local,Greater Manchester Transportation Unit
gov.uk,gmwda,local,Greater Manchester Waste Disposal Authority
gov.uk,goytre,local,Goetre Fawr Community Council
gov.uk,great-linford,local,Great Linford Parish Council
gov.uk,greatbursteadsouthgreen-vc,local,Great Burstead and South Green Village Council
gov.uk,greaternorthkent,local,Greater North Kent partnership
gov.uk,guildenmorden,local,Guilden Morden Parish Council
gov.uk,gwentarchives,local,Gwent Archives
gov.uk,archifaugwent,local,Gwent Archives (Welsh name)
gov.uk,archifaumorgannwg,local,Glamorgan Archives (Welsh name)
gov.uk,gwynedd,local,Gwynedd Council
gov.uk,halchereford,local,Herefordshire Association of Local Councils
gov.uk,hatfield,local,Hatfield Town Council
gov.uk,hertspartnership-ala,local,Hertfordshire association of local authorities
gov.uk,hiow,local,Hampshire and Isle of Wight local authorities
gov.uk,hixon,local,Hixon Parish Council
gov.uk,hull,local,Hull City Council
gov.uk,hullandgoolepha,local,Hull and Goole Port Health Authority
gov.uk,humberlrf,local,Humber Local Resilience Forum
gov.uk,hyndburn,local,Hyndburn Borough Council
gov.uk,hytheanddibden,local,Hythe and Dibden Parish Council
gov.uk,kentconnects,local,Kent public-sector partnership
gov.uk,kingsteignton,local,Kingsteignton Town Council
gov.uk,lancsmuseums,local,Lancashire County Council museums
gov.uk,lbwf,local,London Borough of Waltham Forest
gov.uk,leics,local,Leicestershire County Council
gov.uk,lga,local,Local Government Association
gov.uk,lge,local,Local Government Employers
gov.uk,lisburncityandcastlereagh,local,Lisburn and Castlereagh City Council
gov.uk,llanelli-rural,local,Llanelli Rural Council
gov.uk,localcounciljobs,local,Local council jobs portal
gov.uk,localgoveasteng,local,East of England local government association
gov.uk,localgovernmentjobsni,local,Northern Ireland councils jobs portal
gov.uk,londonpsn,local,London Public Services Network
gov.uk,londonscb,local,London Safeguarding Children Board
gov.uk,londontribunals,local,London parking and traffic tribunals (boroughs)
gov.uk,londonworks,local,London boroughs employment portal
gov.uk,lookinglocal,local,LookingLocal (councils digital service)
gov.uk,lwarb,local,London Waste and Recycling Board
gov.uk,maidenhead,local,Royal Borough of Windsor and Maidenhead
gov.uk,manchesterpha,local,Manchester Port Health Authority
gov.uk,martham,local,Martham Parish Council
gov.uk,mersey-pha,local,Mersey Port Health Authority
gov.uk,merseysidewda,local,Merseyside Waste Disposal Authority
gov.uk,merseytravel,local,Merseytravel (passenger transport executive)
gov.uk,merseytunnels,local,Mersey Tunnels (Merseytravel)
gov.uk,middlelevel,local,Middle Level Commissioners (drainage)
gov.uk,midkent,local,Mid Kent councils shared services
gov.uk,migrationwestmidlands,local,West Midlands migration partnership
gov.uk,mole-valley,local,Mole Valley District Council
gov.uk,moray-edunet,local,Moray Council schools network
gov.uk,mumbles,local,Mumbles Community Council
gov.uk,mycounciltax,local,Council tax lookup (local government)
gov.uk,myjobscotland,local,Scottish councils jobs portal
gov.uk,nelson-mid-glam,local,Nelson Community Council (Mid Glamorgan)
gov.uk,nereo,local,North East Regional Employers Organisation
gov.uk,newforestcouncil,local,New Forest District Council
gov.uk,newquay,local,Newquay Town Council
gov.uk,newtonlongville,local,Newton Longville Parish Council
gov.uk,newtownabbey,local,Antrim and Newtownabbey Borough Council
gov.uk,nlwa,local,North London Waste Authority
gov.uk,northants-ecl,local,Northamptonshire councils shared service
gov.uk,northantslicensing,local,Northamptonshire licensing partnership
gov.uk,northeast-tadu,local,North East traffic and accident data unit
gov.uk,northglos,local,North Gloucestershire councils partnership
gov.uk,norfolkprepared,local,Norfolk Local Resilience Forum
gov.uk,nottingham,local,Nottingham City Council
gov.uk,oldbasing,local,Old Basing and Lychpit Parish Council
gov.uk,onelondon,local,London boroughs partnership
gov.uk,orchardpark,local,Orchard Park Community Council
gov.uk,oxfordshire-online,local,Oxfordshire County Council
gov.uk,oxfordshireonline,local,Oxfordshire County Council
gov.uk,oxon,local,Oxfordshire County Council
gov.uk,paessex,local,Parking adjudication Essex (councils)
gov.uk,patrol,local,PATROL parking adjudication joint committee
gov.uk,parking-adjudication,local,Parking adjudication (councils joint committee)
gov.uk,parking-appeals,local,Parking appeals (councils joint committee)
gov.uk,penybontarogwr,local,Bridgend County Borough Council (Welsh name)
gov.uk,plymouthmuseum,local,Plymouth City Council museum
gov.uk,prestbury,local,Prestbury Parish Council
gov.uk,rayne-essex,local,Rayne Parish Council (Essex)
gov.uk,relondon,local,ReLondon (GLA and boroughs waste partnership)
gov.uk,richmondandwandsworth,local,Richmond and Wandsworth shared staffing
gov.uk,rodborough,local,Rodborough Parish Council
gov.uk,s-norfolk,local,South Norfolk Council
gov.uk,saa,local,Scottish Assessors Association
gov.uk,sandudb,local,Stour (Kent) internal drainage board
gov.uk,saughall,local,Saughall and Shotwick Park Parish Council
gov.uk,scpha,local,South Coast Port Health Authority
gov.uk,selcp,local,South East Lincolnshire councils partnership
gov.uk,sestran,local,South East of Scotland Transport Partnership
gov.uk,shenstone-staffs,local,Shenstone Parish Council (Staffordshire)
gov.uk,shetland-library,local,Shetland Islands Council library
gov.uk,sigoma,local,Special Interest Group of Municipal Authorities
gov.uk,silverdale-pc-lancs,local,Silverdale Parish Council (Lancashire)
gov.uk,sir-benfro,local,Pembrokeshire County Council (Welsh name)
