hostname,score,sources,label,level
artec.mg,4,wikidata,ARTEC Madagascar,
assemblee-nationale.mg,4,wikidata,National Assembly,central
banque-centrale.mg,4,wikidata,Central Bank of Madagascar,
bnm.mg,4,wikidata,Q140563694,
ceni-madagascar.mg,4,wikidata,National Independent Electoral Commission,central
instat.mg,4,wikidata,Institut National de la Statistique,central
meteomadagascar.mg,4,wikidata,Météo Madagascar,
mg.usembassy.gov,4,wikidata,embassy of the United States in Madagascar,central
pnae.mg,4,wikidata,Office National pour l'Environnement,
senat.mg,4,wikidata,Senate,central
antananarivo.diplo.de,3,wikidata,"Embassy of Germany, Antananarivo",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Madagascar and to the Comoros,central
madagascar.mid.ru,3,wikidata,embassy of Russia in Madagascar,central
mg.ambafrance.org,3,wikidata,"Embassy of France, Antananarivo",central
