field,text
country_name,"Republic of Maldives"
government_type,"presidential republic"
capital,"Malé"
chief_of_state,"President Mohamed MUIZZU (since 17 November 2023)"
head_of_government,"President Mohamed MUIZZU (since 17 November 2023)"
judicial_highest_courts,"Supreme Court (consists of the chief justice and 6 justices)"
constitution_history,"many previous; latest ratified 7 August 2008"
