subdomain,http_status
aap.hhfa.gov.ls,"Resolving timed out after 3001 milliseconds"
acst201mbx003.gov.ls,"Could not resolve host: acst201mbx003.gov.ls"
acst201mbx004.gov.ls,"Resolving timed out after 3001 milliseconds"
admin-home.businessregistrations.gov.ls,"Resolving timed out after 3000 milliseconds"
aefi.gov.ls,"Resolving timed out after 3001 milliseconds"
agriculture.gov.ls,"Resolving timed out after 3000 milliseconds"
api-collect-n-go.gov.ls,"SSL: no alternative certificate subject name matches target hostname 'api-collect-n-go.gov.ls'"
api.bonolohealth.gov.ls,"Resolving timed out after 3000 milliseconds"
aplink.gov.ls,"Resolving timed out after 3001 milliseconds"
asbcc.gov.ls,"Resolving timed out after 3000 milliseconds"
auth.csis.gov.ls,"Resolving timed out after 3000 milliseconds"
autodiscover.gov.ls,"Resolving timed out after 3000 milliseconds"
bkm.vhw.gov.ls,"Connection timed out after 3001 milliseconds"
bonolohealth.gov.ls,"Resolving timed out after 3000 milliseconds"
bos.gov.ls,"Resolving timed out after 3000 milliseconds"
bpa.businessregistrations.gov.ls,"Resolving timed out after 3004 milliseconds"
budgetportal.gov.ls,"Resolving timed out after 3004 milliseconds"
businessregistrations.gov.ls,"200"
cdr.eparliament.gov.ls,"Resolving timed out after 3009 milliseconds"
cdr.ws.notify.eparliament.gov.ls,"Resolving timed out after 3001 milliseconds"
cdrws.eparliament.gov.ls,"Resolving timed out after 3000 milliseconds"
childhelpline.gov.ls,"SSL: no alternative certificate subject name matches target hostname 'childhelpline.gov.ls'"
climatechangelesotho.gov.ls,"Resolving timed out after 3002 milliseconds"
cloud.lnsw.gov.ls,"Resolving timed out after 3000 milliseconds"
collab.csis.gov.ls,"Resolving timed out after 3002 milliseconds"
comms.dedicated.gov.ls,"Resolving timed out after 3000 milliseconds"
communications.gov.ls,"SSL certificate problem: certificate has expired"
contracts.gov.ls,"Resolving timed out after 3001 milliseconds"
corrections.gov.ls,"Operation timed out after 3000 milliseconds with 0 bytes received"
crimestatsdatabase.gov.ls,"Resolving timed out after 3000 milliseconds"
crops-statistics.gov.ls,"Resolving timed out after 3000 milliseconds"
defence.gov.ls,"Resolving timed out after 3000 milliseconds"
dev.cloud.lnsw.gov.ls,"Resolving timed out after 3000 milliseconds"
dev.elmis.gov.ls,"Resolving timed out after 3000 milliseconds"
dev.superset.elmis.gov.ls,"Connection timed out after 3000 milliseconds"
dhisc.aefi.gov.ls,"Resolving timed out after 3000 milliseconds"
dms.gov.ls,"Resolving timed out after 3001 milliseconds"
doe.gov.ls,"Connection timed out after 3000 milliseconds"
drws.gov.ls,"Connection timed out after 3001 milliseconds"
dwarehouse.gov.ls,"Resolving timed out after 3000 milliseconds"
ebstrain.lesotho.gov.ls,"Resolving timed out after 3000 milliseconds"
ecitizen.gov.ls,"Resolving timed out after 3001 milliseconds"
education.gov.ls,"Resolving timed out after 3000 milliseconds"
ee.nicr.gov.ls,"Resolving timed out after 3000 milliseconds"
electrifylesotho.gov.ls,"Connection timed out after 3000 milliseconds"
elibrary-api.eparliament.gov.ls,"Resolving timed out after 3001 milliseconds"
elibrary-proxy.eparliament.gov.ls,"Resolving timed out after 3001 milliseconds"
elibrary.eparliament.gov.ls,"Resolving timed out after 3001 milliseconds"
elmis.gov.ls,"200"
environment.gov.ls,"Resolving timed out after 3004 milliseconds"
ep-api.eparliament.gov.ls,"Resolving timed out after 3001 milliseconds"
ep-index.eparliament.gov.ls,"Resolving timed out after 3001 milliseconds"
ep-mobile-api.eparliament.gov.ls,"Connection timed out after 3001 milliseconds"
ep-proxy.eparliament.gov.ls,"Resolving timed out after 3002 milliseconds"
ep-sittings.eparliament.gov.ls,"Resolving timed out after 3002 milliseconds"
ep.eparliament.gov.ls,"Resolving timed out after 3005 milliseconds"
epar-adfs.eparliament.gov.ls,"Resolving timed out after 3002 milliseconds"
es-api.eparliament.gov.ls,"Resolving timed out after 3004 milliseconds"
es-proxy.eparliament.gov.ls,"Resolving timed out after 3004 milliseconds"
es.eparliament.gov.ls,"Resolving timed out after 3002 milliseconds"
finance.gov.ls,"Resolving timed out after 3002 milliseconds"
financeapi.gov.ls,"Resolving timed out after 3005 milliseconds"
fnco.gov.ls,"Resolving timed out after 3002 milliseconds"
foreign.gov.ls,"Resolving timed out after 3002 milliseconds"
foreignaffairs.gov.ls,"Resolving timed out after 3003 milliseconds"
forestry.gov.ls,"SSL certificate problem: certificate has expired"
gdb.businessregistrations.gov.ls,"Resolving timed out after 3003 milliseconds"
gender.gov.ls,"Resolving timed out after 3002 milliseconds"
golehokela.gov.ls,"200"
golsabs.gov.ls,"Resolving timed out after 3001 milliseconds"
gov.ls,"Connection timed out after 3002 milliseconds"
govmail.gov.ls,"SSL certificate problem: certificate has expired"
graylog.businessregistrations.gov.ls,"Resolving timed out after 3002 milliseconds"
health.gov.ls,"Resolving timed out after 3001 milliseconds"
hhfa.gov.ls,"Resolving timed out after 3002 milliseconds"
hhris.gov.ls,"Resolving timed out after 3001 milliseconds"
hiels.gov.ls,"Resolving timed out after 3001 milliseconds"
hmis.gov.ls,"Resolving timed out after 3001 milliseconds"
homeaffairs.gov.ls,"Resolving timed out after 3001 milliseconds"
ibf.csis.gov.ls,"Operation timed out after 3000 milliseconds with 0 bytes received"
idsr.gov.ls,"Resolving timed out after 3001 milliseconds"
ifmis.gov.ls,"Resolving timed out after 3001 milliseconds"
internal.lnsw.gov.ls,"Resolving timed out after 3001 milliseconds"
jud.gov.ls,"Could not resolve host: jud.gov.ls"
judiciary.gov.ls,"Failed to connect to judiciary.gov.ls port 443 after 862 ms: Could not connect to server"
justice.gov.ls,"302"
kc.nicr.gov.ls,"Resolving timed out after 3000 milliseconds"
kf.nicr.gov.ls,"200"
labour.ecitizen.gov.ls,"Failed to connect to labour.ecitizen.gov.ls port 443 after 2300 ms: Could not connect to server"
landcoverstats.gov.ls,"200"
law.gov.ls,"302"
lcs.gov.ls,"302"
ldf-salary.gov.ls,"Operation timed out after 3002 milliseconds with 0 bytes received"
ldf.gov.ls,"Resolving timed out after 3000 milliseconds"
leavedefence.gov.ls,"Operation timed out after 3001 milliseconds with 0 bytes received"
legalaid.gov.ls,"405"
lena.gov.ls,"Operation timed out after 3000 milliseconds with 0 bytes received"
lesis.gov.ls,"Resolving timed out after 3001 milliseconds"
lesotho.gov.ls,"Could not resolve host: lesotho.gov.ls"
lesothocanada.gov.ls,"Resolving timed out after 3000 milliseconds"
lesothoemb-usa.gov.ls,"Resolving timed out after 3000 milliseconds"
lgdnfw1.gov.ls,"Connection timed out after 3001 milliseconds"
linakeng.lesotho.gov.ls,"Resolving timed out after 3000 milliseconds"
lnbs.gov.ls,"Failed to connect to lnbs.gov.ls port 443 after 2164 ms: Could not connect to server"
lnsw.gov.ls,"Connection timed out after 3001 milliseconds"
login.businessregistrations.gov.ls,"302"
lrc.gov.ls,"301"
lrmis.homeaffairs.gov.ls,"Recv failure: Connexion ré-initialisée par le correspondant"
lvac.gov.ls,"Failed to connect to lvac.gov.ls port 443 after 921 ms: Could not connect to server"
m-mama.gov.ls,"Operation timed out after 3000 milliseconds with 0 bytes received"
mail.gov.ls,"SSL: no alternative certificate subject name matches target hostname 'mail.gov.ls'"
mail.lnsw.gov.ls,"SSL certificate problem: self-signed certificate"
