domain,level,source,name
agri.ee,central,manual,
eesti.ee,central,manual,
envir.ee,central,manual,
fin.ee,central,manual,
hm.ee,central,manual,
justdigi.ee,central,manual,
kaitseministeerium.ee,central,manual,
kul.ee,central,manual,
mkm.ee,central,manual,
riigikogu.ee,central,manual,
siseministeerium.ee,central,manual,
sm.ee,central,manual,
valitsus.ee,central,manual,
vm.ee,central,manual,
