domain,level,name
agri.ee,central,
eesti.ee,central,
envir.ee,central,
fin.ee,central,
hm.ee,central,
justdigi.ee,central,
kaitseministeerium.ee,central,
kul.ee,central,
mkm.ee,central,
riigikogu.ee,central,
siseministeerium.ee,central,
sm.ee,central,
valitsus.ee,central,
vm.ee,central,
