hostname,score,sources,label,level
bce.ec,7,wikidata;wikidata,Central Bank of Ecuador,
ec.usembassy.gov,7,wikidata;wikidata,"embassy of the United States in Ecuador | Consulate General of the United States, Guayaquil",central
exa.ec,7,wikidata;wikidata,Ecuadorian Civilian Space Agency,
escolapios.org.co,6,wikidata;wikidata,Nazareth piarist province,
ane.gov.ec,5,wikidata,National Archives of Ecuador,
ccq.ec,4,wikidata,Quito Chamber of Commerce,
inocar.mil.ec,4,wikidata,Oceanographic Institute of the Ecuadorian Navy,
quito.mfa.gov.hu,4,wikidata,embassy of Hungary in Ecuador,central
ambafrance-ec.org,3,wikidata,Embassy of France to Quito,central
cubadiplomatica.cu,3,wikidata,embassy of Cuba in Ecuador,central
ec.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Quito",central
ecuador.mid.ru,3,wikidata,embassy of Russia in Ecuador,central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Ecuador,
embajadadominicanaecuador.com,3,wikidata,embassy of the Dominican Republic in Ecuador,central
quiport.com,3,wikidata,Q1413753,
quito.diplo.de,3,wikidata,"Embassy of Germany, Quito",central
quito.embassy.qa,3,wikidata,embassy of Qatar in Ecuador,central
quito.mfa.ir,3,wikidata,embassy of Iran in Ecuador,central
roc-taiwan.org,3,wikidata,"Commercial Office of Taipei, Quito",
