subdomain,http_status
acc.gov.ws,200
aeoi.revenue.gov.ws,302
ag.gov.ws,Operation timed out after 3001 milliseconds with 0 bytes received
audit.gov.ws,301
autodiscover.cbs.gov.ws,Failed to connect to autodiscover.cbs.gov.ws port 443 after 402 ms: Could not connect to server
autodiscover.mwcsd.gov.ws,Failed to connect to autodiscover.mwcsd.gov.ws port 443 after 812 ms: Could not connect to server
autodiscover.mwti.gov.ws,Failed to connect to autodiscover.mwti.gov.ws port 443 after 349 ms: Could not connect to server
autodiscover.sao.gov.ws,Failed to connect to autodiscover.sao.gov.ws port 443 after 201 ms: Could not connect to server
autodiscover.swa.gov.ws,Failed to connect to autodiscover.swa.gov.ws port 443 after 133 ms: Could not connect to server
azmaps.swa.gov.ws,403
businessregistries.gov.ws,301
byelection.oec.gov.ws,Could not resolve host: byelection.oec.gov.ws
cbs.gov.ws,200
cbsemail.cbs.gov.ws,SSL: no alternative certificate subject name matches target hostname 'cbsemail.cbs.gov.ws'
cloud.sqa.gov.ws,Operation timed out after 3000 milliseconds with 0 bytes received
companies.gov.ws,Could not resolve host: companies.gov.ws
cpanel.sqa.gov.ws,Operation timed out after 3001 milliseconds with 0 bytes received
cpcalendars.sqa.gov.ws,Operation timed out after 3001 milliseconds with 0 bytes received
cpcontacts.sqa.gov.ws,Operation timed out after 3001 milliseconds with 0 bytes received
cssp.gov.ws,Operation timed out after 3002 milliseconds with 0 bytes received
db.ombudsman.gov.ws,Could not resolve host: db.ombudsman.gov.ws
dcef.gov.ws,200
e-water.swa.gov.ws,200
eforms.psc.gov.ws,Failed to connect to eforms.psc.gov.ws port 443 after 655 ms: Could not connect to server
eforum.psc.gov.ws,Could not resolve host: eforum.psc.gov.ws
eis.oec.gov.ws,200
elearning.mesc.gov.ws,Could not resolve host: elearning.mesc.gov.ws
email.mec.gov.ws,Connection timed out after 3001 milliseconds
email.mesc.gov.ws,Connection timed out after 3001 milliseconds
email.mjca.gov.ws,Could not resolve host: email.mjca.gov.ws
email.mwti.gov.ws,Connection timed out after 3000 milliseconds
esurveys.psc.gov.ws,Failed to connect to esurveys.psc.gov.ws port 443 after 668 ms: Could not connect to server
exchange.audit.gov.ws,Connection timed out after 3000 milliseconds
exchange.sao.gov.ws,Connection timed out after 3001 milliseconds
ftp.sqa.gov.ws,Operation timed out after 3001 milliseconds with 0 bytes received
gca.gov.ws,200
hac.gov.ws,Could not resolve host: hac.gov.ws
health.gov.ws,301
ims.regulator.gov.ws,Connection timed out after 3000 milliseconds
imu.health.gov.ws,Connection timed out after 3001 milliseconds
imu.nhs.gov.ws,Could not resolve host: imu.nhs.gov.ws
investorportal.cbs.gov.ws,200
ipros.mcil.gov.ws,SSL certificate problem: certificate has expired
jss.mcil.gov.ws,SSL: no alternative certificate subject name matches target hostname 'jss.mcil.gov.ws'
leep.gov.ws,SSL: no alternative certificate subject name matches target hostname 'leep.gov.ws'
livefeed.oec.gov.ws,Could not resolve host: livefeed.oec.gov.ws
lmis.mcil.gov.ws,SSL: no alternative certificate subject name matches target hostname 'lmis.mcil.gov.ws'
lta.gov.ws,200
maf.gov.ws,200
mail.ag.gov.ws,SSL certificate problem: unable to get local issuer certificate
mail.cbs.gov.ws,Could not resolve host: mail.cbs.gov.ws
mail.health.gov.ws,200
mail.maf.gov.ws,Could not resolve host: mail.maf.gov.ws
mail.mwcsd.gov.ws,Could not resolve host: mail.mwcsd.gov.ws
mail.nhs.gov.ws,Resolving timed out after 3000 milliseconds
mail.oec.gov.ws,200
mail.police.gov.ws,SSL certificate problem: self-signed certificate
mail.regulator.gov.ws,Connection timed out after 3002 milliseconds
mail.sqa.gov.ws,Could not resolve host: mail.sqa.gov.ws
mail.swa.gov.ws,301
maps.swa.gov.ws,526
mcil.gov.ws,Operation timed out after 3001 milliseconds with 0 bytes received
mcit.gov.ws,200
meli.mnre.gov.ws,Could not resolve host: meli.mnre.gov.ws
mesc.gov.ws,301
mfat.gov.ws,301
mjca.gov.ws,200
mls.gov.ws,Could not resolve host: mls.gov.ws
mnre.gov.ws,SSL: no alternative certificate subject name matches target hostname 'mnre.gov.ws'
mof.gov.ws,301
mofsv066.mof.gov.ws,Could not resolve host: mofsv066.mof.gov.ws
moodle.mesc.gov.ws,200
motic.health.gov.ws,Could not resolve host: motic.health.gov.ws
mpe.gov.ws,301
mpmc.gov.ws,200
msupply.health.gov.ws,404
mwcsd.gov.ws,200
mwti.gov.ws,301
