hostname,score,sources,label,level
autoriteitpersoonsgegevens.nl,9,linkgraph;directory,Autoriteit Persoonsgegevens,
atkm.nl,8,wikidata;directory,Q131629747,
cbs.nl,8,linkgraph;directory,"Bedrijfsvoering en strategie | CBS communicatie en nieuws | Centraal Bureau voor de Statistiek | Dataservices, research en innovatie | Economie, be...",
kvk.nl,8,linkgraph;directory,Kamer van Koophandel,
acm.nl,5,directory,Autoriteit Consument en Markt,
acoi.nl,5,directory,Adviescollege Openbaarheid en Informatiehuishouding,
adviescollege-rpa.nl,5,directory,Adviescollege Rechtspositie Politieke Ambtsdragers,
adviescollegengt.nl,5,directory,Adviescollege Nederlandse Gebarentaal,
adviescollegeregeldruk.nl,5,directory,Adviescollege toetsing regeldruk,
adviescollegeveiligheidgroningen.nl,5,directory,Adviescollege Veiligheid Groningen,
adviescommissievolkenrecht.nl,5,directory,Commissie van advies inzake volkenrechtelijke vraagstukken,
adviesraadinternationalevraagstukken.nl,5,directory,Adviesraad internationale vraagstukken,
adviesraadmigratie.nl,5,directory,Adviesraad Migratie,
afm.nl,5,directory,Stichting Autoriteit Financiële Markten,
anwb.nl,5,directory,Koninklijke Nederlandse Toeristenbond ANWB,
architectenregister.nl,5,directory,Bureau Architectenregister,
argonaut.nl,5,directory,Argonaut Advies B.V.,
asr.nl,5,directory,ASR Wlz-uitvoerder B.V.,
atr-regeldruk.nl,5,directory,Adviescollege toetsing regeldruk,
autoriteitnvs.nl,5,directory,Autoriteit Nucleaire Veiligheid en Stralingsbescherming,
awti.nl,5,directory,"Adviesraad voor wetenschap, technologie en innovatie",
blikopwerk.nl,5,directory,Stichting Blik op Werk,
bureauft.nl,5,directory,Bureau Financieel Toezicht,
cbg-meb.nl,5,directory,College ter Beoordeling van Geneesmiddelen,
cbr.nl,5,directory,Centraal Bureau Rijvaardigheidsbewijzen,
ccmo.nl,5,directory,Centrale Commissie Mensgebonden Onderzoek | Medisch-ethische toetsingscommissies,
cea.nl,5,directory,Commissie Eindtermen Accountantsopleiding,
centralecommissiedierproeven.nl,5,directory,Centrale Commissie Dierproeven,
cibg.nl,5,directory,CIBG,
ciz.nl,5,directory,CIZ,
cjib.nl,5,directory,Centraal Justitieel Incassobureau,
coa.nl,5,directory,Centraal Orgaan opvang asielzoekers,
cokz.nl,5,directory,Stichting Controle Orgaan Kwaliteits Zaken,
collegesanering.nl,5,directory,College Sanering Zorginstellingen,
ctgb.nl,5,directory,College voor de toelating van gewasbeschermingsmiddelen en biociden,
cultuurparticipatie.nl,5,directory,Stichting Fonds voor Cultuurparticipatie,
curriculumcommissie.nl,5,directory,Curriculumcommissie,
cvdm.nl,5,directory,Commissariaat voor de Media,
cvta.nl,5,directory,College van toezicht collectieve beheersorganisaties auteurs- en naburige rechten,
cvte.nl,5,directory,College voor Toetsen en Examens,
cz-zorgkantoor.nl,5,directory,CZ zorgkantoor B.V. | Uitvoerders Wet langdurige zorg,
defensie.nl,5,directory,Defensie | Inspecteur-Generaal der Krijgsmacht,
dictu.nl,5,directory,Dienst ICT Uitvoering,
dji.nl,5,directory,Dienst Justitiële Inrichtingen,
dnb.nl,5,directory,De Nederlandsche Bank,
donorgegevens.nl,5,directory,College donorgegevens kunstmatige bevruchting,
dopingautoriteit.nl,5,directory,Dopingautoriteit,
duo.nl,5,directory,Dienst Uitvoering Onderwijs,
dus-i.nl,5,directory,Tijdelijke adviescommissie regionaal investeringsfonds mbo 2019–2022,
eentegeneenzaamheid.nl,5,directory,Wetenschappelijke Adviescommissie ‘Eén tegen eenzaamheid’,
eerstekamer.nl,5,directory,Eerste Kamer der Staten-Generaal,
emissieautoriteit.nl,5,directory,Nederlandse Emissieautoriteit,
ewnederland.nl,5,directory,Edelmetaal Waarborg Nederland B.V. | Waarborginstellingen,
fgzpt.nl,5,directory,Commissie Registratie en Toezicht,
filmfonds.nl,5,directory,Stichting Nederlands Fonds voor de Film,
fmhaaglanden.nl,5,directory,FMHaaglanden,
fondspodiumkunsten.nl,5,directory,Stichting Nederlands Fonds voor Podiumkunsten,
forensischinstituut.nl,5,directory,Nederlands Forensisch Instituut,
