subdomain,parent_domain,http_status,mx
a-feeds.government.nl,government.nl,Connection timed out after 3002 milliseconds,none
a-magazines.government.nl,government.nl,Could not resolve host: a-magazines.government.nl,none
a-magazinesintern.government.nl,government.nl,Could not resolve host: a-magazinesintern.government.nl,none
a-newsletter.government.nl,government.nl,Could not resolve host: a-newsletter.government.nl,none
a-opendata.government.nl,government.nl,Connection timed out after 3001 milliseconds,none
a-www.government.nl,government.nl,Connection timed out after 3002 milliseconds,none
acc.quarantinedeclaration.government.nl,government.nl,Could not resolve host: acc.quarantinedeclaration.government.nl,none
coronadashboard.government.nl,government.nl,301,0 .
feeds.government.nl,government.nl,Could not resolve host: feeds.government.nl,none
government.nl,government.nl,301,0 .
magazines.government.nl,government.nl,Could not resolve host: magazines.government.nl,none
magazinesintern.government.nl,government.nl,Could not resolve host: magazinesintern.government.nl,none
newsletter.government.nl,government.nl,Could not resolve host: newsletter.government.nl,none
opendata.government.nl,government.nl,404,none
overheid.nl,overheid.nl,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.ssonet.nl.; 10 mail2.ssonet.nl.
quarantinedeclaration.government.nl,government.nl,Could not resolve host: quarantinedeclaration.government.nl,none
rijksoverheid.nl,rijksoverheid.nl,301,10 mail2.ssonet.nl.; 10 mail.ssonet.nl.
sdg.government.nl,government.nl,200,0 .
staging.coronadashboard.government.nl,government.nl,Could not resolve host: staging.coronadashboard.government.nl,none
staten-generaal.nl,staten-generaal.nl,302,0 statengeneraal-nl01e.o-v1.mx.microsoft.
static.government.nl,government.nl,Could not resolve host: static.government.nl,none
subscribe.government.nl,government.nl,Could not resolve host: subscribe.government.nl,none
test.coronadashboard.government.nl,government.nl,Could not resolve host: test.coronadashboard.government.nl,none
www.coronadashboard.government.nl,government.nl,Could not resolve host: www.coronadashboard.government.nl,none
www.government.nl,government.nl,200,0 .
www.magazines.government.nl,government.nl,Could not resolve host: www.magazines.government.nl,none
www.overheid.nl,overheid.nl,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
www.rijksoverheid.nl,rijksoverheid.nl,200,0 .
www.sdg.government.nl,government.nl,Could not resolve host: www.sdg.government.nl,none
www.staten-generaal.nl,staten-generaal.nl,200,0 statengeneraal-nl01e.o-v1.mx.microsoft.
www.subscribe.government.nl,government.nl,Could not resolve host: www.subscribe.government.nl,none
