hostname,http_status,mx
50plus.or.kr,301,20 mail2.50plus.or.kr.; 10 mail.50plus.or.kr.
88countryclub.co.kr,200,none
accf.or.kr,301,0 spam.accf.or.kr.; 10 gw.accf.or.kr.
add.re.kr,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
ago.kgpa.or.kr,403,none
airport.co.kr,302,10 spam.airport.co.kr.
airport.kr,302,0 spam.airport.kr.
aks.ac.kr,200,10 spamflt2.sensmailcloud.kr.; 10 spamflt1.sensmailcloud.kr.
algerianemb.or.kr,HttpConnectTimeoutException: HTTP connect timed out,none
amchamkorea.org,200,0 amchamkorea-org.mail.protection.outlook.com.
apcc21.org,302,10 mail.apcc21.org.
apfs.kr,403,1 mail.apfs.kr.
arirang.com,200,10 anti-spam.govhiworks.com.
arko.or.kr,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.arko.or.kr.
army.mil.kr,200,0 mail.army.mil.kr.
arte.or.kr,200,1 ems.arte.or.kr.; 0 mx02.govkorea.com.; 0 mx01.govkorea.com.
at.or.kr,302,10 gcmx02.govkorea.kr.; 10 gcmx05.govkorea.kr.; 10 gcmx01.govkorea.kr.; 10 gcmx03.govkorea.kr.
auri.re.kr,200,1 aspmx1.gov-dooray.com.
azembassy.co.kr,ConnectException,none
bohun.or.kr,301,10 gcmx03.govkorea.kr.; 10 gcmx02.govkorea.kr.; 10 gcmx01.govkorea.kr.
bok.or.kr,301,80 aspmx1.gov-dooray.com.; 10 spam1.bok.or.kr.; 10 spam2.bok.or.kr.
bokji.net,HttpConnectTimeoutException: HTTP connect timed out,dig error
busanpa.com,302,10 spam.busanpa.com.
cb119.net,301,none
cbnuh.or.kr,ConnectException,10 mail.cbnuh.or.kr.
cbtp.or.kr,302,10 sniper.cbtp.or.kr.
cbwf.re.kr,200,10 mail.bizboxa.com.
cbwf.softss.co.kr,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
chungnam.net,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching chungnam.net found.,none
cmf.or.kr,HttpConnectTimeoutException: HTTP connect timed out,none
cnuh.co.kr,403,20 sg.cnuh.co.kr.
cnuh.com,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching cnuh.com found.,none
compa.re.kr,200,10 zmx135.mailplug.com.
comwel.or.kr,400,10 smtp.comwel.or.kr.
copyright.or.kr,405,1 aspmx1.gov-dooray.com.
council.chungbuk.kr,HttpTimeoutException: request timed out,none
council.chungnam.net,ConnectException,none
council.gangwon.kr,403,none
council.jeju.kr,IOException: HTTP/1.1 header parser received no bytes,none
