subdomain,mx
3c.govern.ad,none
acces-ec.govern.ad,none
admwifi1.local.govern.ad,none
admwifi2.local.govern.ad,none
aeoi-pre.govern.ad,none
aeoi.govern.ad,none
ajudeseo.govern.ad,none
alertes.govern.ad,none
api.bip.govern.ad,none
aplicacions.govern.ad,none
appnotes.govern.ad,none
asterix.govern.ad,none
atol.govern.ad,none
autenticacio-cert.govern.ad,none
autenticacio.ec.govern.ad,none
autenticacio.govern.ad,none
authwifi1.local.govern.ad,none
authwifi2.local.govern.ad,none
backoffice.govern.ad,none
certcambra.govern.ad,none
certgovern.govern.ad,none
certificat.govern.ad,none
cita.govern.ad,none
citaprevia.govern.ad,none
citapreviaat.govern.ad,none
cnac.govern.ad,none
collabora.govern.ad,none
consell.ec.govern.ad,none
contractacio.govern.ad,none
coronavirus.govern.ad,10 inbound-smtp.eu-west-1.amazonaws.com.; 30 34.240.111.60.; 40 34.250.163.65.; 20 52.49.70.88.
correu.govern.ad,none
covid19.govern.ad,none
crtf2.govern.ad,none
csu.govern.ad,none
documents-ec.govern.ad,none
documents.govern.ad,none
duana.govern.ad,none
ec.govern.ad,none
empleat.govern.ad,none
enquesta.govern.ad,none
eosweb.govern.ad,none
escriptorivirtual.govern.ad,none
espai.ec.govern.ad,none
espai.govern.ad,none
estacionsrius.govern.ad,none
estadistiquesvisuals.govern.ad,none
examenconduir.govern.ad,none
examenconduiralt.govern.ad,none
examenconduirpre.govern.ad,none
fitxers.govern.ad,none
formaciosefp.govern.ad,none
fotodenuncies.govern.ad,none
ftpaeoi.govern.ad,none
funciopublica.govern.ad,none
geolidar360.govern.ad,none
gesdoc.ec.govern.ad,none
gestioduana.govern.ad,none
govern.ad,none
habitabilitat.govern.ad,none
icorreu.govern.ad,none
identitat-pre-cert.govern.ad,none
identitat-pre.govern.ad,none
intercanvi.govern.ad,none
intranet.govern.ad,none
ipc.govern.ad,none
isi.govern.ad,none
itctributs.govern.ad,none
licitacio.govern.ad,none
link.ec.govern.ad,none
llacs1.local.govern.ad,none
llacs2.local.govern.ad,none
local.govern.ad,none
mdm.govern.ad,none
miltemp.govern.ad,none
ministres.govern.ad,none
ministres2.govern.ad,none
missatgeria.govern.ad,none
notesgovern.govern.ad,none
obsmet.govern.ad,none
oficinaduana.govern.ad,none
outsystems-d1.local.govern.ad,none
outsystems-t1.local.govern.ad,none
ovac.govern.ad,none
percanela.govern.ad,none
pki.govern.ad,none
portalfp.govern.ad,none
portalfp2.govern.ad,none
portasignatures.govern.ad,none
preduana.govern.ad,none
premediambient.govern.ad,none
quotes.govern.ad,none
ra.govern.ad,none
rac.govern.ad,none
repositori.govern.ad,none
reunio.ec.govern.ad,none
reunio.govern.ad,none
reunions.govern.ad,none
roat.govern.ad,none
sad.govern.ad,none
sadaigua.govern.ad,none
salut.govern.ad,none
saptstdb.govern.ad,none
serveistic-pre.suport.govern.ad,none
serveistic.govern.ad,none
serveistic.suport.govern.ad,none
serveisweb.govern.ad,none
sig.govern.ad,none
signatura.govern.ad,none
signaturaelectronica.govern.ad,none
signaturatercers.govern.ad,none
sima.govern.ad,none
sincro.govern.ad,none
solucions.govern.ad,none
test-cartografia.govern.ad,none
testduana.govern.ad,none
tpv.govern.ad,none
tramits.govern.ad,none
trmelec.govern.ad,none
tsl.govern.ad,none
turestadistica.govern.ad,none
vdi.govern.ad,none
vpn.govern.ad,none
webxat.govern.ad,none
wifi.govern.ad,none
wifi2.govern.ad,none
www.aeoi.govern.ad,none
www.api.bip.govern.ad,none
www.coronavirus.govern.ad,none
www.ec.govern.ad,none
www.govern.ad,none
xat.ec.govern.ad,none
xat.govern.ad,none
xifrat.govern.ad,none
