subdomain,parent_domain,http_status
api.iresource.gov.sb,gov.sb,"Could not resolve host: api.iresource.gov.sb"
app.customs.gov.sb,gov.sb,"Failed to connect to app.customs.gov.sb port 443 after 651 ms: Could not connect to server"
autodiscover.mof.gov.sb,gov.sb,"Failed to connect to autodiscover.mof.gov.sb port 443 after 407 ms: Could not connect to server"
autodiscover.mwycfa.gov.sb,gov.sb,"Failed to connect to autodiscover.mwycfa.gov.sb port 443 after 393 ms: Could not connect to server"
autodiscover.ntf.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.ntf.gov.sb'"
autodiscover.parliament.gov.sb,gov.sb,"302"
autodiscover.reddplussolomonislands.gov.sb,gov.sb,"Could not resolve host: autodiscover.reddplussolomonislands.gov.sb"
autodiscover.sieiti.gov.sb,gov.sb,"400"
autodiscover.sig.gov.sb,gov.sb,"Failed to connect to autodiscover.sig.gov.sb port 443 after 598 ms: Could not connect to server"
autodiscover.sima.gov.sb,gov.sb,"Failed to connect to autodiscover.sima.gov.sb port 443 after 106 ms: Could not connect to server"
biosecurity.gov.sb,gov.sb,"301"
caasi.gov.sb,gov.sb,"200"
citrix.sig.gov.sb,gov.sb,"404"
commerce.gov.sb,gov.sb,"200"
cpanel.mwycfa.gov.sb,gov.sb,"Could not resolve host: cpanel.mwycfa.gov.sb"
cpanel.ntf.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'cpanel.ntf.gov.sb'"
cpanel.reddplussolomonislands.gov.sb,gov.sb,"200"
cpanel.sieiti.gov.sb,gov.sb,"200"
cpanel.sima.gov.sb,gov.sb,"200"
cpcalendars.mwycfa.gov.sb,gov.sb,"Could not resolve host: cpcalendars.mwycfa.gov.sb"
cpcalendars.ntf.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'cpcalendars.ntf.gov.sb'"
cpcalendars.reddplussolomonislands.gov.sb,gov.sb,"503"
cpcalendars.sieiti.gov.sb,gov.sb,"503"
cpcalendars.sima.gov.sb,gov.sb,"301"
cpcontacts.mwycfa.gov.sb,gov.sb,"Could not resolve host: cpcontacts.mwycfa.gov.sb"
cpcontacts.ntf.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'cpcontacts.ntf.gov.sb'"
cpcontacts.reddplussolomonislands.gov.sb,gov.sb,"503"
cpcontacts.sieiti.gov.sb,gov.sb,"503"
cpcontacts.sima.gov.sb,gov.sb,"301"
customs.gov.sb,gov.sb,"200"
digital.iresource.gov.sb,gov.sb,"Could not resolve host: digital.iresource.gov.sb"
discuss.iresource.gov.sb,gov.sb,"Could not resolve host: discuss.iresource.gov.sb"
dspace.iresource.gov.sb,gov.sb,"Could not resolve host: dspace.iresource.gov.sb"
egate.sima.gov.sb,gov.sb,"200"
etax.ird.gov.sb,gov.sb,"200"
fisheries.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'fisheries.gov.sb'"
gp.sisnet.gov.sb,gov.sb,"TLS connect error: error:0A000152:SSL routines::unsafe legacy renegotiation disabled"
hgw1.sisnet.gov.sb,gov.sb,"TLS connect error: error:0A000152:SSL routines::unsafe legacy renegotiation disabled"
investsolomon.gov.sb,gov.sb,"Could not resolve host: investsolomon.gov.sb"
investsolomons.gov.sb,gov.sb,"302"
ird.gov.sb,gov.sb,"TLS connect error: error:0A000126:SSL routines::unexpected eof while reading"
iresource.gov.sb,gov.sb,"SSL certificate problem: self-signed certificate"
labour.gov.sb,gov.sb,"301"
lands.gov.sb,gov.sb,"301"
lawreform.gov.sb,gov.sb,"301"
link.sima.gov.sb,gov.sb,"Could not resolve host: link.sima.gov.sb"
mail.mwycfa.gov.sb,gov.sb,"Could not resolve host: mail.mwycfa.gov.sb"
mail.ntf.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'mail.ntf.gov.sb'"
mail.parliament.gov.sb,gov.sb,"302"
mail.reddplussolomonislands.gov.sb,gov.sb,"Could not resolve host: mail.reddplussolomonislands.gov.sb"
mail.sieiti.gov.sb,gov.sb,"200"
mail.sig.gov.sb,gov.sb,"Could not resolve host: mail.sig.gov.sb"
mail.sima.gov.sb,gov.sb,"Could not resolve host: mail.sima.gov.sb"
mailserver.mof.gov.sb,gov.sb,"Could not resolve host: mailserver.mof.gov.sb"
mailserver.pmc.gov.sb,gov.sb,"Could not resolve host: mailserver.pmc.gov.sb"
mailserver.sig.gov.sb,gov.sb,"Could not resolve host: mailserver.sig.gov.sb"
mca.gov.sb,gov.sb,"301"
mecdm.gov.sb,gov.sb,"SSL certificate problem: certificate has expired"
mecm.gov.sb,gov.sb,"Connection timed out after 3002 milliseconds"
mehrd.gov.sb,gov.sb,"200"
met.gov.sb,gov.sb,"200"
mfaet.gov.sb,gov.sb,"301"
mmere.gov.sb,gov.sb,"SSL certificate problem: certificate has expired"
mof.gov.sb,gov.sb,"Connection timed out after 3002 milliseconds"
mofr.gov.sb,gov.sb,"200"
mpgis.gov.sb,gov.sb,"301"
mwycfa.gov.sb,gov.sb,"Could not resolve host: mwycfa.gov.sb"
ndmo.gov.sb,gov.sb,"SSL certificate problem: unable to get local issuer certificate"
nsc.gov.sb,gov.sb,"200"
ntf.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'ntf.gov.sb'"
oag.gov.sb,gov.sb,"Could not resolve host: oag.gov.sb"
ombudsman.gov.sb,gov.sb,"200"
parliament.gov.sb,gov.sb,"200"
pmc.gov.sb,gov.sb,"500"
portal.mmere.gov.sb,gov.sb,"200"
ppc.gov.sb,gov.sb,"521"
pso.gov.sb,gov.sb,"500"
rc.parliament.gov.sb,gov.sb,"Could not resolve host: rc.parliament.gov.sb"
reddplussolomonislands.gov.sb,gov.sb,"200"
rsipf.gov.sb,gov.sb,"200"
sicr.gov.sb,gov.sb,"200"
siec.gov.sb,gov.sb,"200"
sieiti.gov.sb,gov.sb,"200"
sig-exchange02.mof.gov.sb,gov.sb,"Could not resolve host: sig-exchange02.mof.gov.sb"
sig-mailcas.mof.gov.sb,gov.sb,"Could not resolve host: sig-mailcas.mof.gov.sb"
sig-pdasycuda.mof.gov.sb,gov.sb,"Failed to connect to sig-pdasycuda.mof.gov.sb port 443 after 642 ms: Could not connect to server"
sig-pdasyweb.mof.gov.sb,gov.sb,"Could not resolve host: sig-pdasyweb.mof.gov.sb"
sig.gov.sb,gov.sb,"Connection timed out after 3001 milliseconds"
sima.gov.sb,gov.sb,"301"
simsa.gov.sb,gov.sb,"Could not resolve host: simsa.gov.sb"
sisnet.gov.sb,gov.sb,"Could not resolve host: sisnet.gov.sb"
sitesa.gov.sb,gov.sb,"400"
smartalert.met.gov.sb,gov.sb,"Connection timed out after 3001 milliseconds"
solomon.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'solomon.gov.sb'"
solomonbusinessregistry.gov.sb,gov.sb,"301"
solomons.gov.sb,gov.sb,"307"
spires.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'spires.gov.sb'"
staging4.labour.gov.sb,gov.sb,"301"
statistics.gov.sb,gov.sb,"200"
support.sisnet.gov.sb,gov.sb,"200"
ussd.pso.gov.sb,gov.sb,"Could not resolve host: ussd.pso.gov.sb"
velo.sig.gov.sb,gov.sb,"SSL certificate problem: unable to get local issuer certificate"
vpn.sig.gov.sb,gov.sb,"Could not resolve host: vpn.sig.gov.sb"
vulkanvegasbonus1000.ntf.gov.sb,gov.sb,"Could not resolve host: vulkanvegasbonus1000.ntf.gov.sb"
webdisk.mwycfa.gov.sb,gov.sb,"Could not resolve host: webdisk.mwycfa.gov.sb"
webdisk.ntf.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'webdisk.ntf.gov.sb'"
webdisk.reddplussolomonislands.gov.sb,gov.sb,"401"
webdisk.sieiti.gov.sb,gov.sb,"401"
webdisk.sima.gov.sb,gov.sb,"Could not resolve host: webdisk.sima.gov.sb"
webmail.mwycfa.gov.sb,gov.sb,"Could not resolve host: webmail.mwycfa.gov.sb"
webmail.ntf.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'webmail.ntf.gov.sb'"
webmail.reddplussolomonislands.gov.sb,gov.sb,"200"
webmail.sieiti.gov.sb,gov.sb,"200"
webmail.sima.gov.sb,gov.sb,"200"
webmail.solomons.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'webmail.solomons.gov.sb'"
whm.sima.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'whm.sima.gov.sb'"
www.biosecurity.gov.sb,gov.sb,"200"
www.caasi.gov.sb,gov.sb,"200"
www.commerce.gov.sb,gov.sb,"301"
www.companyhaus.gov.sb,gov.sb,"Could not resolve host: www.companyhaus.gov.sb"
www.customs.gov.sb,gov.sb,"200"
www.egate.sima.gov.sb,gov.sb,"Could not resolve host: www.egate.sima.gov.sb"
www.fisheries.gov.sb,gov.sb,"Could not resolve host: www.fisheries.gov.sb"
www.gp.sisnet.gov.sb,gov.sb,"Could not resolve host: www.gp.sisnet.gov.sb"
www.hgw1.sisnet.gov.sb,gov.sb,"Could not resolve host: www.hgw1.sisnet.gov.sb"
www.investsolomon.gov.sb,gov.sb,"Could not resolve host: www.investsolomon.gov.sb"
www.iresource.gov.sb,gov.sb,"Could not resolve host: www.iresource.gov.sb"
www.labour.gov.sb,gov.sb,"200"
www.lands.gov.sb,gov.sb,"301"
www.lawreform.gov.sb,gov.sb,"301"
www.mail.sig.gov.sb,gov.sb,"Could not resolve host: www.mail.sig.gov.sb"
www.mailserver.mof.gov.sb,gov.sb,"Could not resolve host: www.mailserver.mof.gov.sb"
www.mca.gov.sb,gov.sb,"301"
www.mecdm.gov.sb,gov.sb,"SSL certificate problem: certificate has expired"
www.mecm.gov.sb,gov.sb,"Connection timed out after 3002 milliseconds"
www.mehrd.gov.sb,gov.sb,"200"
www.met.gov.sb,gov.sb,"301"
www.mfaet.gov.sb,gov.sb,"Could not resolve host: www.mfaet.gov.sb"
www.mmere.gov.sb,gov.sb,"SSL certificate problem: certificate has expired"
www.mofr.gov.sb,gov.sb,"200"
www.mpgis.gov.sb,gov.sb,"200"
www.mwycfa.gov.sb,gov.sb,"301"
www.ndmo.gov.sb,gov.sb,"SSL certificate problem: unable to get local issuer certificate"
www.nsc.gov.sb,gov.sb,"Could not resolve host: www.nsc.gov.sb"
www.ntf.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'www.ntf.gov.sb'"
www.oag.gov.sb,gov.sb,"301"
www.ombudsman.gov.sb,gov.sb,"200"
www.parliament.gov.sb,gov.sb,"301"
www.pmc.gov.sb,gov.sb,"500"
www.pso.gov.sb,gov.sb,"500"
www.reddplussolomonislands.gov.sb,gov.sb,"200"
www.rsipf.gov.sb,gov.sb,"200"
www.sicr.gov.sb,gov.sb,"Could not resolve host: www.sicr.gov.sb"
www.siec.gov.sb,gov.sb,"301"
www.sieiti.gov.sb,gov.sb,"200"
www.sima.gov.sb,gov.sb,"200"
www.simsa.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'www.simsa.gov.sb'"
www.sitesa.gov.sb,gov.sb,"200"
www.solomonbusinessregistry.gov.sb,gov.sb,"200"
www.solomons.gov.sb,gov.sb,"Could not resolve host: www.solomons.gov.sb"
www.spires.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'www.spires.gov.sb'"
www.statistics.gov.sb,gov.sb,"SSL: no alternative certificate subject name matches target hostname 'www.statistics.gov.sb'"
www.vulkanvegasbonus1000.ntf.gov.sb,gov.sb,"Could not resolve host: www.vulkanvegasbonus1000.ntf.gov.sb"
www.yumifastaem.mehrd.gov.sb,gov.sb,"Could not resolve host: www.yumifastaem.mehrd.gov.sb"
