field,text
country_name,"Bolivarian Republic of Venezuela"
government_type,"federal presidential republic"
capital,"Caracas"
chief_of_state,"Interim President Delcy Eloína RODRÍGUEZ Gómez (since 5 January 2026)"
head_of_government,"Interim President Delcy Eloína RODRÍGUEZ Gómez (since 5 January 2026)"
judicial_highest_courts,"Supreme Tribunal of Justice (consists of 32 judges organized into constitutional, political-administrative, electoral, civil appeals, criminal appeals, and social divisions)"
constitution_history,"many previous; latest adopted 15 December 1999, effective 30 December 1999"
