field,text
country_name,"Republic of El Salvador"
government_type,"presidential republic"
capital,"San Salvador"
chief_of_state,"President Nayib Armando BUKELE Ortez (since 1 June 2019)"
head_of_government,"President Nayib Armando BUKELE Ortez (since 1 June 2019)"
judicial_highest_courts,"Supreme Court or Corte Suprema de Justicia (consists of 15 judges, including its president, and 15 substitute judges organized into Constitutional, Civil, Penal, and Administrative Conflict Chambers)"
constitution_history,"many previous; latest drafted 16 December 1983, enacted 23 December 1983"
