subdomain,parent_domain,http_status,mx
abg.gov.pg,gov.pg,200,0 abg-gov-pg.mail.protection.outlook.com.abg.gov.pg.; 10 inbound-smtp.us-east-1.amazonaws.com.
ago.gov.pg,gov.pg,200,10 mx-01.eml100syd.ctr.sophos.com.; 20 mx-01.eml100syd.ctr.sophos.com.
agri.jiwaka.gov.pg,gov.pg,Could not resolve host: agri.jiwaka.gov.pg,none
agriculture.gov.pg,gov.pg,Could not resolve host: agriculture.gov.pg,none
anywhere.dlir.gov.pg,gov.pg,SSL certificate problem: certificate has expired,none
anywhere.nicta.gov.pg,gov.pg,Could not resolve host: anywhere.nicta.gov.pg,none
apply.dherst.gov.pg,gov.pg,Connection timed out after 3002 milliseconds,none
arb.gov.pg,gov.pg,200,0 arb.gov.pg.
arob.education.gov.pg,gov.pg,403,none
asset.dherst.gov.pg,gov.pg,SSL: no alternative certificate subject name matches target hostname 'asset.dherst.gov.pg',none
attendance.dherst.gov.pg,gov.pg,Could not resolve host: attendance.dherst.gov.pg,none
audit.jiwaka.gov.pg,gov.pg,Could not resolve host: audit.jiwaka.gov.pg,none
autodiscover.abg.gov.pg,gov.pg,Could not resolve host: autodiscover.abg.gov.pg,none
autodiscover.bankpng.gov.pg,gov.pg,403,none
autodiscover.bpng.bankpng.gov.pg,gov.pg,Could not resolve host: autodiscover.bpng.bankpng.gov.pg,none
autodiscover.casapng.gov.pg,gov.pg,Failed to connect to autodiscover.casapng.gov.pg port 443 after 540 ms: Could not connect to server,none
autodiscover.clrc.gov.pg,gov.pg,Failed to connect to autodiscover.clrc.gov.pg port 443 after 120 ms: Could not connect to server,none
autodiscover.cpgovernor.gov.pg,gov.pg,SSL: no alternative certificate subject name matches target hostname 'autodiscover.cpgovernor.gov.pg',none
autodiscover.custnet.customs.gov.pg,gov.pg,SSL: no alternative certificate subject name matches target hostname 'autodiscover.custnet.customs.gov.pg',none
autodiscover.customs.gov.pg,gov.pg,302,none
autodiscover.dfcd.gov.pg,gov.pg,Could not resolve host: autodiscover.dfcd.gov.pg,none
autodiscover.dherst.gov.pg,gov.pg,SSL: no alternative certificate subject name matches target hostname 'autodiscover.dherst.gov.pg',none
autodiscover.djag.justice.gov.pg,gov.pg,Could not resolve host: autodiscover.djag.justice.gov.pg,none
autodiscover.dlir.gov.pg,gov.pg,SSL certificate problem: certificate has expired,none
autodiscover.dof.finance.gov.pg,gov.pg,Could not resolve host: autodiscover.dof.finance.gov.pg,none
autodiscover.dpm.gov.pg,gov.pg,Failed to connect to autodiscover.dpm.gov.pg port 443 after 379 ms: Could not connect to server,none
autodiscover.education.gov.pg,gov.pg,302,none
autodiscover.epg.gov.pg,gov.pg,Could not resolve host: autodiscover.epg.gov.pg,none
autodiscover.finance.gov.pg,gov.pg,Failed to connect to autodiscover.finance.gov.pg port 443 after 661 ms: Could not connect to server,none
autodiscover.gpo.gov.pg,gov.pg,SSL certificate problem: certificate has expired,none
autodiscover.iccc.gov.pg,gov.pg,302,none
autodiscover.immigration.gov.pg,gov.pg,400,none
autodiscover.jiwaka.gov.pg,gov.pg,Could not resolve host: autodiscover.jiwaka.gov.pg,none
autodiscover.justice.gov.pg,gov.pg,Could not resolve host: autodiscover.justice.gov.pg,none
autodiscover.kdda.gov.pg,gov.pg,400,none
autodiscover.madangdistrict.gov.pg,gov.pg,Could not resolve host: autodiscover.madangdistrict.gov.pg,none
autodiscover.madangopenmp.gov.pg,gov.pg,Could not resolve host: autodiscover.madangopenmp.gov.pg,none
autodiscover.mail.iccc.gov.pg,gov.pg,Could not resolve host: autodiscover.mail.iccc.gov.pg,none
autodiscover.milnebay.gov.pg,gov.pg,Could not resolve host: autodiscover.milnebay.gov.pg,none
autodiscover.namatanaidistrict.gov.pg,gov.pg,Could not resolve host: autodiscover.namatanaidistrict.gov.pg,none
autodiscover.naqia.gov.pg,gov.pg,302,none
autodiscover.ndda.gov.pg,gov.pg,SSL: no alternative certificate subject name matches target hostname 'autodiscover.ndda.gov.pg',none
autodiscover.ngcb.gov.pg,gov.pg,Failed to connect to autodiscover.ngcb.gov.pg port 443 after 2666 ms: Could not connect to server,none
autodiscover.nicta.gov.pg,gov.pg,Failed to connect to autodiscover.nicta.gov.pg port 443 after 423 ms: Could not connect to server,none
autodiscover.nisit.gov.pg,gov.pg,Failed to connect to autodiscover.nisit.gov.pg port 443 after 408 ms: Could not connect to server,none
autodiscover.nyda.gov.pg,gov.pg,400,none
autodiscover.officeofpm.gov.pg,gov.pg,Could not resolve host: autodiscover.officeofpm.gov.pg,none
autodiscover.oic.gov.pg,gov.pg,Failed to connect to autodiscover.oic.gov.pg port 443 after 652 ms: Could not connect to server,none
autodiscover.ombudsman.gov.pg,gov.pg,400,none
autodiscover.petroleum.gov.pg,gov.pg,400,none
autodiscover.pngfa.gov.pg,gov.pg,Could not resolve host: autodiscover.pngfa.gov.pg,none
autodiscover.pngjudiciary.gov.pg,gov.pg,Could not resolve host: autodiscover.pngjudiciary.gov.pg,none
