field,text
country_name,"Democratic Republic of the Congo"
government_type,"semi-presidential republic"
capital,"Kinshasa"
chief_of_state,"President Felix TSHISEKEDI (since 20 January 2024)"
head_of_government,"Prime Minister Judith SUMINWA Tuluka (since 29 May 2024)"
judicial_highest_courts,"Court of Cassation or Cour de Cassation (consists of 26 justices and organized into legislative and judiciary sections); Constitutional Court (consists of 9 judges)"
constitution_history,"several previous; latest adopted 13 May 2005, approved by referendum 18-19 December 2005, promulgated 18 February 2006"
