qid,label
Q12130,Brittany
Q126125,Saint-Martin
Q129003,French Southern and Antarctic Lands
Q13917,Île-de-France
Q13947,Centre-Val de Loire
Q14112,Corsica
Q15104,Provence-Alpes-Côte d'Azur
Q161258,Clipperton Island
Q16994,Pays de la Loire
Q17012,Guadeloupe
Q17054,Martinique
Q17063,Mayotte
Q17070,Réunion
Q18338206,Auvergne-Rhône-Alpes
Q18578267,Bourgogne-Franche-Comté
Q18677767,Hauts-de-France
Q18677875,Normandy
Q18677983,Grand Est
Q18678082,Nouvelle-Aquitaine
Q18678265,Occitania
Q25362,Saint Barthélemy
Q30971,French Polynesia
Q33788,New Caledonia
Q34617,Saint Pierre and Miquelon
Q35555,Wallis and Futuna
Q3769,French Guiana
