hostname,http_status,mx
ambafrance-pe.org,ConnectException,5 mta-gw.infomaniak.ch.
ancyt.org.pe,ConnectException,none
barrioperu.terra.com.pe,HttpConnectTimeoutException: HTTP connect timed out,none
camaradeancash.org.pe,301,1 SMTP.GOOGLE.COM.
camcopiura.org.pe,200,0 mail.camcopiura.org.pe.
cenfotur.edu.pe,ConnectException,0 cenfotur-edu-pe.mail.protection.outlook.com.
comiunesco.org.pe,ConnectException,none
consuladopanamalima.com.pe,ConnectException,none
dafo.cultura.pe,200,none
dhn.mil.pe,ConnectException,10 mail.dhn.mil.pe.; 0 dhn-antispam.in.tmes.trendmicro.com.
dicapi.mil.pe,HttpConnectTimeoutException: HTTP connect timed out,10 smtp.dicapi.mil.pe.
eeas.europa.eu,200,10 mxb-00338601.gslb.pphosted.com.; 10 mxa-00338601.gslb.pphosted.com.
embajada-alemana.org.pe,301,10 mx2.us.opalstack.com.; 10 mx1.us.opalstack.com.
embajadabrasil.org.pe,HttpConnectTimeoutException: HTTP connect timed out,none
embajadacostaricaenperu.org,301,none
embajadadeboliviaenperu.com,IOException: Received RST_STREAM: Protocol error,none
embajadadeguatemalaenperu.org,526,none
embajadadevenezuela.pe,403,none
embhondurasperu.com,200,1 SMTP.GOOGLE.com.
escolapios.org.co,301,0 escolapios-org-co.mail.protection.outlook.com.
finlandabroad.fi,301,10 mail.valtori.fi.
finlandiaperu.org.pe,ConnectException,none
idc.edu.pe,301,5 ALT2.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ASPMX3.GOOGLEMAIL.COM.; 10 ASPMX2.GOOGLEMAIL.COM.; 1 ASPMX.L.GOOGLE.COM.
indembassy.org.pe,403,none
lima.diplo.de,200,10 mx2.bund.de.; 10 mx1.bund.de.
lima.mae.ro,503,none
lima.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
lima.thaiembassy.org,200,none
mecuadorperu.org.pe,HttpConnectTimeoutException: HTTP connect timed out,0 mail.mecuadorperu.org.pe.
mfa.gr,403,10 mailhost.mfa.gr.
mofaic.gov.ae,IOException: HTTP/1.1 header parser received no bytes,20 smartmail2.fednet.gov.ae.; 10 smartmail1.fednet.gov.ae.
mzv.cz,302,50 mzvczemta05.mzv.cz.; 10 mzvczemta06.mzv.cz.
palestinaperu.com,200,none
panaembaperu.com.pe,200,0 panaembaperu.com.pe.
pe.ambafrance.org,301,none
peru.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
portal.inen.sld.pe,200,none
qhapaqnan.cultura.pe,200,none
republicadominicana.pe,200,10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
roc-taiwan.org,302,none
toulouselautrec.edu.pe,301,10 aspmx3.googlemail.com.; 5 alt1.aspmx.l.google.com.; 10 aspmx2.googlemail.com.; 5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.
