subdomain,http_status
deeds.gov.zw,"SSL certificate problem: unable to get local issuer certificate"
czlwva.gov.zw,"SSL certificate problem: self-signed certificate"
mhtestd.gov.zw,"SSL certificate problem: unable to get local issuer certificate"
esw.gov.zw,"200"
ictministry.gov.zw,"200"
44thsadcsummit.gov.zw,"200"
a.gov.zw,"Could not resolve host: a.gov.zw"
bi.potraz.gov.zw,"Could not resolve host: bi.potraz.gov.zw"
dvls.gov.zw,"Could not resolve host: dvls.gov.zw"
gispca.gov.zw,"Could not resolve host: gispca.gov.zw"
hosting.gov.zw,"Could not resolve host: hosting.gov.zw"
isp.gov.zw,"Could not resolve host: isp.gov.zw"
keycloak.esw.gov.zw,"Could not resolve host: keycloak.esw.gov.zw"
movlsa.gov.zw,"Could not resolve host: movlsa.gov.zw"
masaisai.gov.zw,"Could not resolve host: masaisai.gov.zw"
mict.gov.zw,"Could not resolve host: mict.gov.zw"
mail2.isp.gov.zw,"Could not resolve host: mail2.isp.gov.zw"
av.zim.gov.zw,"Could not resolve host: av.zim.gov.zw"
imt.gov.zw,"SSL: no alternative certificate subject name matches target hostname 'imt.gov.zw'"
mail.potraz.gov.zw,"Could not resolve host: mail.potraz.gov.zw"
accounts.parlzim.gov.zw,"SSL: no alternative certificate subject name matches target hostname 'accounts.parlzim.gov.zw'"
gisp.gov.zw,"SSL certificate problem: unable to get local issuer certificate"
autodiscover.zim.gov.zw,"Could not resolve host: autodiscover.zim.gov.zw"
agric.gov.zw,"TLS connect error: error:0A000126:SSL routines::unexpected eof while reading"
awlu1.potraz.gov.zw,"Could not resolve host: awlu1.potraz.gov.zw"
afz.gov.zw,"500"
cpcontacts.wetlandscop15.gov.zw,"401"
cpanel.wetlandscop15.gov.zw,"200"
mashwest.gov.zw,"301"
enterpriseregistration.zim.gov.zw,"Could not resolve host: enterpriseregistration.zim.gov.zw"
cpcalendars.wetlandscop15.gov.zw,"401"
dvslims.pfms.gov.zw,"SSL certificate problem: unable to get local issuer certificate"
chipingerdc.gov.zw,"301"
cpanel.44thsadcsummit.gov.zw,"200"
kc.zimeris.gov.zw,"SSL certificate problem: certificate has expired"
mail.agric.gov.zw,"Could not resolve host: mail.agric.gov.zw"
imap.zim.gov.zw,"Could not resolve host: imap.zim.gov.zw"
imap.gisp.gov.zw,"Could not resolve host: imap.gisp.gov.zw"
mail.zim.gov.zw,"Could not resolve host: mail.zim.gov.zw"
lyncdiscover.zim.gov.zw,"Could not resolve host: lyncdiscover.zim.gov.zw"
mail.gov.zw,"200"
mail.wetlandscop15.gov.zw,"Could not resolve host: mail.wetlandscop15.gov.zw"
meet.zim.gov.zw,"Could not resolve host: meet.zim.gov.zw"
evisa-api.gov.zw,"301"
mecw.gov.zw,"200"
awlu2.potraz.gov.zw,"Could not resolve host: awlu2.potraz.gov.zw"
apps.mohcc.gov.zw,"200"
msoid.zim.gov.zw,"Could not resolve host: msoid.zim.gov.zw"
archives.gov.zw,"301"
pop3.zim.gov.zw,"Could not resolve host: pop3.zim.gov.zw"
potraz.gov.zw,"Could not resolve host: potraz.gov.zw"
mines.gov.zw,"301"
mail1.isp.gov.zw,"307"
erecruitment.psc.gov.zw,"200"
sip.zim.gov.zw,"Could not resolve host: sip.zim.gov.zw"
