field,text
country_name,"Federal Republic of Nigeria"
government_type,"federal presidential republic"
capital,"Abuja"
chief_of_state,"President Bola Ahmed Adekunle TINUBU (since 29 May 2023)"
head_of_government,"President Bola Ahmed Adekunle TINUBU (since 29 May 2023)"
judicial_highest_courts,"Supreme Court (consists of the chief justice and 15 justices)"
constitution_history,"several previous; latest adopted 5 May 1999, effective 29 May 1999"
