hostname,score,sources,label,level
gistda.or.th,7,wikidata;wikidata,Geo-Informatics and Space Technology Development Agency,
royaloffice.th,7,wikidata;wikidata,Bureau of the Royal Household,central
th.usembassy.gov,7,wikidata;wikidata,"Embassy of the United States, Bangkok | Consulate General of the United States, Chiang Mai",central
constitutionalcourt.or.th,6,wikidata,Constitutional Court of Thailand,
office.constitutionalcourt.or.th,6,wikidata,Office of the Constitutional Court of Thailand,
aerothai.co.th,4,wikidata,Aeronautical Radio of Thailand,
bangkok.mfa.gov.hu,4,wikidata,embassy of Hungary to Thailand,central
biotec.or.th,4,wikidata,BIOTEC,
bot.or.th,4,wikidata,Bank of Thailand,
cicot.or.th,4,wikidata,Central Islamic Council of Thailand,
en.thaihealth.or.th,4,wikidata,Thai Health Promotion Foundation,
glo.or.th,4,wikidata,Thai Government Lottery Office,
gpo.or.th,4,wikidata,Government Pharmaceutical Organization,
ksp.or.th,4,wikidata,Teachers' Council of Thailand,
nectec.or.th,4,wikidata,National Electronics and Computer Technology Center,
nimt.or.th,4,wikidata,National Institute of Metrology (Thailand),
nxpo.or.th,4,wikidata,Office of National Higher Education Science Research and Innovation Policy Council,
old.hsri.or.th,4,wikidata,Health Systems Research Institute,
rtsd.mi.th,4,wikidata,Royal Thai Survey Department,
sec.or.th,4,wikidata,"The Securities and Exchange Commission, Thailand",
sp.mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Bangkok",central
supremecourt.or.th,4,wikidata,Supreme Court of Thailand,
tgi.or.th,4,wikidata,Thai-German Institute,
tmc.or.th,4,wikidata,Medical Council of Thailand,
trf.or.th,4,wikidata,Thailand Research Fund,
tsri.or.th,4,wikidata,Thailand Science Research and Innovation,
afrims.health.mil,3,wikidata,United States Army Medical Directorate - Armed Forces Research Institute of Medical Sciences,
ambasadat.net,3,wikidata,"Embassy of Kosovo, Bangkok",central
armenianconsulatethailand.com,3,wikidata,Consulate of Armenia in Thailand,central
bangkok.diplo.de,3,wikidata,"Embassy of Germany, Bangkok",central
bangkok.embassy.mn,3,wikidata,"Embassy of Mongolia, Bangkok",central
bangkok.mae.lu,3,wikidata,Embassy of Luxembourg in Bangkok,central
bangkok.mae.ro,3,wikidata,"Embassy of Romania, Bangkok",central
bangkok.mfa.ir,3,wikidata,"Embassy of Iran, Bangkok",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Thailand,
enaca.org,3,wikidata,Network of Aquaculture Centres in Asia-Pacific,
finlandabroad.fi,3,wikidata,"Embassy of Finland, Bangkok",central
humanrights.asia,3,wikidata,Asian Human Rights Commission,
mfa.gr,3,wikidata,embassy of Greece in Thailand,central
moroccoembassybangkok.org,3,wikidata,"Embassy of Morocco, Bangkok",central
mzv.cz,3,wikidata,"Embassy of the Czech Republic, Bangkok",central
mzv.sk,3,wikidata,"Embassy of Slovakia, Bangkok",central
naresuanforce.com,3,wikidata,Naresuan Command,
norway.no,3,wikidata,"Embassy of Norway, Bangkok",central
ordnancerta.com,3,wikidata,Royal Thai Army Ordnance Department,
panathai.com,3,wikidata,"Embassy of Panama, Bangkok",central
phamuangforce.com,3,wikidata,Phamuang Command,
phtnet.org,3,wikidata,Postharvest Technology Innovation Center,
qsbg.org,3,wikidata,"The Botanical Garden Organization, Thailand",
roc-taiwan.org,3,wikidata,Taipei Economic and Cultural Office in Thailand,
suranareecommand-rta.net,3,wikidata,Suranaree Command,
swedenabroad.com,3,wikidata,"Embassy of Sweden, Bangkok",central
th.ambafrance.org,3,wikidata,"Embassy of France, Bangkok",central
thailand.mid.ru,3,wikidata,embassy of Russia in Thailand,central
thailand.um.dk,3,wikidata,"Embassy of Denmark, Bangkok",central
tourismthailand.org,3,wikidata,Tourism Authority of Thailand,
