hostname,score,sources,label,level
chpao.org,3,wikidata,Chaiyaphum Provincial Administrative Organization,central-1
loppao.com,3,wikidata,Lopburi Provincial Administrative Organization,central-1
nkppao.com,3,wikidata,Nakhon Phanom Provincial Administrative Organization,central-1
phuketcity.org,3,wikidata,Phuket Provincial Administrative Organization,central-1
surinpao.org,3,wikidata,Surin Provincial Administrative Organization,central-1
bsru.ac.th,7,wikidata;wikidata,Bansomdejchaopraya Rajabhat University,university
chula.ac.th,4,wikidata,Chulalongkorn University,university
dru.ac.th,4,wikidata,Dhonburi Rajabhat University,university
tu.ac.th,4,wikidata,Thammasat University,university
umpudh.com,3,wikidata,Navamindradhiraj University,university
