subdomain,http_status
support.gov.cm,"Could not resolve host: support.gov.cm"
minjec.gov.cm,"200"
minepded.gov.cm,"200"
cartographie.gov.cm,"200"
minesec.gov.cm,"200"
ecommerce.gov.cm,"SSL certificate problem: certificate has expired"
aigles.gov.cm,"Could not resolve host: aigles.gov.cm"
meteocameroon.gov.cm,"200"
autodiscover.minpostel.gov.cm,"Could not resolve host: autodiscover.minpostel.gov.cm"
perso.minpostel.gov.cm,"Could not resolve host: perso.minpostel.gov.cm"
systra.gov.cm,"SSL certificate problem: unable to get local issuer certificate"
minddevel.gov.cm,"SSL certificate problem: self-signed certificate"
abs-cameroon.minepded.gov.cm,"Failed to connect to abs-cameroon.minepded.gov.cm port 443 after 2274 ms: Could not connect to server"
mintoul.gov.cm,"SSL certificate problem: certificate has expired"
svrmail.aigles.gov.cm,"Could not resolve host: svrmail.aigles.gov.cm"
fichier.minfopra.gov.cm,"SSL: no alternative certificate subject name matches target hostname 'fichier.minfopra.gov.cm'"
carto.minfopra.gov.cm,"SSL certificate problem: self-signed certificate in certificate chain"
minepat.gov.cm,"200"
mail.aigles.gov.cm,"Could not resolve host: mail.aigles.gov.cm"
mail.minepded.gov.cm,"Could not resolve host: mail.minepded.gov.cm"
mail.minjec.gov.cm,"Could not resolve host: mail.minjec.gov.cm"
minac.gov.cm,"301"
actes.minfopra.gov.cm,"SSL certificate problem: self-signed certificate in certificate chain"
cnc.gov.cm,"200"
smtp.minac.gov.cm,"SSL: no alternative certificate subject name matches target hostname 'smtp.minac.gov.cm'"
support.aigles.gov.cm,"Could not resolve host: support.aigles.gov.cm"
recrutement-special-2000minesup.gov.cm,"SSL certificate problem: self-signed certificate"
mail.minac.gov.cm,"SSL: no alternative certificate subject name matches target hostname 'mail.minac.gov.cm'"
mail.minddevel.gov.cm,"200"
ftp.apvcameroun.gov.cm,"SSL certificate problem: self-signed certificate"
cpanel.cnc.gov.cm,"Could not resolve host: cpanel.cnc.gov.cm"
mail.cnc.gov.cm,"301"
pop.minac.gov.cm,"SSL: no alternative certificate subject name matches target hostname 'pop.minac.gov.cm'"
conafe.gov.cm,"200"
apvcameroun.gov.cm,"200"
ftp.conafe.gov.cm,"SSL certificate problem: self-signed certificate"
bourse-des-dechets.minepded.gov.cm,"200"
minfopra.gov.cm,"301"
authentifie.minfopra.gov.cm,"302"
minesup.gov.cm,"301"
mail.mindef.gov.cm,"200"
mail.minesup.gov.cm,"SSL certificate problem: certificate has expired"
www.recrutement-special-2000minesup.gov.cm,"Could not resolve host: www.recrutement-special-2000minesup.gov.cm"
www.abs-cameroon.minepded.gov.cm,"Could not resolve host: www.abs-cameroon.minepded.gov.cm"
spm.gov.cm,"200"
www.supportaigles.gov.cm,"Could not resolve host: www.supportaigles.gov.cm"
servicepublic.gov.cm,"200"
divcoop.mindef.gov.cm,"200"
ftp.minfof.gov.cm,"SSL certificate problem: self-signed certificate"
minmidt.gov.cm,"Failed to connect to minmidt.gov.cm port 443 after 2872 ms: Could not connect to server"
dossier.minfopra.gov.cm,"302"
workspace.minfopra.gov.cm,"SSL certificate problem: certificate has expired"
adminavi.mincom.gov.cm,"Connection timed out after 3002 milliseconds"
minfof.gov.cm,"301"
avi.mincom.gov.cm,"Connection timed out after 3002 milliseconds"
concoursonline.minfopra.gov.cm,"Operation timed out after 3001 milliseconds with 0 bytes received"
