hostname,http_status,mx
maskat.diplo.de,200,10 mx2.bund.de.; 10 mx1.bund.de.
mofaic.gov.ae,IOException: HTTP/1.1 header parser received no bytes,10 smartmail1.fednet.gov.ae.; 20 smartmail2.fednet.gov.ae.
muscat.mae.ro,503,none
mwasalat.om,200,0 mwasalat-om.mail.protection.outlook.com.
om.ambafrance.org,301,none
oman.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
oman.om,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
omaninfo.om,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 autodiscover.omaninfo.om.
riyada.om,301,none
roc-taiwan.org,302,none
shura.om,301,10 omandatapark-com-1.fortimailcloud.com.; 20 omandatapark-com-2.fortimailcloud.com.
squ.edu.om,HttpConnectTimeoutException: HTTP connect timed out,3 alt1.aspmx.l.google.com.; 10 mx1.squ.edu.om.; 3 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt4.aspmx.l.google.com.; 21 alumni-squ-edu-om.mail.protection.outlook.com.; 5 alt3.aspmx.l.google.com.
statecouncil.om,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,20 omandatapark-com-2.fortimailcloud.com.; 10 omandatapark-com-1.fortimailcloud.com.
