subdomain,mx
10e-cjsoi.gov.mg,none
ac-dsigd.mmrs.gov.mg,none
admin.edutic.gov.mg,none
adr0.mcc.gov.mg,none
adresse-contact-pf.minae.gov.mg,dig error
agri.back-economie-pf.minae.gov.mg,none
agri.minae.gov.mg,none
ambamad-bruxelles.diplomatie.gov.mg,none
ambamad-newdelhi.diplomatie.gov.mg,none
ambamad-paris.diplomatie.gov.mg,none
ambamad-rome.diplomatie.gov.mg,none
ambamad-tokyo.diplomatie.gov.mg,none
ambamad-washington.diplomatie.gov.mg,none
anaf.gov.mg,10 loco.anaf.gov.mg.
annuaire.tourisme.gov.mg,none
anr-data.digital.gov.mg,none
anre.gov.mg,none
api-82rx5qdjw6iw.aroafodata.gov.mg,none
api-anr.digital.gov.mg,none
api-jioi.digital.gov.mg,none
api-macy7seczf05.aroafodata.gov.mg,none
api-staging.digital.gov.mg,none
api.diary.gov.mg,none
api.e-vahiny.gov.mg,none
api.lab.siecm.gov.mg,none
api.labo.siecm.gov.mg,none
api.low-tech.siecm.gov.mg,none
api.mahatoky.gov.mg,none
api.preprod.siecm.gov.mg,none
api.siecm.gov.mg,none
apim.madaconnect.gov.mg,none
apim.othersi.gov.mg,none
apiserver.minae.gov.mg,dig error
app.education.gov.mg,none
app.prea.gov.mg,none
app.torolalana.gov.mg,none
applis.mica.gov.mg,none
applis.micc.gov.mg,none
apps.mcc.gov.mg,none
araho-education.digital.gov.mg,none
araho.education.digital.gov.mg,none
aroafo.gov.mg,none
aroafodata.gov.mg,none
artisanat.mica.gov.mg,none
auth.lab.siecm.gov.mg,none
auth.labo.siecm.gov.mg,none
auth.madaconnect.gov.mg,none
auth.othersi.gov.mg,none
auth.preprod.siecm.gov.mg,none
auth.siecm.gov.mg,none
autoconfig.mtm.gov.mg,none
autodiscover.metfp.gov.mg,none
autodiscover.mica.gov.mg,none
autodiscover.micc.gov.mg,none
autodiscover.mtm.gov.mg,none
autodiscover.suivi-formation.metfp.gov.mg,none
autodiscover.tourisme.gov.mg,none
bacc.mahajanga.digital.gov.mg,none
bacc.toliara.digital.gov.mg,none
back-economie-pf.minae.gov.mg,10 mail.minae.gov.mg.
back-minae-appui-pf.minae.gov.mg,none
back-nutrition-pf.minae.gov.mg,none
back-orgpaysane-pf.minae.gov.mg,none
back-realisation-pf.minae.gov.mg,none
back-referentiel-pf.minae.gov.mg,none
badge-minae.digital.gov.mg,none
badge.back-economie-pf.minae.gov.mg,none
badge.minae.gov.mg,none
bcmm.mmrs.gov.mg,none
bibli.meah.gov.mg,none
biblio.micc.gov.mg,none
bliblio.meah.gov.mg,none
blog.gov.mg,none
bngrc.gov.mg,0 bngrc-gov-mg.mail.protection.outlook.com.
calendrier-evenement.back-economie-pf.minae.gov.mg,none
calendrier-evenement.minae.gov.mg,none
card-producer-minae-api.digital.gov.mg,none
card-producer-minae.digital.gov.mg,none
carte-minae.digital.gov.mg,none
carteproducteur.back-economie-pf.minae.gov.mg,none
carteproducteur.minae.gov.mg,none
ccse.mmrs.gov.mg,none
cloud.csi.gov.mg,none
cloud.diplomatie.gov.mg,none
cloud.metfp.gov.mg,none
cnlegis.gov.mg,0 mail.cnlegis.gov.mg.
comesa.comesa.diplomatie.gov.mg,none
comesa.diplomatie.gov.mg,none
commerce.mica.gov.mg,none
config.back-economie-pf.minae.gov.mg,none
config.lab.siecm.gov.mg,none
config.labo.siecm.gov.mg,none
config.minae.gov.mg,dig error
config.preprod.siecm.gov.mg,none
config.siecm.gov.mg,none
confnat2022.back-economie-pf.minae.gov.mg,none
confnat2022.minae.gov.mg,none
content-management-stg.digital.gov.mg,none
contrat-agricole-pf.minae.gov.mg,none
countryconfig.lab.siecm.gov.mg,none
countryconfig.labo.siecm.gov.mg,none
countryconfig.preprod.siecm.gov.mg,none
countryconfig.siecm.gov.mg,none
courrier.back-economie-pf.minae.gov.mg,dig error
courrier.minae.gov.mg,none
covax.vaksiny.gov.mg,none
covdata.gov.mg,none
cpanel.metfp.gov.mg,none
cpanel.mica.gov.mg,none
cpanel.micc.gov.mg,none
cpanel.mmrs.gov.mg,none
cpanel.suivi-formation.metfp.gov.mg,none
cpanel.tourisme.gov.mg,none
cpcalendars.metfp.gov.mg,none
cpcalendars.mica.gov.mg,none
cpcalendars.micc.gov.mg,none
cpcalendars.mmrs.gov.mg,none
cpcalendars.suivi-formation.metfp.gov.mg,none
cpcalendars.tourisme.gov.mg,none
cpcontacts.metfp.gov.mg,none
cpcontacts.mica.gov.mg,none
cpcontacts.micc.gov.mg,none
cpcontacts.mmrs.gov.mg,none
cpcontacts.suivi-formation.metfp.gov.mg,none
