hostname,score,sources,label,level
uan.ao,4,wikidata,Agostinho Neto University,university
ujes.co.ao,4,wikidata,Universidade José Eduardo dos Santos,university
ukb.ed.ao,4,wikidata,Katyavala Bwila University,university
ulan.ed.ao,4,wikidata,Universidade Lueji A'Nkonde,university
umn.ed.ao,4,wikidata,Mandume ya Ndemufayo University,university
unikivi.ao,4,wikidata,Universidade Kimpa Vita,university
uniluanda.ao,4,wikidata,University of Luanda,university
uninbe.ao,4,wikidata,University of Namibe,university
uninjingambande.ed.ao,4,wikidata,Rainha Njinga a Mbandi University,university
uon.ed.ao,4,wikidata,11 de Novembro University,university
univecc.net,3,wikidata,Cuito Cuanavale University,university
