subdomain,http_status
admin.d8.education.gov.lc,"SSL certificate problem: certificate has expired"
archive.stlucia.gov.lc,"200"
assets.education.gov.lc,"Connection timed out after 3001 milliseconds"
asycuda.customs.gov.lc,"Connection timed out after 3001 milliseconds"
autodiscover.commerce.gov.lc,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.commerce.gov.lc'"
autodiscover.finance.gov.lc,"400"
aw.customs.gov.lc,"Connection timed out after 3001 milliseconds"
bigblue.education.gov.lc,"200"
bookbursary.education.gov.lc,"200"
calendar.education.gov.lc,"SSL certificate problem: certificate has expired"
camdu.education.gov.lc,"SSL certificate problem: certificate has expired"
cars.education.gov.lc,"Connection timed out after 3002 milliseconds"
cle.education.gov.lc,"SSL certificate problem: certificate has expired"
cloud.education.gov.lc,"SSL certificate problem: certificate has expired"
cmc.education.gov.lc,"SSL certificate problem: certificate has expired"
commerce.gov.lc,"200"
cpanel.commerce.gov.lc,"SSL: no alternative certificate subject name matches target hostname 'cpanel.commerce.gov.lc'"
cpanel.externalaffairs.gov.lc,"200"
cpanel.finance.gov.lc,"500"
cpcalendars.commerce.gov.lc,"SSL: no alternative certificate subject name matches target hostname 'cpcalendars.commerce.gov.lc'"
cpcalendars.finance.gov.lc,"500"
cpcontacts.commerce.gov.lc,"SSL: no alternative certificate subject name matches target hostname 'cpcontacts.commerce.gov.lc'"
cpcontacts.finance.gov.lc,"500"
crm.externalaffairs.gov.lc,"SSL certificate problem: certificate has expired"
customs.gov.lc,"200"
cxcreg.education.gov.lc,"200"
d2.education.gov.lc,"SSL certificate problem: certificate has expired"
d8.education.gov.lc,"SSL certificate problem: certificate has expired"
dashboard.education.gov.lc,"Connection timed out after 3001 milliseconds"
db.commerce.gov.lc,"500"
demo.education.gov.lc,"SSL certificate problem: certificate has expired"
demorest.education.gov.lc,"SSL certificate problem: certificate has expired"
demosis.education.gov.lc,"Connection timed out after 3001 milliseconds"
dev.msea.commerce.gov.lc,"Could not resolve host: dev.msea.commerce.gov.lc"
docs.externalaffairs.gov.lc,"Could not resolve host: docs.externalaffairs.gov.lc"
ecm.externalaffairs.gov.lc,"Could not resolve host: ecm.externalaffairs.gov.lc"
education.gov.lc,"301"
elections.gov.lc,"Connection timed out after 3001 milliseconds"
