subdomain,mx
admin.api.dev.app.eesti.ee,none
admin.buerokratt.eesti.ee,none
ahk.eesti.ee,none
andmed-test.eesti.ee,none
andmed.eesti.ee,none
api.app.eesti.ee,none
api.arva.dev.eesti.ee,none
api.arva.test.eesti.ee,none
api.dev.app.eesti.ee,none
api.test.app.eesti.ee,none
app.eesti.ee,none
arendus.eesti.ee,none
argocd.app.eesti.ee,none
argocd.arva.dev.eesti.ee,none
argocd.arva.eesti.ee,none
argocd.arva.test.eesti.ee,none
argocd.dev.app.eesti.ee,none
argocd.dev.postkast.eesti.ee,none
argocd.pk2-central.demo.eesti.ee,none
argocd.pk2-central.dev.eesti.ee,none
argocd.pk2-central.eesti.ee,none
argocd.pk2-central.test.eesti.ee,none
argocd.pk2-client.dev.eesti.ee,none
argocd.pk2-client.eesti.ee,none
argocd.pk2-client.test.eesti.ee,none
argocd.postkast.arendus.eesti.ee,none
argocd.postkast.eesti.ee,none
argocd.pro.dev.eesti.ee,none
argocd.pro.eesti.ee,none
argocd.pro.stage.eesti.ee,none
argocd.pro.test.eesti.ee,none
argocd.sun.dev.eesti.ee,none
argocd.sun.eesti.ee,none
argocd.sun.stage.eesti.ee,none
argocd.sun.test.eesti.ee,none
argocd.test.app.eesti.ee,none
arva.dev.eesti.ee,none
arva.eesti.ee,none
arva.test.eesti.ee,none
atv-dev.eesti.ee,none
auth-admin.pro.dev.eesti.ee,none
auth-admin.pro.eesti.ee,none
auth-admin.pro.stage.eesti.ee,none
auth-admin.pro.test.eesti.ee,none
auth.arva.dev.eesti.ee,none
auth.arva.eesti.ee,none
auth.arva.test.eesti.ee,none
auth.pro.dev.eesti.ee,none
auth.pro.eesti.ee,none
auth.pro.stage.eesti.ee,none
auth.pro.test.eesti.ee,none
avaandmed.eesti.ee,none
avaandmeddev.eesti.ee,none
avaandmedtest.eesti.ee,none
beta.eesti.ee,none
buerokratt.eesti.ee,none
burokratt.eesti.ee,none
central.dev.postkast.eesti.ee,none
central.postkast.arendus.eesti.ee,none
central.postkast.eesti.ee,none
central.postkast.test.eesti.ee,none
central.test.postkast.eesti.ee,none
demo.eesti.ee,none
dev.app.eesti.ee,none
dev.eesti.ee,none
digiriik.eesti.ee,none
disain.eesti.ee,none
eeltoodang.eesti.ee,none
eesti.ee,none
eestiee.api.pk2-client.eesti.ee,none
eestiee.api.pk2-client.test.eesti.ee,none
eestiee.dev.postkast.eesti.ee,none
eestiee.pk2-client.dev.eesti.ee,none
eestiee.pk2-client.eesti.ee,none
eestiee.pk2-client.test.eesti.ee,none
eestiee.postkast.arendus.eesti.ee,none
eestiee.postkast.eesti.ee,none
eestiee.postkast.test.eesti.ee,none
eestiee.test.postkast.eesti.ee,none
elvl.api.pk2-client.eesti.ee,none
elvl.api.pk2-client.test.eesti.ee,none
elvl.pk2-client.dev.eesti.ee,none
elvl.pk2-client.eesti.ee,none
elvl.pk2-client.test.eesti.ee,none
emta.api.pk2-client.eesti.ee,none
emta.api.pk2-client.test.eesti.ee,none
emta.pk2-client.dev.eesti.ee,none
emta.pk2-client.eesti.ee,none
emta.pk2-client.test.eesti.ee,none
es.arendus.eesti.ee,none
es.beta.eesti.ee,none
euro.eesti.ee,10 smtp.epbe.ee.; 20 smtp2.epbe.ee.
funktsioonivaramu-dev.eesti.ee,none
funktsioonivaramu-test.eesti.ee,none
grafana.app.eesti.ee,none
grafana.arva.dev.eesti.ee,none
grafana.arva.eesti.ee,none
grafana.arva.test.eesti.ee,none
grafana.dev.app.eesti.ee,none
grafana.dev.postkast.eesti.ee,none
grafana.pk2-central.demo.eesti.ee,none
grafana.pk2-central.dev.eesti.ee,none
grafana.pk2-central.eesti.ee,none
grafana.pk2-central.test.eesti.ee,none
grafana.pk2-client.eesti.ee,none
grafana.postkast.arendus.eesti.ee,none
grafana.postkast.eesti.ee,none
grafana.pro.dev.eesti.ee,none
grafana.pro.eesti.ee,none
grafana.pro.stage.eesti.ee,none
grafana.pro.test.eesti.ee,none
grafana.test.app.eesti.ee,none
harbor.pro.dev.eesti.ee,none
harbor.pro.eesti.ee,none
harbor.pro.stage.eesti.ee,none
harbor.pro.test.eesti.ee,none
hpkp-test.eesti.ee,none
id.arendus.eesti.ee,none
id.eesti.ee,none
id.test.eesti.ee,none
infoyhiskond.eesti.ee,none
katse.test.eesti.ee,none
keskkonnaamet.api.pk2-client.eesti.ee,none
keskkonnaamet.api.pk2-client.test.eesti.ee,none
keskkonnaamet.pk2-client.dev.eesti.ee,none
keskkonnaamet.pk2-client.eesti.ee,none
keskkonnaamet.pk2-client.test.eesti.ee,none
kiali.arva.dev.eesti.ee,none
kiali.arva.eesti.ee,none
kiali.arva.test.eesti.ee,none
kiali.dev.app.eesti.ee,none
kiali.pk2-central.demo.eesti.ee,none
kiali.pk2-central.dev.eesti.ee,none
kiali.pk2-central.eesti.ee,none
kiali.pk2-central.test.eesti.ee,none
kiali.pk2-client.eesti.ee,none
koodivaramu.eesti.ee,none
koolitus.eesti.ee,none
kpkoda.api.pk2-client.eesti.ee,none
kpkoda.api.pk2-client.test.eesti.ee,none
kpkoda.pk2-client.eesti.ee,none
kpkoda.pk2-client.test.eesti.ee,none
kv-frdocker-01.dev.eesti.ee,none
kv-frdocker-01.test.eesti.ee,none
kv-frdocker-02.dev.eesti.ee,none
kv-frdocker-02.test.eesti.ee,none
kyc-dev.eesti.ee,none
kyc-test.eesti.ee,none
lkf.api.pk2-client.eesti.ee,none
lkf.api.pk2-client.test.eesti.ee,none
lkf.pk2-client.dev.eesti.ee,none
lkf.pk2-client.eesti.ee,none
lkf.pk2-client.test.eesti.ee,none
logs.pro.dev.eesti.ee,none
logs.pro.eesti.ee,none
logs.pro.stage.eesti.ee,none
logs.pro.test.eesti.ee,none
longhorn.app.eesti.ee,none
longhorn.arva.dev.eesti.ee,none
longhorn.arva.eesti.ee,none
longhorn.arva.test.eesti.ee,none
