field,text
country_name,"Republic of Nicaragua"
government_type,"presidential republic"
capital,"Managua"
chief_of_state,"President Jose Daniel ORTEGA Saavedra (since 10 January 2007)"
head_of_government,"President Jose Daniel ORTEGA Saavedra (since 10 January 2007)"
judicial_highest_courts,"Supreme Court or Corte Suprema de Justicia (consists of 16 judges organized into administrative, civil, criminal, and constitutional chambers)"
constitution_history,"several previous; latest adopted 19 November 1986, effective 9 January 1987"
