subdomain,mx
a.tresor.gouv.ci,none
acces.egouv.ci,none
acces.gouv.ci,none
access.gouv.ci,10 mail.access.gouv.ci.
adfs.gouv.ci,none
admin.sigomap.gouv.ci,none
affairesmaritimes.gouv.ci,10 mx1.affairesmaritimes.gouv.ci.
agents.tresor.gouv.ci,none
agrement.ressourcesanimales.gouv.ci,none
agriculture.gouv.ci,none
amatci.tresor.gouv.ci,none
annuaire.tresor.gouv.ci,none
apif.finances.gouv.ci,10 smtpgateway.sndi.ci.
apif2022.finances.gouv.ci,none
apps.gouv.ci,none
archives.ccdo.gouv.ci,none
armees.gouv.ci,none
associations.jeunesse.gouv.ci,none
assurances.tresor.gouv.ci,none
audiences-bo.justice.gouv.ci,none
audiences.justice.gouv.ci,none
autodiscover.bourses.diplomatie.gouv.ci,none
autodiscover.deplacement-aerien.gouv.ci,none
autodiscover.dgi.gouv.ci,none
autodiscover.fonctionpublique.gouv.ci,none
autodiscover.gouv.ci,none
autodiscover.telecom.gouv.ci,none
autoecoles.transports.gouv.ci,none
autorisation.securite.gouv.ci,none
av.gouv.ci,none
backend.admin.sigomap.gouv.ci,none
backend.efournisseur.gouv.ci,none
backend.sigomap.gouv.ci,none
banniere.gouv.ci,none
baobab.tresor.gouv.ci,none
bdpr.finances.gouv.ci,none
bibliotheque.tresor.gouv.ci,none
bourses.diplomatie.gouv.ci,none
budget.gouv.ci,10 mx4.budget.gouv.ci.; 30 mx1.sndi.ci.; 40 mx1.budget.gouv.ci.; 10 mx3.budget.gouv.ci.
cc.gouv.ci,50 mail.cc.gouv.ci.
cepici.gouv.ci,none
cert.sigmap.gouv.ci,none
cicg.gouv.ci,none
cief.tresor.gouv.ci,none
clients.tresor.gouv.ci,none
cmpabb.tresor.gouv.ci,none
cnzlecaf.gouv.ci,none
collabo.ccdo.gouv.ci,none
commerce.gouv.ci,none
commissiondelaconcurrence.gouv.ci,none
communication.gouv.ci,none
competencesdiaspo.diplomatie.gouv.ci,none
couloirshumanitaires.gouv.ci,none
courrier.commerce.gouv.ci,none
covid19.securite.gouv.ci,none
cp.ogp.gouv.ci,none
cpanel.prixinnovation.energie.gouv.ci,none
csedge.egouv.ci,none
csedge.gouv.ci,none
csp.communication.gouv.ci,none
culture.gouv.ci,none
data.gouv.ci,none
dcpcommunity.tresor.gouv.ci,none
ddisc.environnement.gouv.ci,none
decfinex.tresor.gouv.ci,none
decisionnel-spacia.gouv.ci,none
declaration.transports.gouv.ci,none
defense.gouv.ci,none
demarches.gouv.ci,none
demo.fonctionpublique.gouv.ci,none
deplacement-aerien.gouv.ci,none
dev.environnement.gouv.ci,none
dev.salubrite.gouv.ci,none
dev.sisa.defense.gouv.ci,none
dfsps.tresor.gouv.ci,none
dgat.interieur.gouv.ci,none
dge.gouv.ci,none
dgi.gouv.ci,none
dgpe.gouv.ci,10 mx3.dgpe.gouv.ci.; 10 mx4.dgpe.gouv.ci.; 40 mx1.dgpe.gouv.ci.
diplomatie.gouv.ci,none
ditt.interieur.gouv.ci,none
drh.gendarmerie.gouv.ci,none
dsi.gouv.ci,none
e-agent.dge.gouv.ci,none
e-impots.gouv.ci,none
e-paiements.dgi.gouv.ci,none
e-plaintefonciere.gouv.ci,none
e-plaintesfoncieres.gouv.ci,none
eadministration.gouv.ci,none
eauxetforets.gouv.ci,10 mx1.eauxetforets.gouv.ci.; 10 mx1.sndi.ci.
ecabinet.gouv.ci,10 mail.sndi.ci.
ecabinetmt.gouv.ci,none
econseil.gouv.ci,10 mail.sndi.ci.
econseilv1migration.gouv.ci,none
econsultation.dgi.gouv.ci,none
edemarches.gouv.ci,none
education.gouv.ci,none
efournisseur.gouv.ci,none
emploi.gouv.ci,none
enseignement.gouv.ci,none
environnement.gouv.ci,none
externalweb.gouv.ci,none
famille.gouv.ci,none
finances.gouv.ci,10 mx4.finances.gouv.ci.; 5 mx1.finances.gouv.ci.; 10 mx3.finances.gouv.ci.
fonctionnaireinternational.diplomatie.gouv.ci,none
fonctionpublique.egouv.ci,none
fonctionpublique.gouv.ci,none
fournisseurs.tresor.gouv.ci,none
frappeafroid.transports.gouv.ci,none
gatsu.commerce.gouv.ci,none
gcpnd.gouv.ci,none
gendarmerie.gouv.ci,10 smtpgateway.sndi.ci.
gouv.ci,none
groupware.gouv.ci,none
guce.gouv.ci,0 guce-gouv-ci.mail.protection.outlook.com.
guichet.construction.gouv.ci,none
gupc.construction.gouv.ci,none
idufci-app.construction.gouv.ci,none
idufci.construction.gouv.ci,none
idweb.gouv.ci,none
igf.finances.gouv.ci,none
igt.tresor.gouv.ci,none
imap.ccdo.gouv.ci,none
indicateurs.tresor.gouv.ci,none
interieur.gouv.ci,none
investir.tresor.gouv.ci,none
jeunesse.gouv.ci,none
join.gouv.ci,none
kyc24.gendarmerie.gouv.ci,none
labanque.tresor.gouv.ci,none
ldap.telecom.gouv.ci,none
logementsocial.gouv.ci,none
lyncdiscover.egouv.ci,none
lyncdiscover.gouv.ci,none
mail.apif.finances.gouv.ci,none
mail.bourses.diplomatie.gouv.ci,none
mail.ccdo.gouv.ci,none
mail.deplacement-aerien.gouv.ci,none
mail.dgi.gouv.ci,none
mail.fonctionpublique.gouv.ci,none
mail.gouv.ci,none
mail.interieur.gouv.ci,none
mail.prixinnovation.energie.gouv.ci,none
mail.securite.gouv.ci,none
mail.sigmap.gouv.ci,none
meet.budget.gouv.ci,none
meet.telecom.gouv.ci,none
meetdev.telecom.gouv.ci,none
microfinance.tresor.gouv.ci,none
migrationeconseil2016.gouv.ci,none
mx1.fonctionpublique.gouv.ci,none
mx2.fonctionpublique.gouv.ci,none
newweb.telecom.gouv.ci,none
nutridata.gouv.ci,none
nutrition.gouv.ci,none
observatoire.tresor.gouv.ci,none
ogp.gouv.ci,none
oissu.sport.gouv.ci,none
opendata.tresor.gouv.ci,none
osc.interieur.gouv.ci,none
owa.bourses.diplomatie.gouv.ci,none
owa.deplacement-aerien.gouv.ci,none
passeportsofficiels.diplomatie.gouv.ci,none
pay.tresor.gouv.ci,none
pay2.tresor.gouv.ci,none
pepite2030-test.gouv.ci,none
pepite2030.gouv.ci,none
pgt.tresor.gouv.ci,none
photos.tresor.gouv.ci,none
pilot.fne.dgi.gouv.ci,none
pilote-idufci.construction.gouv.ci,none
plan.gouv.ci,none
pma.fonctionpublique.gouv.ci,none
pme.gouv.ci,10 mx1.pme.gouv.ci.
poc-groupware.gouv.ci,none
pool.gouv.ci,none
portaildettepublique.gouv.ci,none
ppp.gouv.ci,none
preprod.e-impots.gouv.ci,none
pressroom.tresor.gouv.ci,none
prime.gouv.ci,none
prixdexcellence.gouv.ci,10 mail.prixdexcellence.gouv.ci.
prixinnovation.energie.gouv.ci,none
prixplafond.gouv.ci,none
prixplafonds.gouv.ci,none
protectionsociale.gouv.ci,none
pwic.gouv.ci,none
recensement2021.gouv.ci,none
reconciliation.gouv.ci,none
recouvrement.tresor.gouv.ci,none
registrationportal.gouv.ci,none
reservationconf.gouv.ci,none
ressourcesanimales.gouv.ci,5 mx.ressourcesanimales.gouv.ci.; 5 mx3.ressourcesanimales.gouv.ci.; 10 mx1.ressourcesanimales.gouv.ci.; 5 mx4.ressourcesanimales.gouv.ci.
rp.gouv.ci,none
salubrite.gouv.ci,none
sante.gouv.ci,10 mx1.sante.gouv.ci.; 5 mx3.sante.gouv.ci.
santepourtous.gouv.ci,none
securite.gouv.ci,none
securiteroutiere.gouv.ci,none
servicecivique.gouv.ci,none
servicepublic.gouv.ci,none
services.tresor.gouv.ci,none
sgg.gouv.ci,none
sib.dgbf.gouv.ci,none
sibc.ppp.gouv.ci,none
sie.environnement.gouv.ci,none
sig.communication.gouv.ci,none
sigac.diplomatie.gouv.ci,none
sigfae.fonctionpublique.gouv.ci,none
sigmap.gouv.ci,none
sigmg.diplomatie.gouv.ci,none
sigmission.gouv.ci,none
sigomap.gouv.ci,10 mail.sigomap.gouv.ci.
sigresh.finances.gouv.ci,none
sigsante.gouv.ci,none
sigssu.oissu.sport.gouv.ci,none
sile.tresor.gouv.ci,none
simg.diplomatie.gouv.ci,none
sip.egouv.ci,10 mail.access.gouv.ci.
sip.gouv.ci,none
sisa.defense.gouv.ci,none
sms.tresor.gouv.ci,none
smtp.ccdo.gouv.ci,none
