field,text
country_name,"Federation of Saint Kitts and Nevis"
government_type,"federal parliamentary democracy under a constitutional monarchy; a Commonwealth realm"
capital,"Basseterre"
chief_of_state,"King CHARLES III (since 8 September 2022); represented by Governor General Marcella LIBURD (since 1 February 2023)"
head_of_government,"Prime Minister Dr. Terrance DREW (since 6 August 2022)"
judicial_highest_courts,"the Eastern Caribbean Supreme Court (ECSC) is the superior court of the Organization of Eastern Caribbean States; the ECSC is headquartered on St. Lucia and consists of the Court of Appeal -- headed by the chief justice and 4 judges -- and the High Court with 18 judges; the Court of Appeal travels to member states on a schedule to hear appeals from the High Court and subordinate courts; member of the Caribbean Court of Justice"
constitution_history,"several previous (pre-independence); latest presented 22 June 1983, effective 23 June 1983"
