subdomain,parent_domain,http_status
accreditationpresse.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
action-sociale.gov.bf,gov.bf,301
admin.gov.bf,gov.bf,Could not resolve host: admin.gov.bf
agrementtechnique.mdenp.gov.bf,gov.bf,SSL certificate problem: self-signed certificate
agriculture.gov.bf,gov.bf,301
alias.gov.bf,gov.bf,200
ambabf-afriquedusud.gov.bf,gov.bf,301
anpe.gov.bf,gov.bf,Resolving timed out after 3000 milliseconds
anptic.gov.bf,gov.bf,Operation timed out after 3001 milliseconds with 0 bytes received
aobop.fonction-publique.gov.bf,gov.bf,SSL certificate problem: self-signed certificate
api-sintax-homologation.impots.gov.bf,gov.bf,Could not resolve host: api-sintax-homologation.impots.gov.bf
api-sintax.impots.gov.bf,gov.bf,Could not resolve host: api-sintax.impots.gov.bf
api.erile.amp.sante.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
apiv2.erile.amp.sante.gov.bf,gov.bf,Resolving timed out after 3000 milliseconds
arcop.gov.bf,gov.bf,Could not resolve host: arcop.gov.bf
asbc.sante.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
asmp.fonction-publique.gov.bf,gov.bf,SSL certificate problem: self-signed certificate
assembleenationale.gov.bf,gov.bf,Could not resolve host: assembleenationale.gov.bf
assises-nationales.education.gov.bf,gov.bf,Failed to connect to assises-nationales.education.gov.bf port 443 after 356 ms: Could not connect to server
assises-resina.gov.bf,gov.bf,Operation timed out after 3001 milliseconds with 0 bytes received
assistant-peogo.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
ati.gov.bf,gov.bf,200
attestationtravail.fonction-publique.gov.bf,gov.bf,SSL certificate problem: self-signed certificate
autodiscover.gov.bf,gov.bf,Could not resolve host: autodiscover.gov.bf
autorisationdenseigner.menapln.gov.bf,gov.bf,SSL certificate problem: self-signed certificate
autorisationdenseigner.mesrsi.gov.bf,gov.bf,Could not resolve host: autorisationdenseigner.mesrsi.gov.bf
av.gov.bf,gov.bf,Could not resolve host: av.gov.bf
bbb-demo.gov.bf,gov.bf,TLS connect error: error:0A0000C6:SSL routines::packet length too long
biblio.enp.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
bina.gov.bf,gov.bf,404
bitrix-crm.corus-insp.gov.bf,gov.bf,Could not resolve host: bitrix-crm.corus-insp.gov.bf
bncedeao.gov.bf,gov.bf,Failed to connect to bncedeao.gov.bf port 443 after 1496 ms: Could not connect to server
bncedeao.integration.gov.bf,gov.bf,Could not resolve host: bncedeao.integration.gov.bf
bondon.gov.bf,gov.bf,Could not resolve host: bondon.gov.bf
bondoo-sig.gov.bf,gov.bf,Operation timed out after 3002 milliseconds with 0 bytes received
bondoo-test.gov.bf,gov.bf,Operation timed out after 3002 milliseconds with 0 bytes received
bondoo.gov.bf,gov.bf,302
calendar.gov.bf,gov.bf,Operation timed out after 3002 milliseconds with 0 bytes received
carteau.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
casierjudiciaire.justice.gov.bf,gov.bf,SSL certificate problem: self-signed certificate
catalogue.sante.gov.bf,gov.bf,Could not resolve host: catalogue.sante.gov.bf
catalogues.ms.sante.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
cenamafs.education.gov.bf,gov.bf,Operation timed out after 3001 milliseconds with 0 bytes received
cenou.gov.bf,gov.bf,301
certificatnationalite.justice.gov.bf,gov.bf,SSL certificate problem: certificate has expired
ces.gov.bf,gov.bf,Could not resolve host: ces.gov.bf
chubogodogo.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
cim.gov.bf,gov.bf,200
ciospb.gov.bf,gov.bf,301
cloud.gov.bf,gov.bf,Could not resolve host: cloud.gov.bf
cnes.gov.bf,gov.bf,200
cnpe.gov.bf,gov.bf,200
cod.matd.gov.bf,gov.bf,Could not resolve host: cod.matd.gov.bf
collabo.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
commcare-vaccination.sante.gov.bf,gov.bf,Could not resolve host: commcare-vaccination.sante.gov.bf
commcare.sante.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
commerce.gov.bf,gov.bf,Could not resolve host: commerce.gov.bf
communication.gov.bf,gov.bf,Could not resolve host: communication.gov.bf
conference.gov.bf,gov.bf,Failed to connect to conference.gov.bf port 443 after 1464 ms: Could not connect to server
conseil-constitutionnel.gov.bf,gov.bf,301
conseil-etat.gov.bf,gov.bf,SSL certificate problem: certificate has expired
copil-bodi.gov.bf,gov.bf,200
copil-eburkina.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
copil-gcloud.gov.bf,gov.bf,Connection timed out after 3003 milliseconds
copil-resina.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
corev-telecomtic.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
corus-insp.gov.bf,gov.bf,Could not resolve host: corus-insp.gov.bf
corus.gov.bf,gov.bf,SSL certificate problem: certificate has expired
cour-cassation.gov.bf,gov.bf,SSL certificate problem: certificate has expired
cour-comptes.gov.bf,gov.bf,Operation timed out after 3000 milliseconds with 0 bytes received
courriers.sante.gov.bf,gov.bf,SSL certificate problem: certificate has expired
covidinfo.sante.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
cps-pnlp.sante.gov.bf,gov.bf,Could not resolve host: cps-pnlp.sante.gov.bf
crm.corus-insp.gov.bf,gov.bf,Could not resolve host: crm.corus-insp.gov.bf
csc.gov.bf,gov.bf,Resolving timed out after 3000 milliseconds
culture.gov.bf,gov.bf,Resolving timed out after 3001 milliseconds
dascle.education.gov.bf,gov.bf,Could not resolve host: dascle.education.gov.bf
dashboard.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
data.gov.bf,gov.bf,200
dec.gov.bf,gov.bf,Failed to connect to dec.gov.bf port 443 after 1443 ms: Could not connect to server
defense.gov.bf,gov.bf,301
demo.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
dgaie.gov.bf,gov.bf,Operation timed out after 3002 milliseconds with 0 bytes received
dgb.gov.bf,gov.bf,200
dgcmef.gov.bf,gov.bf,Operation timed out after 3002 milliseconds with 0 bytes received
dgcoop.gov.bf,gov.bf,Operation timed out after 3000 milliseconds with 0 bytes received
dgep.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
dgess.finances.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
dgmp.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
dgtic.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
dgtic.mdenp.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
dhis-capture-test.sante.gov.bf,gov.bf,SSL certificate problem: certificate has expired
dialin.gov.bf,gov.bf,Could not resolve host: dialin.gov.bf
diospb.education.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
discuss.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
dise.gov.bf,gov.bf,SSL certificate problem: self-signed certificate in certificate chain
droits-humains.gov.bf,gov.bf,SSL certificate problem: certificate has expired
e-competences.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
e-formation.ms.sante.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
e-services.gov.bf,gov.bf,Could not resolve host: e-services.gov.bf
eburkina.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
ecm-office.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
econcours-pro.gov.bf,gov.bf,200
econcours.gov.bf,gov.bf,200
econseil.gov.bf,gov.bf,200
edu.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
education.gov.bf,gov.bf,301
ee.ms.sante.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
eformation.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
ena.gov.bf,gov.bf,Failed to connect to ena.gov.bf port 443 after 1737 ms: Could not connect to server
enam.gov.bf,gov.bf,SSL certificate problem: self-signed certificate
enaref.gov.bf,gov.bf,200
enef.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
energie-mines.gov.bf,gov.bf,301
energie.gov.bf,gov.bf,SSL: no alternative certificate subject name matches target hostname 'energie.gov.bf'
enfance.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
enp.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
environnement.gov.bf,gov.bf,301
erile.amp.sante.gov.bf,gov.bf,Could not resolve host: erile.amp.sante.gov.bf
esi-upb.gov.bf,gov.bf,SSL certificate problem: certificate has expired
esintax.impots.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
express.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
fafpa.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
faij.gov.bf,gov.bf,SSL certificate problem: certificate has expired
fapp.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
finances.gov.bf,gov.bf,301
fndsi.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
fonction-publique.gov.bf,gov.bf,301
foner.gov.bf,gov.bf,SSL certificate problem: certificate has expired
formation-pnlp.sante.gov.bf,gov.bf,Could not resolve host: formation-pnlp.sante.gov.bf
formation.ms-surveillance.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
formation.resurepmrah.gov.bf,gov.bf,302
formation.sbe-environnement.gov.bf,gov.bf,SSL certificate problem: certificate has expired
forms-peogo.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
gcob.gov.bf,gov.bf,301
geocatalogue.sigsr.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
gitlab.anptic.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
gitlab.erile.amp.sante.gov.bf,gov.bf,Connection timed out after 3000 milliseconds
godata.sante.gov.bf,gov.bf,SSL certificate problem: certificate has expired
gouvernement.gov.bf,gov.bf,200
gratuite.sante.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
hcds.gov.bf,gov.bf,301
hcrun.gov.bf,gov.bf,SSL certificate problem: certificate has expired
helpdesk.gov.bf,gov.bf,302
identifiant-unique.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
impots.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
indicateurs.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
inera.gov.bf,gov.bf,Could not resolve host: inera.gov.bf
info.ms-surveillance.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
infrastructures.gov.bf,gov.bf,SSL certificate problem: certificate has expired
inspection-du-travail.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
integration.gov.bf,gov.bf,SSL certificate problem: certificate has expired
inventaire.sante.gov.bf,gov.bf,Failed to connect to inventaire.sante.gov.bf port 443 after 360 ms: Could not connect to server
ipbx.fonction-publique.gov.bf,gov.bf,Could not resolve host: ipbx.fonction-publique.gov.bf
ipbx1.fonction-publique.gov.bf,gov.bf,Could not resolve host: ipbx1.fonction-publique.gov.bf
it.finances.gov.bf,gov.bf,Could not resolve host: it.finances.gov.bf
itie-bf.gov.bf,gov.bf,Could not resolve host: itie-bf.gov.bf
jeb-jpec.gov.bf,gov.bf,SSL certificate problem: self-signed certificate
jeb.gov.bf,gov.bf,SSL certificate problem: self-signed certificate
jeunesse.gov.bf,gov.bf,301
jpec.gov.bf,gov.bf,SSL certificate problem: self-signed certificate
juriburkina.justice.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
kc.ms.sante.gov.bf,gov.bf,Connection timed out after 3001 milliseconds
kf.ms.sante.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
lnbtp.gov.bf,gov.bf,301
lnsp.gov.bf,gov.bf,301
lyncdiscover.gov.bf,gov.bf,Could not resolve host: lyncdiscover.gov.bf
mae.gov.bf,gov.bf,301
mail.dgaie.gov.bf,gov.bf,Could not resolve host: mail.dgaie.gov.bf
mail.gov.bf,gov.bf,Could not resolve host: mail.gov.bf
mailer.gov.bf,gov.bf,302
mails.edu.gov.bf,gov.bf,Connection timed out after 3002 milliseconds
mails.gov.bf,gov.bf,302
matd.gov.bf,gov.bf,301
mcrpintranet.gov.bf,gov.bf,Could not resolve host: mcrpintranet.gov.bf
mdenp.gov.bf,gov.bf,Could not resolve host: mdenp.gov.bf
mdhpc.gov.bf,gov.bf,SSL: no alternative certificate subject name matches target hostname 'mdhpc.gov.bf'
me.gov.bf,gov.bf,SSL certificate problem: certificate has expired
mea.gov.bf,gov.bf,301
mediateurfaso.gov.bf,gov.bf,301
meet.anptic.gov.bf,gov.bf,SSL: no alternative certificate subject name matches target hostname 'meet.anptic.gov.bf'
meet.gov.bf,gov.bf,Could not resolve host: meet.gov.bf
