hostname,http_status,mx
ah.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 webmail.ah.gov.hu.
ahkungarn.hu,302,10 ahkungarn-hu.mail.protection.outlook.com.
ajbh.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 gw01.ajbh.hu.
akk.hu,301,10 mail.akk.hu.; 20 mail2.akk.hu.
algerianembassy.hu,SSLHandshakeException: (handshake_failure) received handshake warning: unrecognized_name,10 mx.t-online.hu.
alkotmanybirosag.hu,200,10 sp200.mkab.hu.
allamkincstar.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.allamkincstar.gov.hu.; 20 kh.allamkincstar.gov.hu.; 30 mail2.allamkincstar.gov.hu.
ambasadat.net,200,10 mx1.emailsrvr.com.; 20 mx2.emailsrvr.com.
asz.hu,301,10 email.asz.hu.
atk.hun-ren.hu,302,5 smg.atk.hu.
atruroman.hu,HttpConnectTimeoutException: HTTP connect timed out,0 atruroman-hu.mail.protection.outlook.com.
bacs-kiskun-leveltar.hu,HttpConnectTimeoutException: HTTP connect timed out,10 mail.bacs-kiskun-leveltar.hu.
bacskiskun.hu,301,10 mx-two.avpms.hu.; 30 mx-htr.avpms.hu.; 20 mx-bck.avpms.hu.; 5 mx-zr.avpms.hu.
bekes-archiv.hu,HttpConnectTimeoutException: HTTP connect timed out,none
bfl.archivportal.hu,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching bfl.archivportal.hu found.,none
bfnp.hu,301,1 mx4.w5.hu.
birosag.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx.birosag.hu.
bkik.hu,200,10 bkik-hu.mail.protection.outlook.com.
bmbah.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.interware.hu.
bml.hu,200,none
bolgarok.hu,307,0 bolgarok.hu.
bparchiv.hu,200,0 bparchiv-hu.mail.protection.outlook.com.
budapest.diplo.de,200,10 mx1.bund.de.; 10 mx2.bund.de.
budapest.embassy.mn,525,none
budapest.embassy.qa,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
budapest.europarl.europa.eu,302,none
budapest.mfa.ee,200,none
budapest.thaiembassy.org,200,none
budapesta.mae.ro,503,none
budimpesta.veleposlanistvo.si,SSLHandshakeException: Remote host terminated the handshake,none
bv.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.bv.gov.hu.
chinaembassy.hu,ConnectException,10 mx.axelero.hu.
csml.hu,HttpConnectTimeoutException: HTTP connect timed out,none
ddnp.hu,200,10 mx.iif.hu.
debrecen.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
delpestikorhaz.hu,200,10 mail.delpestikorhaz.hu.
demkk.hu,301,0 demkk-hu.mail.protection.outlook.com.
dunaipoly.hu,301,0 dunaipoly.hu.
ejf.hu,200,0 ejf-hu.mail.eo.outlook.com.
finlandabroad.fi,301,10 mail.valtori.fi.
fomi.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 fomigate.fomi.hu.
fovarositorvenyszek.birosag.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx.birosag.hu.
gvh.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.gvh.hu.
gyula.mae.ro,503,none
haea.gov.hu,ConnectException,10 gandalf.haea.gov.hu.
hbml.archivportal.hu,ConnectException,none
hetfa.eu,200,5 mail.hetfa.eu.
hevesarchiv.hu,ConnectException,20 mx02.vaderetro-cloud.net.; 10 mx01.vaderetro-cloud.net.
honvedelem.hu,200,10 mail.honvedelem.hu.
horvatok.hu,301,0 horvatok-hu.mail.protection.outlook.com.
hu.ambafrance.org,301,none
hu.mfa.lt,403,none
hu.mvep.hr,ConnectException,none
hungarofest.hu,301,20 alt2-mx.rackhostmx.com.; 10 mx08.rackhost.hu.
hungary.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
hungary.representation.ec.europa.eu,302,none
ih.gov.hu,200,20 mx2.ih.gov.hu.; 20 mx1.ih.gov.hu.; 10 mx3.ih.gov.hu.
instytutpolski.pl,IOException: Received RST_STREAM: Internal error,10 mx1.instytutpolski.pl.
integritashatosag.hu,200,1 integritashatosag-hu.mail.protection.outlook.com.
intezet.nori.gov.hu,200,none
jpm.hu,301,10 mail.jpm.hu.
judo.hu,200,10 mail.neteyes.hu.
katasztrofavedelem.hu,200,10 mail.rsoe.hu.
kef.gov.hu,ConnectException,5 mailgw3.ei.gov.hu.; 5 mailgw2.ei.gov.hu.; 5 mailgw4.ei.gov.hu.; 5 mailgw1.ei.gov.hu.
kki.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 mailgw1.ei.gov.hu.; 5 mailgw2.ei.gov.hu.; 5 mailgw3.ei.gov.hu.; 5 mailgw4.ei.gov.hu.
knbsz.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,1 levelezes.knbsz.gov.hu.
koh.hu,ConnectException,none
kormanyhivatal.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 hirlevel.kormanyhivatal.hu.
kormanyhivatalok.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 kormanyhivatalok.hu.
kozbeszerzes.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 fmail.kozbeszerzes.hu.
ksh.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 cenzor4.ksh.hu.; 5 cenzor3.ksh.hu.
kszka.hu,200,10 kszka-hu.mail.protection.outlook.com.
kti.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.kti.hu.
kuria-birosag.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,1 mail.kuria-birosag.hu.
ldu.hu,200,5 ldu-hu.mail.protection.outlook.com.
lengyelonkormanyzat.hu,200,10 mail.lengyelonkormanyzat.hu.
leveltar.fejer.hu,SSLHandshakeException: (unrecognized_name) Received fatal alert: unrecognized_name,none
leveltar.sopron.hu,"SSLHandshakeException: (protocol_version) The server selected protocol version TLS10 is not accepted by client preferences [TLS13, TLS12]",none
