field,text
country_name,"Kingdom of Morocco"
government_type,"parliamentary constitutional monarchy"
capital,"Rabat"
chief_of_state,"King MOHAMMED VI (since 30 July 1999)"
head_of_government,"Prime Minister Aziz AKHANNOUCH (since 7 October 2021)"
judicial_highest_courts,"Supreme Court or Court of Cassation (consists of 5-judge panels organized into civil, family matters, commercial, administrative, social, and criminal sections); Constitutional Court (consists of 12 members)"
constitution_history,"several previous; latest drafted 17 June 2011, approved by referendum 1 July 2011 "
