field,text
country_name,"Republic of Lithuania"
government_type,"semi-presidential republic"
capital,"Vilnius"
chief_of_state,"President Gitanas NAUSEDA (since 12 July 2019)"
head_of_government,"Prime Minister Inga RUGINIENE (since 25 September 2025)"
judicial_highest_courts,"Supreme Court (consists of 37 judges); Constitutional Court (consists of 9 judges)"
constitution_history,"several previous; latest adopted by referendum 25 October 1992, entered into force 2 November 1992"
