subdomain,http_status
911.gob.hn,Failed to connect to 911.gob.hn port 443 after 163 ms: Could not connect to server
911honduras.911.gob.hn,Could not resolve host: 911honduras.911.gob.hn
a.mail.cnbs.gob.hn,Connection timed out after 3001 milliseconds
academia.transporte.gob.hn,Could not resolve host: academia.transporte.gob.hn
activoseventuales.injupemp.gob.hn,200
aduanas.gob.hn,403
agenda.registrodedescentralizacion.gob.hn,Could not resolve host: agenda.registrodedescentralizacion.gob.hn
agronegocios.sag.gob.hn,200
aguadehonduras.gob.hn,200
ahac.gob.hn,200
ahac.gob.hn.cp-22.webhostbox.net,SSL: no alternative certificate subject name matches target hostname 'ahac.gob.hn.cp-22.webhostbox.net'
akbal.sefin.gob.hn,200
alimentos.arsa.gob.hn,Could not resolve host: alimentos.arsa.gob.hn
apnfd.cnbs.gob.hn,200
apoyopresidencial.gob.hn,403
app.registrodedescentralizacion.gob.hn,Could not resolve host: app.registrodedescentralizacion.gob.hn
archivo.sgjd.gob.hn,Operation timed out after 3000 milliseconds with 0 bytes received
archivos.sgjd.gob.hn,Operation timed out after 3001 milliseconds with 0 bytes received
areas.sag.gob.hn,Connection timed out after 3002 milliseconds
arrendamientos.oabi.gob.hn,200
arsa.gob.hn,SSL certificate problem: unable to get local issuer certificate
arsarequisitos.arsa.gob.hn,Could not resolve host: arsarequisitos.arsa.gob.hn
asociaciones.sgjd.gob.hn,200
atl.registrodedescentralizacion.gob.hn,Could not resolve host: atl.registrodedescentralizacion.gob.hn
aula.cnbs.gob.hn,200
aulavirtual.registrodedescentralizacion.gob.hn,SSL certificate problem: certificate has expired
autodiscover.apoyopresidencial.gob.hn,Failed to connect to autodiscover.apoyopresidencial.gob.hn port 443 after 1096 ms: Could not connect to server
autodiscover.bch.gob.hn,Could not resolve host: autodiscover.bch.gob.hn
autodiscover.ciudadmujer.gob.hn,Failed to connect to autodiscover.ciudadmujer.gob.hn port 443 after 74 ms: Could not connect to server
autodiscover.climaplus.gob.hn,SSL: no alternative certificate subject name matches target hostname 'autodiscover.climaplus.gob.hn'
autodiscover.cree.gob.hn,Failed to connect to autodiscover.cree.gob.hn port 443 after 49 ms: Could not connect to server
autodiscover.didadpol.gob.hn,400
autodiscover.diref.gob.hn,403
autodiscover.ihcieti.gob.hn,Could not resolve host: autodiscover.ihcieti.gob.hn
autodiscover.ine.gob.hn,400
autodiscover.infop.gob.hn,Could not resolve host: autodiscover.infop.gob.hn
autodiscover.inj.gob.hn,SSL: no alternative certificate subject name matches target hostname 'autodiscover.inj.gob.hn'
autodiscover.muniroatan.gob.hn,400
autodiscover.parquesvidamejor.gob.hn,Could not resolve host: autodiscover.parquesvidamejor.gob.hn
autodiscover.pgrhonduras.gob.hn,Could not resolve host: autodiscover.pgrhonduras.gob.hn
autodiscover.plandenacion.gob.hn,SSL: no alternative certificate subject name matches target hostname 'autodiscover.plandenacion.gob.hn'
autodiscover.registrodedescentralizacion.gob.hn,Could not resolve host: autodiscover.registrodedescentralizacion.gob.hn
autodiscover.salud.gob.hn,Could not resolve host: autodiscover.salud.gob.hn
autodiscover.sefin.gob.hn,Failed to connect to autodiscover.sefin.gob.hn port 443 after 201 ms: Could not connect to server
autodiscover.senacit.gob.hn,301
autodiscover.sep.gob.hn,400
ave.registrodedescentralizacion.gob.hn,Could not resolve host: ave.registrodedescentralizacion.gob.hn
ayuda.registrodedescentralizacion.gob.hn,Could not resolve host: ayuda.registrodedescentralizacion.gob.hn
b.mail.cnbs.gob.hn,Connection timed out after 3002 milliseconds
becashonduras2020.gob.hn,Could not resolve host: becashonduras2020.gob.hn
becashonduras2020.gob.hn.cp-1.webhostbox.net,Could not resolve host: becashonduras2020.gob.hn.cp-1.webhostbox.net
bi.cnbs.gob.hn,SSL certificate problem: certificate has expired
biblioteca.ine.gob.hn,Could not resolve host: biblioteca.ine.gob.hn
bivi.cenet.gob.hn,301
bmp.sgjd.gob.hn,200
carnets.dara.gob.hn,Could not resolve host: carnets.dara.gob.hn
casper.cenet.gob.hn,Failed to connect to casper.cenet.gob.hn port 443 after 297 ms: Could not connect to server
cenet.gob.hn,301
centrex.senasa.gob.hn,200
ch.registrodedescentralizacion.gob.hn,Could not resolve host: ch.registrodedescentralizacion.gob.hn
chaak.sefin.gob.hn,Could not resolve host: chaak.sefin.gob.hn
chat.registrodedescentralizacion.gob.hn,Could not resolve host: chat.registrodedescentralizacion.gob.hn
chat.sgjd.gob.hn,Operation timed out after 3001 milliseconds with 0 bytes received
cicesct.gob.hn,200
ciplaft.gob.hn,Could not resolve host: ciplaft.gob.hn
citidirect.injupemp.gob.hn,Could not resolve host: citidirect.injupemp.gob.hn
ciudadblanca.senacit.gob.hn,Operation timed out after 3002 milliseconds with 0 bytes received
ciudadmujer.gob.hn,Could not resolve host: ciudadmujer.gob.hn
climaplus.gob.hn,Could not resolve host: climaplus.gob.hn
cloud.911.gob.hn,Could not resolve host: cloud.911.gob.hn
cnbs.gob.hn,301
cne.presidencia.gob.hn,Could not resolve host: cne.presidencia.gob.hn
cnpp.gob.hn,200
cnssp.gob.hn,200
cnssp.gob.hn.cp-40.webhostbox.net,Could not resolve host: cnssp.gob.hn.cp-40.webhostbox.net
coalianza.gob.hn,Could not resolve host: coalianza.gob.hn
codex.sgjd.gob.hn,200
codex2.sgjd.gob.hn,200
col.registrodedescentralizacion.gob.hn,Could not resolve host: col.registrodedescentralizacion.gob.hn
com.registrodedescentralizacion.gob.hn,Could not resolve host: com.registrodedescentralizacion.gob.hn
comiteetica.injupemp.gob.hn,Could not resolve host: comiteetica.injupemp.gob.hn
consulta.sgjd.gob.hn,403
consultasnif.icf.gob.hn,200
cop.registrodedescentralizacion.gob.hn,Could not resolve host: cop.registrodedescentralizacion.gob.hn
copan.sefin.gob.hn,302
correo.911.gob.hn,Could not resolve host: correo.911.gob.hn
correo.bch.gob.hn,Could not resolve host: correo.bch.gob.hn
correo.copeco.gob.hn,200
correo.injupemp.gob.hn,Connection timed out after 3001 milliseconds
correo.pgrhonduras.gob.hn,Could not resolve host: correo.pgrhonduras.gob.hn
