subdomain,http_status,mx
aac.gob.sv,403,5 ALT2.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.
acajutlaweb.cepa.gob.sv,SSL certificate problem: unable to get local issuer certificate,none
admin.alcaldialaunion.gob.sv,Could not resolve host: admin.alcaldialaunion.gob.sv,none
ads.zacatecoluca.gob.sv,Could not resolve host: ads.zacatecoluca.gob.sv,none
aduana.gob.sv,Recv failure: Connexion ré-initialisée par le correspondant,30 alt2.aspmx.l.google.com.; 40 alt3.aspmx.l.google.com.; 20 alt1.aspmx.l.google.com.; 15 aspmx.l.google.com.; 32767 ms72578783.msv1.invalid.
afiliados.ssf.gob.sv,403,none
agenda.gob.sv,Could not resolve host: agenda.gob.sv,none
ahuachapan.gob.sv,Could not resolve host: ahuachapan.gob.sv,none
alcaldiadechilanga.gob.sv,Could not resolve host: alcaldiadechilanga.gob.sv,none
alcaldiadecoatepeque.gob.sv,Could not resolve host: alcaldiadecoatepeque.gob.sv,none
alcaldiadeilopango.gob.sv,Resolving timed out after 3000 milliseconds,none
alcaldiadejayaque.gob.sv,Could not resolve host: alcaldiadejayaque.gob.sv,none
alcaldiadejicalapa.gob.sv,Could not resolve host: alcaldiadejicalapa.gob.sv,none
alcaldiadejocoro.gob.sv,Could not resolve host: alcaldiadejocoro.gob.sv,none
alcaldiademetapan.gob.sv,Could not resolve host: alcaldiademetapan.gob.sv,none
alcaldiadenahulingo.gob.sv,Could not resolve host: alcaldiadenahulingo.gob.sv,none
alcaldiadenahulingo.gob.sv.cp-14.webhostbox.net,SSL: no alternative certificate subject name matches target hostname 'alcaldiadenahulingo.gob.sv.cp-14.webhostbox.net',none
alcaldiadesanlorenzo.gob.sv,Could not resolve host: alcaldiadesanlorenzo.gob.sv,none
alcaldiadesanpedromasahuat.gob.sv,Could not resolve host: alcaldiadesanpedromasahuat.gob.sv,none
alcaldiadesanvicente.gob.sv,Could not resolve host: alcaldiadesanvicente.gob.sv,none
alcaldiadetonacatepeque.gob.sv,Could not resolve host: alcaldiadetonacatepeque.gob.sv,none
alcaldiaguazapa.gob.sv,Could not resolve host: alcaldiaguazapa.gob.sv,none
alcaldialaunion.gob.sv,Could not resolve host: alcaldialaunion.gob.sv,none
alcaldiamunicipaldejocoro.gob.sv,Could not resolve host: alcaldiamunicipaldejocoro.gob.sv,none
alcaldianejapa.gob.sv,Could not resolve host: alcaldianejapa.gob.sv,none
alcaldiasancarlos.gob.sv,Could not resolve host: alcaldiasancarlos.gob.sv,none
alcaldiasanjosevillanueva.gob.sv,Could not resolve host: alcaldiasanjosevillanueva.gob.sv,none
alcaldiasanluisdelcarmen.gob.sv,Could not resolve host: alcaldiasanluisdelcarmen.gob.sv,none
alcaldiasansebastian.gob.sv,Could not resolve host: alcaldiasansebastian.gob.sv,none
alcaldiasensuntepeque.gob.sv,Could not resolve host: alcaldiasensuntepeque.gob.sv,none
alcaldiatexis.gob.sv,Could not resolve host: alcaldiatexis.gob.sv,none
alcaldiausulutan.gob.sv,Could not resolve host: alcaldiausulutan.gob.sv,none
alcaldiavillaelcarmen.gob.sv,Could not resolve host: alcaldiavillaelcarmen.gob.sv,none
almsrv.rnpn.gob.sv,Could not resolve host: almsrv.rnpn.gob.sv,none
amp.gob.sv,200,1 aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
amsjo.gob.sv,Could not resolve host: amsjo.gob.sv,none
amst.gob.sv,Could not resolve host: amst.gob.sv,0 amst-gob-sv.mail.protection.outlook.com.
amsv.gob.sv,200,10 mx.stackmail.com.
antiguocuscatlan.gob.sv,301,0 mail.antiguocuscatlan.gob.sv.
aplicaciones.bmi.gob.sv,Could not resolve host: aplicaciones.bmi.gob.sv,none
aplicaciones.correos.gob.sv,Operation timed out after 3001 milliseconds with 0 bytes received,none
aplicaciones.isbm.gob.sv,Connection timed out after 3001 milliseconds,none
aplicaciones.tacachico.gob.sv,Could not resolve host: aplicaciones.tacachico.gob.sv,none
aplicaciones03.isbm.gob.sv,Could not resolve host: aplicaciones03.isbm.gob.sv,none
aplicaciones04.isbm.gob.sv,Connection timed out after 3002 milliseconds,none
aplicaciones06.isbm.gob.sv,Connection timed out after 3002 milliseconds,none
aplicaciones1.bmi.gob.sv,Could not resolve host: aplicaciones1.bmi.gob.sv,none
app.bandesal.gob.sv,403,none
app1.bandesal.gob.sv,Could not resolve host: app1.bandesal.gob.sv,none
app2.bandesal.gob.sv,Could not resolve host: app2.bandesal.gob.sv,none
apps.alcaldiadejayaque.gob.sv,Could not resolve host: apps.alcaldiadejayaque.gob.sv,none
apps.ccr.gob.sv,503,none
apps.csj.gob.sv,403,none
apps.gob.sv,Could not resolve host: apps.gob.sv,none
apps.migracion.gob.sv,200,none
apps.tacachico.gob.sv,Could not resolve host: apps.tacachico.gob.sv,none
aps.isss.gob.sv,Could not resolve host: aps.isss.gob.sv,none
arambala.gob.sv,Could not resolve host: arambala.gob.sv,none
arambala.rree.gob.sv,Resolving timed out after 3000 milliseconds,none
asamblea.gob.sv,SSL certificate problem: unable to get local issuer certificate,10 webmail.asamblea.gob.sv.
atencion.rnpn.gob.sv,403,none
atencionciudadana.gob.sv,Could not resolve host: atencionciudadana.gob.sv,none
aulavirtual.asamblea.gob.sv,Could not resolve host: aulavirtual.asamblea.gob.sv,none
aulavirtual.tse.gob.sv,200,none
autenticacion.asamblea.gob.sv,Could not resolve host: autenticacion.asamblea.gob.sv,none
auth.miempresa.gob.sv,Could not resolve host: auth.miempresa.gob.sv,none
autodiscover.alcaldiadecoatepeque.gob.sv,Could not resolve host: autodiscover.alcaldiadecoatepeque.gob.sv,none
autodiscover.alcaldiadeilopango.gob.sv,Resolving timed out after 3000 milliseconds,none
autodiscover.alcaldiadejicalapa.gob.sv,Could not resolve host: autodiscover.alcaldiadejicalapa.gob.sv,none
autodiscover.alcaldiadejocoro.gob.sv,Could not resolve host: autodiscover.alcaldiadejocoro.gob.sv,none
autodiscover.alcaldiadesanvicente.gob.sv,Could not resolve host: autodiscover.alcaldiadesanvicente.gob.sv,none
autodiscover.alcaldiasanjosevillanueva.gob.sv,Could not resolve host: autodiscover.alcaldiasanjosevillanueva.gob.sv,none
autodiscover.alcaldiasanluisdelcarmen.gob.sv,Could not resolve host: autodiscover.alcaldiasanluisdelcarmen.gob.sv,none
autodiscover.alcaldiasansebastian.gob.sv,Could not resolve host: autodiscover.alcaldiasansebastian.gob.sv,none
autodiscover.alcaldiasensuntepeque.gob.sv,Could not resolve host: autodiscover.alcaldiasensuntepeque.gob.sv,none
autodiscover.alcaldiavillaelcarmen.gob.sv,Could not resolve host: autodiscover.alcaldiavillaelcarmen.gob.sv,none
autodiscover.amsjo.gob.sv,Could not resolve host: autodiscover.amsjo.gob.sv,none
autodiscover.bcr.gob.sv,Connection timed out after 3001 milliseconds,none
autodiscover.cifco.gob.sv,Connection timed out after 3002 milliseconds,none
autodiscover.ciudadarce.gob.sv,Could not resolve host: autodiscover.ciudadarce.gob.sv,none
autodiscover.cojutepeque.gob.sv,403,none
autodiscover.colon.gob.sv,400,none
autodiscover.conasevi.gob.sv,Could not resolve host: autodiscover.conasevi.gob.sv,none
autodiscover.cuscatancingo.gob.sv,Could not resolve host: autodiscover.cuscatancingo.gob.sv,none
autodiscover.elrosariolapaz.gob.sv,Could not resolve host: autodiscover.elrosariolapaz.gob.sv,none
autodiscover.enepasa.gob.sv,Could not resolve host: autodiscover.enepasa.gob.sv,none
autodiscover.fisdl.gob.sv,Could not resolve host: autodiscover.fisdl.gob.sv,none
autodiscover.fonat.gob.sv,Could not resolve host: autodiscover.fonat.gob.sv,none
autodiscover.guachipilin.gob.sv,Could not resolve host: autodiscover.guachipilin.gob.sv,none
autodiscover.huizucar.gob.sv,Could not resolve host: autodiscover.huizucar.gob.sv,none
autodiscover.indes.gob.sv,Could not resolve host: autodiscover.indes.gob.sv,none
autodiscover.proesa.gob.sv,Could not resolve host: autodiscover.proesa.gob.sv,none
autodiscover.rnt.gob.sv,Could not resolve host: autodiscover.rnt.gob.sv,none
autodiscover.sacacoyo.gob.sv,Could not resolve host: autodiscover.sacacoyo.gob.sv,none
autodiscover.sanmarcos.gob.sv,Could not resolve host: autodiscover.sanmarcos.gob.sv,none
autodiscover.sanrafaelcedros.gob.sv,Could not resolve host: autodiscover.sanrafaelcedros.gob.sv,none
autodiscover.santaana.gob.sv,Failed to connect to autodiscover.santaana.gob.sv port 443 after 59 ms: Could not connect to server,none
autodiscover.santatecla.gob.sv,Failed to connect to autodiscover.santatecla.gob.sv port 443 after 222 ms: Could not connect to server,none
autodiscover.santatecladigital.gob.sv,Could not resolve host: autodiscover.santatecladigital.gob.sv,none
autodiscover.ssf.gob.sv,Connection timed out after 3001 milliseconds,none
autodiscover.tacachico.gob.sv,Could not resolve host: autodiscover.tacachico.gob.sv,none
autodiscover.tenancingo.gob.sv,Could not resolve host: autodiscover.tenancingo.gob.sv,none
autodiscover.zacatecoluca.gob.sv,Could not resolve host: autodiscover.zacatecoluca.gob.sv,none
autodiscover.zaragoza.gob.sv,Could not resolve host: autodiscover.zaragoza.gob.sv,none
ayutuxtepeque.gob.sv,Could not resolve host: ayutuxtepeque.gob.sv,none
bandesal.gob.sv,403,none
basededatos2.alcaldiasensuntepeque.gob.sv,Could not resolve host: basededatos2.alcaldiasensuntepeque.gob.sv,none
bbbvideoconferencia.mined.gob.sv,Could not resolve host: bbbvideoconferencia.mined.gob.sv,none
bcr.gob.sv,Could not resolve host: bcr.gob.sv,none
bdes33.bandesal.gob.sv,Could not resolve host: bdes33.bandesal.gob.sv,none
becasfantel.gob.sv,Could not resolve host: becasfantel.gob.sv,none
beneficios.ssf.gob.sv,Could not resolve host: beneficios.ssf.gob.sv,none
bfa.gob.sv,Could not resolve host: bfa.gob.sv,none
biblioteca.asamblea.gob.sv,SSL certificate problem: unable to get local issuer certificate,none
bodega.nombredejesus.gob.sv,Could not resolve host: bodega.nombredejesus.gob.sv,none
cajamined.gob.sv,403,none
camudasal.gob.sv,406,0 mail.camudasal.gob.sv.
casf.gob.sv,200,none
ccr.gob.sv,SSL certificate problem: self-signed certificate,none
cel.gob.sv,301,10 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
centa.gob.sv,301,1 smtp.google.com.
centrex.gob.sv,Could not resolve host: centrex.gob.sv,none
cepa.gob.sv,301,none
chalchuapa.gob.sv,Could not resolve host: chalchuapa.gob.sv,none
citasenlinea.zacatecoluca.gob.sv,Could not resolve host: citasenlinea.zacatecoluca.gob.sv,none
ciudadarce.gob.sv,Could not resolve host: ciudadarce.gob.sv,none
ciudaddelgado.gob.sv,Could not resolve host: ciudaddelgado.gob.sv,none
cloud.aac.gob.sv,403,none
cloud.alcaldiadesanlorenzo.gob.sv,Could not resolve host: cloud.alcaldiadesanlorenzo.gob.sv,none
cloud.cne.gob.sv,Could not resolve host: cloud.cne.gob.sv,none
cnc.gob.sv,403,none
cnr.gob.sv,Could not resolve host: cnr.gob.sv,5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.
cojutepeque.gob.sv,403,none
colon.gob.sv,Could not resolve host: colon.gob.sv,none
comalapa.gob.sv,Could not resolve host: comalapa.gob.sv,none
comisiones.teg.gob.sv,302,none
comprasal.gob.sv,301,none
conab.gob.sv,200,10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.
conacyt.gob.sv,301,none
conamype.gob.sv,403,5 ALT2.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.
conasevi.fonat.gob.sv,200,none
conasevi.gob.sv,200,none
consaa.gob.sv,200,none
consejodevigilancia.gob.sv,Could not resolve host: consejodevigilancia.gob.sv,none
consulta.gob.sv,403,none
consultas.csj.gob.sv,403,none
corepnc.pnc.gob.sv,Could not resolve host: corepnc.pnc.gob.sv,none
